feature_id	feature_name	bioType	annotationLevel	SAMPLE_01	SAMPLE_02	SAMPLE_03	SAMPLE_04	SAMPLE_05	SAMPLE_06	SAMPLE_07	SAMPLE_08	SAMPLE_09	SAMPLE_10	SAMPLE_11	SAMPLE_12
FEAT00096	Feature96	protein_coding	3	65	16	55	69	1597	18	17	16	37	87	10	6
FEAT00097	Feature97	protein_coding	2	6	16	128	64	15	36	21	41	9	14	2	4
FEAT00098	Feature98	protein_coding	3	580	3	38	82	36	19	18	20	18	1	16	6
FEAT00099	Feature99	protein_coding	3	28	83	148	211	30	220	104	99	141	16	16	64
FEAT00100	Feature100	protein_coding	3	9	81	29	36	5	17	20	70	80	18	15	6
FEAT00101	Feature101	protein_coding	1	106	43	141	700	58	7	6	3	4	125	28	2
FEAT00102	Feature102	protein_coding	3	150	352	36	23	38	90	49	105	110	106	135	51
FEAT00103	Feature103	protein_coding	2	7	50	94	35	216	36	5	152	51	27	74	89
FEAT00104	Feature104	protein_coding	3	97	2	23	32	15	80	107	10	4	344	11	4
FEAT00105	Feature105	protein_coding	1	84	109	22	182	30	17	26	59	8	32	18	1048
FEAT00106	Feature106	protein_coding	1	22	418	56	50	165	211	118	32	9	9	41	45
FEAT00107	Feature107	protein_coding	1	427	108	266	504	76	8	4	3	186	6	113	46
FEAT00108	Feature108	protein_coding	3	665	245	52	46	68	77	10	19	191	2	29	6
FEAT00109	Feature109	protein_coding	1	78	195	56	178	7	284	9	48	26	1	7	27
FEAT00110	Feature110	protein_coding	3	531	90	86	8	447	756	21	15	2	69	883	55
FEAT00111	Feature111	protein_coding	3	353	129	15	391	11	45	30	69	36	35	7	3
FEAT00112	Feature112	protein_coding	1	66	22	10	10	30	5	3	2	26	36	334	2
FEAT00113	Feature113	protein_coding	3	23	216	44	38	659	38	4	3	32	31	3	5
FEAT00114	Feature114	protein_coding	2	127	135	24	144	134	5	13	36	9	1	14	58
FEAT00115	Feature115	protein_coding	2	551	3	2338	12	230	339	80	25	4	48	7	1
FEAT00116	Feature116	protein_coding	1	3162	162	768	17	470	558	177	19	4	16	1	2
FEAT00117	Feature117	protein_coding	2	69	15	48	52	899	371	19	109	7	13	72	4
FEAT00118	Feature118	protein_coding	1	41	9	71	592	21	83	6	4	4	154	549	39
FEAT00119	Feature119	protein_coding	1	22	162	38	185	91	89	47	9	11	2	11	3
FEAT00120	Feature120	protein_coding	2	49	16	69	114	8	19	5	57	219	66	12	156
FEAT00121	Feature121	protein_coding	3	7	492	24	1	2464	549	5	25	15	23	3	8
FEAT00122	Feature122	protein_coding	3	116	82	323	67	1616	22	29	1	3	129	5	42
FEAT00123	Feature123	protein_coding	2	55	14	37	29	30	173	50	9	6	30	17	85
FEAT00124	Feature124	protein_coding	2	2480	196	57	47	18	17	5	12	11	57	11	15
FEAT00125	Feature125	protein_coding	1	11	602	123	737	184	485	14	55	887	4	104	216
FEAT00126	Feature126	protein_coding	1	109	176	361	24	108	17	8	8	16	25	38	3
FEAT00127	Feature127	protein_coding	2	1029	316	171	36	53	132	36	2	58	1318	1	84
FEAT00128	Feature128	protein_coding	3	102	51	432	11	76	493	15	11	24	11	186	5
FEAT00129	Feature129	protein_coding	3	212	10	158	52	1	60	4	11	184	4	4	160
FEAT00130	Feature130	protein_coding	3	71	554	96	17	55	354	78	20	22	17	9	324
FEAT00131	Feature131	protein_coding	1	61	12	30	171	152	49	8	21	2	3	63	10
FEAT00132	Feature132	protein_coding	3	103	348	153	62	1289	158	12	58	36	6	22	16
FEAT00133	Feature133	protein_coding	3	4	47	40	32	6	36	19	23	4	50	3	15
FEAT00134	Feature134	protein_coding	1	394	22	29	282	35	39	28	91	1	6	5	4
FEAT00135	Feature135	protein_coding	1	18	18	93	17	72	107	7	24	210	32	8	18
FEAT00136	Feature136	protein_coding	3	16	89	207	19	45	296	10	26	5	6	10	423
FEAT00137	Feature137	protein_coding	1	34	29	27	48	151	79	358	27	152	30	47	3
FEAT00138	Feature138	protein_coding	3	50	55	43	3	207	35	11	14	15	36	3	5
FEAT00139	Feature139	protein_coding	3	91	74	36	27	19	56	105	5	169	65	11	60
FEAT00140	Feature140	protein_coding	2	8	5	10	34	38	29	23	1	40	3	8	11
FEAT00141	Feature141	protein_coding	3	12	9	15	59	138	133	5	7	6	38	1	114
FEAT00142	Feature142	protein_coding	2	31	20	97	256	97	263	24	112	115	17	151	25
FEAT00143	Feature143	protein_coding	1	68	17	40	179	10	150	33	30	1	17	50	7
FEAT00144	Feature144	protein_coding	2	68	2	154	24	204	5	53	14	62	5	8	464
FEAT00145	Feature145	protein_coding	3	19	22	41	14	319	674	7	2	104	95	63	101
FEAT00146	Feature146	protein_coding	2	18	48	9	8	238	24	489	22	8	61	250	40
FEAT00147	Feature147	protein_coding	2	11	101	413	30	20	250	24	4	12	7	30	23
FEAT00148	Feature148	protein_coding	2	302	163	7	107	212	114	85	9	5	74	5	1
FEAT00149	Feature149	protein_coding	2	253	22	39	9	9	12	12	34	1	58	4	5
FEAT00150	Feature150	protein_coding	1	156	54	7	797	18	85	27	145	11	82	7	97
FEAT00151	Feature151	protein_coding	3	21	36	857	94	70	1391	33	6	56	4	97	109
FEAT00152	Feature152	protein_coding	3	27	25	77	61	15	133	1	11	11	14	31	4
FEAT00153	Feature153	protein_coding	2	137	47	24	9	11	100	5	22	89	85	178	13
FEAT00154	Feature154	protein_coding	2	13	251	93	291	61	321	66	55	41	35	28	28
FEAT00155	Feature155	protein_coding	1	241	29	684	52	239	53	14	346	13	3	7	13
FEAT00156	Feature156	protein_coding	3	1231	80	223	15	99	154	250	8	47	31	5	20
FEAT00157	Feature157	protein_coding	2	42	2	139	128	33	9	159	29	83	145	10	63
FEAT00158	Feature158	protein_coding	3	43	55	53	60	287	72	16	14	32	6	10	19
FEAT00159	Feature159	protein_coding	3	27	51	26	996	387	113	19	431	32	18	31	31
FEAT00160	Feature160	protein_coding	1	434	59	1139	18	159	15	256	13	19	73	116	4
FEAT00161	Feature161	protein_coding	2	37	9	73	52	37	23	12	7	42	168	1	17
FEAT00162	Feature162	protein_coding	1	34	120	16	49	14	160	23	16	34	14	2	46
FEAT00163	Feature163	protein_coding	2	90	49	239	332	13	20	175	146	7	4	8	10
FEAT00164	Feature164	protein_coding	1	7	63	10	11	217	23	18	48	63	13	21	6
FEAT00165	Feature165	protein_coding	3	696	150	13	61	164	118	260	137	9	18	3	28
FEAT00166	Feature166	protein_coding	2	74	2653	69	3	24	71	3	6	12	32	16	6
FEAT00167	Feature167	protein_coding	1	182	28	30	9	20	150	2	18	55	12	28	4
FEAT00168	Feature168	protein_coding	2	377	281	84	5	14	237	221	30	115	9	15	20
FEAT00169	Feature169	protein_coding	1	109	7	225	384	12	9	33	8	1	62	25	10
FEAT00170	Feature170	protein_coding	3	1161	73	21	69	14	21	34	9	11	208	67	62
FEAT00171	Feature171	protein_coding	1	126	119	463	59	809	16	14	3	12	42	153	8
FEAT00172	Feature172	protein_coding	2	61	36	21	11	66	5	23	21	8	5	3	276
FEAT00173	Feature173	protein_coding	2	9	533	140	36	12	259	226	5	13	88	32	330
FEAT00174	Feature174	protein_coding	1	27	129	10	1133	22	3	17	17	293	12	20	46
FEAT00175	Feature175	protein_coding	2	555	55	258	124	40	67	21	6	110	3	104	76
FEAT00176	Feature176	protein_coding	1	53	21	44	117	171	90	81	9	28	2	59	25
FEAT00177	Feature177	protein_coding	3	34	306	159	1	64	8	89	655	10	22	14	33
FEAT00178	Feature178	protein_coding	3	149	365	15	544	16	89	102	55	5	8	11	19
FEAT00179	Feature179	protein_coding	3	300	10	116	142	132	116	168	40	67	44	247	1
FEAT00180	Feature180	protein_coding	3	363	42	41	16	4	35	8	40	3	149	29	14
FEAT00181	Feature181	protein_coding	1	22	20	12	28	61	47	3	14	6	25	273	48
FEAT00182	Feature182	protein_coding	3	39	6	8	6	166	21	22	8	23	143	8	12
FEAT00183	Feature183	protein_coding	2	19	205	14	12	9	8	39	733	5	76	29	4
FEAT00184	Feature184	protein_coding	2	41	43	23	899	4	103	32	9	25	69	25	36
FEAT00185	Feature185	protein_coding	2	159	4	477	1463	238	249	3	17	6	9	78	7
FEAT00186	Feature186	protein_coding	2	50	4	48	68	22	22	282	4	5	6	108	381
FEAT00187	Feature187	protein_coding	2	96	22	33	268	17	461	146	22	50	57	177	5
FEAT00188	Feature188	protein_coding	1	315	36	21	70	45	15	2	5	153	313	50	106
FEAT00189	Feature189	protein_coding	3	29	54	90	13	15	69	13	5	35	14	84	20
FEAT00190	Feature190	protein_coding	2	40	72	47	24	34	172	50	122	2	12	11	26
FEAT00191	Feature191	protein_coding	2	32	29	180	77	12	390	81	9	64	7	97	15
FEAT00192	Feature192	protein_coding	1	20	36	21	79	77	63	9	0	23	1	28	98
FEAT00193	Feature193	protein_coding	1	88	35	47	50	28	27	6	106	20	77	14	22
FEAT00194	Feature194	protein_coding	2	47	115	192	84	23	20	205	14	13	156	92	42
FEAT00195	Feature195	protein_coding	2	34	1625	104	130	47	8	3	36	35	14	4	3
FEAT00196	Feature196	protein_coding	2	38	8	212	303	3163	206	9	6	0	9	16	78
FEAT00197	Feature197	protein_coding	1	142	137	81	152	457	14	11	3	194	123	58	4
FEAT00198	Feature198	protein_coding	1	77	43	67	46	125	35	66	28	13	17	11	63
FEAT00199	Feature199	protein_coding	2	41	91	35	8	214	14	52	36	2	5	10	6
FEAT00200	Feature200	protein_coding	1	12	170	43	103	33	92	7	19	45	21	11	4
FEAT00201	Feature201	protein_coding	1	76	98	42	21	129	1945	13	32	34	1	24	7
FEAT00202	Feature202	protein_coding	1	419	42	20	44	76	28	19	3	15	59	316	54
FEAT00203	Feature203	protein_coding	2	88	316	251	619	274	51	29	26	31	27	7	1
FEAT00204	Feature204	protein_coding	1	24	4	66	61	6	158	68	23	207	276	4	86
FEAT00205	Feature205	protein_coding	2	112	108	223	22	26	19	7	17	3	5	45	18
FEAT00206	Feature206	protein_coding	2	103	4	20	28	63	27	74	19	21	20	54	10
FEAT00207	Feature207	protein_coding	2	290	115	75	64	125	250	75	34	69	24	116	19
FEAT00208	Feature208	protein_coding	3	3	392	70	12	46	17	380	40	2	43	11	294
FEAT00209	Feature209	protein_coding	2	14	3	66	37	34	3	37	209	1	104	9	538
FEAT00210	Feature210	protein_coding	1	111	46	283	126	26	163	10	2	345	12	9	32
FEAT00211	Feature211	protein_coding	2	7	9	30	29	67	290	10	40	47	4	28	5
FEAT00212	Feature212	protein_coding	3	267	114	62	9	71	21	54	17	6	73	55	9
FEAT00213	Feature213	protein_coding	3	307	40	39	72	21	32	16	171	164	14	191	19
FEAT00214	Feature214	protein_coding	1	103	208	91	1772	85	11	125	11	13	0	82	63
FEAT00215	Feature215	protein_coding	1	184	237	643	56	224	21	12	88	35	3	33	16
FEAT00216	Feature216	protein_coding	2	19	111	34	7	13	717	2	27	47	49	4	13
FEAT00217	Feature217	protein_coding	3	73	185	24	12	245	283	34	9	35	23	65	3
FEAT00218	Feature218	protein_coding	2	71	48	13	81	63	34	35	3	19	37	30	91
FEAT00219	Feature219	protein_coding	2	11	7	84	114	1172	143	6	62	6	3	775	32
FEAT00220	Feature220	protein_coding	1	164	133	762	90	331	14	3	148	158	41	28	25
FEAT00221	Feature221	protein_coding	3	23	519	152	122	102	261	41	57	4	41	429	10
FEAT00222	Feature222	protein_coding	2	50	210	230	144	6	122	4	6	43	13	62	1648
FEAT00223	Feature223	protein_coding	2	179	166	17	24	14	29	4	8	15	5	3	3
FEAT00224	Feature224	protein_coding	3	114	66	253	260	37	154	3	491	107	15	4	34
FEAT00225	Feature225	protein_coding	1	4	20	172	67	30	228	5	30	10	6	38	5
FEAT00226	Feature226	protein_coding	1	864	27	977	13	141	11	3	25	52	3	105	7
FEAT00227	Feature227	protein_coding	3	72	103	139	5	581	132	11	5	2	3	43	12
FEAT00228	Feature228	protein_coding	2	12	29	538	38	27	399	38	21	9	2	4	10
FEAT00229	Feature229	protein_coding	3	44	99	130	82	82	15	1	10	5	8	14	4
FEAT00230	Feature230	protein_coding	2	13	52	71	24	121	44	5	21	280	8	103	138
FEAT00231	Feature231	protein_coding	3	491	19	1012	71	42	44	47	22	16	121	7	5
FEAT00232	Feature232	protein_coding	3	183	161	279	13	274	118	237	3	27	14	2	7
FEAT00233	Feature233	protein_coding	2	292	31	22	203	241	240	7	19	85	8	7	64
FEAT00234	Feature234	protein_coding	3	537	12	2	8	15	50	48	16	8	25	5	19
FEAT00235	Feature235	protein_coding	3	25	2569	189	19	15	33	2	7	7	69	11	7
FEAT00236	Feature236	protein_coding	3	9	12	55	45	295	25	88	29	20	1	3	57
FEAT00237	Feature237	protein_coding	3	426	80	175	34	36	24	79	32	14	13	44	32
FEAT00238	Feature238	protein_coding	2	19	666	86	61	477	253	18	43	4	8	1	111
FEAT00239	Feature239	protein_coding	2	4	156	19	15	46	87	47	240	33	69	9	55
FEAT00240	Feature240	protein_coding	3	75	32	53	55	79	106	10	7	57	2	8	177
FEAT00241	Feature241	protein_coding	3	1	23	158	6	2289	2	150	178	72	15	33	6
FEAT00242	Feature242	protein_coding	2	187	13	41	243	13	36	25	3	103	32	2	19
FEAT00243	Feature243	protein_coding	3	20	24	67	22	233	22	79	19	67	9	10	4
FEAT00244	Feature244	protein_coding	3	135	224	1171	367	85	45	35	19	156	75	6	8
FEAT00245	Feature245	protein_coding	1	409	93	44	317	35	41	11	1	67	4	9	7
FEAT00246	Feature246	protein_coding	2	167	55	62	6	53	8	31	34	20	351	42	46
FEAT00247	Feature247	protein_coding	1	74	46	233	282	10	264	41	77	39	4	4	258
FEAT00248	Feature248	protein_coding	3	86	8	98	36	5	2	2	29	19	14	30	47
FEAT00249	Feature249	protein_coding	2	3	40	19	11	28	51	14	3	10	338	5	2
FEAT00250	Feature250	protein_coding	1	89	139	115	13	244	20	4	9	17	55	48	19
FEAT00251	Feature251	protein_coding	2	222	68	211	8	7	179	3	13	18	10	11	141
FEAT00252	Feature252	protein_coding	1	2	208	1498	62	59	167	260	4	23	15	44	25
FEAT00253	Feature253	protein_coding	2	152	33	65	24	24	49	16	4	181	17	3	94
FEAT00254	Feature254	protein_coding	3	21	123	59	86	77	27	21	346	1	22	37	5
FEAT00255	Feature255	protein_coding	2	9	1238	36	1107	128	67	39	49	105	37	25	26
FEAT00256	Feature256	protein_coding	1	400	189	15	25	96	25	12	5	14	36	81	20
FEAT00257	Feature257	protein_coding	3	1100	54	5268	245	121	30	0	16	26	296	3	290
FEAT00258	Feature258	protein_coding	1	42	166	2	73	37	157	23	4	76	53	46	82
FEAT00259	Feature259	protein_coding	3	281	58	9	9	399	163	23	11	21	21	13	8
FEAT00260	Feature260	protein_coding	3	1247	83	26	10	22	165	58	15	22	13	4	124
FEAT00261	Feature261	protein_coding	1	102	1930	21	50	207	43	3	5	23	32	18	82
FEAT00262	Feature262	protein_coding	3	242	95	63	42	130	218	22	38	13	3	5	59
FEAT00263	Feature263	protein_coding	2	113	558	65	202	384	242	9	16	24	5	39	84
FEAT00264	Feature264	protein_coding	3	31	954	40	45	43	22	36	21	206	47	43	15
FEAT00265	Feature265	protein_coding	3	8	53	18	228	58	621	56	65	28	27	50	73
FEAT00266	Feature266	protein_coding	1	22	120	2364	53	42	23	3	106	22	31	266	674
FEAT00267	Feature267	protein_coding	3	17	264	144	105	118	58	186	48	33	115	71	38
FEAT00268	Feature268	protein_coding	2	96	707	123	53	18	37	5	23	29	1	21	50
FEAT00269	Feature269	protein_coding	1	76	16	357	23	11	13	20	80	103	27	4	8
FEAT00270	Feature270	protein_coding	2	17	47	5	71	149	49	38	5	3	8	102	85
FEAT00271	Feature271	protein_coding	2	32	325	38	501	119	32	61	7	5	3	29	19
FEAT00272	Feature272	protein_coding	1	54	34	451	33	22	345	147	32	2	9	47	21
FEAT00273	Feature273	protein_coding	1	531	9	156	25	384	54	85	8	3	4	9	5
FEAT00274	Feature274	protein_coding	2	324	393	88	14	51	23	154	31	40	11	1	7
FEAT00275	Feature275	protein_coding	2	13	101	69	20	35	540	5	6	15	8	11	42
FEAT00276	Feature276	protein_coding	3	681	5	59	64	54	46	12	82	10	17	20	23
FEAT00277	Feature277	protein_coding	3	47	244	60	77	56	15	6	5	26	7	5	28
FEAT00278	Feature278	protein_coding	3	126	5	642	63	52	268	22	9	434	4	18	66
FEAT00279	Feature279	protein_coding	1	13	52	104	1739	17	56	51	22	4	36	23	37
FEAT00280	Feature280	protein_coding	2	294	249	107	93	13	50	27	11	23	6	172	409
FEAT00281	Feature281	protein_coding	3	35	106	43	353	111	67	15	24	5	52	7	42
FEAT00282	Feature282	protein_coding	2	72	279	59	252	17	141	15	26	22	75	1	32
FEAT00283	Feature283	protein_coding	2	7	326	4	15	6	598	3	24	9	2	13	51
FEAT00284	Feature284	protein_coding	1	47	225	36	61	35	97	287	33	26	8	7	156
FEAT00285	Feature285	protein_coding	3	13	17	53	33	932	2	33	54	4	8	37	197
FEAT00286	Feature286	protein_coding	2	17	7	235	509	38	3	153	15	97	19	12	11
FEAT00287	Feature287	protein_coding	3	474	449	3	16	725	36	3	20	17	18	10	13
FEAT00288	Feature288	protein_coding	2	32	96	19	40	49	375	34	17	43	35	92	41
FEAT00289	Feature289	protein_coding	1	743	396	57	34	207	124	18	3	2	33	59	62
FEAT00290	Feature290	protein_coding	1	10	257	29	104	108	20	9	1	6	2	37	22
FEAT00291	Feature291	protein_coding	2	217	99	25	98	35	141	31	5	20	22	13	70
FEAT00292	Feature292	protein_coding	1	663	36	37	3	50	33	1	30	46	7	12	5
FEAT00293	Feature293	protein_coding	3	175	7	39	925	65	116	16	4	19	35	5	32
FEAT00294	Feature294	protein_coding	2	344	269	7	15	6	270	47	54	6	4	22	23
FEAT00295	Feature295	protein_coding	1	18	74	149	83	14	3	14	25	14	11	8	55
FEAT00296	Feature296	protein_coding	2	56	72	15	25	76	15	3	13	108	26	155	17
FEAT00297	Feature297	protein_coding	3	39	9	27	449	95	168	54	20	15	24	51	38
FEAT00298	Feature298	protein_coding	1	120	75	21	42	16	246	1	15	568	12	4	20
FEAT00299	Feature299	protein_coding	1	366	48	142	69	36	4959	22	9	10	34	36	59
FEAT00300	Feature300	protein_coding	3	73	8	127	39	40	8	9	7	19	3	22	24
FEAT00301	Feature301	protein_coding	1	13	25	18	215	2	37	2	11	66	8	24	6
FEAT00302	Feature302	protein_coding	2	910	216	292	9	13	273	15	14	32	3	59	21
FEAT00303	Feature303	protein_coding	1	118	24	124	22	229	293	72	41	49	0	65	14
FEAT00304	Feature304	protein_coding	2	69	41	9	28	151	438	8	6	153	6	366	22
FEAT00305	Feature305	protein_coding	1	17	239	645	8	534	41	161	12	2	41	73	378
FEAT00306	Feature306	protein_coding	1	673	159	43	29	40	19	14	1	26	19	729	58
FEAT00307	Feature307	protein_coding	3	31	133	11	26	4	450	46	4	18	76	40	34
FEAT00308	Feature308	protein_coding	3	18	25	69	219	19	13	100	5	91	28	69	231
FEAT00309	Feature309	protein_coding	1	158	179	17	23	148	516	141	515	31	27	82	21
FEAT00310	Feature310	protein_coding	3	55	14	241	13	123	8	93	5	65	2	11	105
