feature_id	feature_name	SAMPLE_01	SAMPLE_02	SAMPLE_03	SAMPLE_04	SAMPLE_05	SAMPLE_06	SAMPLE_07	SAMPLE_08	SAMPLE_09	SAMPLE_10	SAMPLE_11	SAMPLE_12
MET0006	MET0006	4540.310859140805	98.27571584542888	434.72336325208056	208.25945181564015	1421.6652695047617	4100.891200321195	294.12939663417654	13.939609557802658	927.274015535319	927.9685209292344	53.568420549217585	320.2360213730771
MET0007	MET0007	397.6552792848747	24.5284202453248	997.6925087919601	745.1332726530073	580.713959169297	115.66352035900042	178.20066834331521	196.37842790101382	781.2631453094846	126.94531308558379	2654.9229178817945	688.837698700873
MET0008	MET0008	28.7048090143382	3490.6354837554395	523.7294786621518	216.88340850447804	488.06368371275244	44.30665677276346	543.9533796894486	20.126783159027166	120.08373693443689	2316.7010527301622	2064.0677043193164	280.1177253901224
MET0009	MET0009	128.4870563251755	1368.8370039886397	402.1057075222554	557.2192090903404	934.0179821481166	111.78377322818237	1149.2511256592109	30.56281833130548	2647.6296428754263	60.20259105841495	194.8715918718352	185.0645615975425
MET0010	MET0010	1057.6891741803634	1081.0701324696054	666.713850925623	837.9394905203837	763.6627578155391	388.25727381316864	39.056976083460604	23.83229257519969	23.95339083717732	399.63587146521405	319.03957211273826	356.14559429818604
MET0011	MET0011	561.1327831836874	315.54994402666046	121.33748147250668	64.61702111430985	39.39470097479891	1935.0183782363154	1315.1986939502226	77.60864537362602	299.5674570319308	732.653545080259	3103.745586794614	198.3687781806487
MET0012	MET0012	524.4850633964074	1794.20089889231	47.805204696449486	167.99898939760143	400.50592501510226	170.47254503809108	5935.068455467236	1246.6600389127973	537.4208285828394	126.05280579671717	1244.2195167359412	927.6850801460824
MET0013	MET0013	220.01425111158915	243.29542649173692	67.04726123328665	380.38630063319704	1240.3699232965575	1468.5147582326497	866.4385062075414	1176.679074131952	200.0647524132592	232.08475445488727	1892.1525159303103	735.8302769147623
MET0014	MET0014	154.42100827864388	782.939573136272	1182.7375490001673	1013.3137671200037	477.83975743688336	218.6754472348665	688.1724928824959	3486.0762614135247	501.4999051964069	180.65040121185578	637.707928929328	89.05655258814231
MET0015	MET0015	555.2793000645219	286.43081876171624	1381.3697542251052	473.7967359032645	1548.9225030797718	7403.190685592096	316.89647554982787	146.41388315245854	739.2071034098301	372.5900581800677	496.5193083953411	195.70576082464487
MET0016	MET0016	832.7234969193252	453.15473123457133	27.89707151816887	309.0318549586429	630.0331739696489	1809.8380767552956	201.73332902091894	152.3140255702774	1743.5124490662345	193.70235603329047	472.83668962526593	748.2237675425014
MET0017	MET0017	1041.4774979166025	418.8354255725038	103.41446909756802	1463.6392507407897	241.0350816759997	216.26060874474456	5065.581868135276	1239.8661632074052	110.35960164300629	227.0711332119982	304.7194655116334	162.57081902156472
MET0018	MET0018	37.87826952765306	1125.2272923159635	1088.864814259273	560.6921055962201	250.71301839294838	538.6664220232418	916.203048621872	112.78237145522412	273.248583445958	205.92158321236946	984.0171631979979	572.2965454684005
MET0019	MET0019	81.95721682063038	191.57326276322755	3726.358320637915	123.28747322534171	497.97510871728235	188.43475929478558	1948.2005271784415	380.770865144786	239.3854748332122	95.47455334565971	303.7321241074159	1154.8747085530124
MET0020	MET0020	951.0124008900231	79.38444016528506	2865.0898393811103	302.8774948813346	110.9664692159302	481.97517270078646	189.71463957321845	200.11992995664104	187.2287075987997	366.98748530222576	220.3984100403406	48.983036996605605
MET0021	MET0021	784.8572016264146	214.46828300432819	1811.2917634212158	796.8936841597146	881.1723094270318	513.3154700732878	2047.1125116378632	272.5908950656016	119.24641732414516	628.0191039187683	13.968674039099172	258.76781450401006
MET0022	MET0022	533.8265712915634	243.9156482021362	1945.4219118976923	975.5426746929638	470.24346520081565	248.59894102219204	1589.304205630842	175.91649900191842	243.72614530295414	1030.8218548693758	854.2023723568108	5089.863527415441
MET0023	MET0023	311.8325371002389	39.587187298854495	923.6874361402278	1937.8802639719088	332.15072203061	2813.844447719122	3703.567330293418	178.38613395408095	224.3317677947649	86.1969995867247	797.5908638852183	991.5457953400971
MET0024	MET0024	861.0535233255696	88.17064917000373	157.886323613474	68.98765648272125	55.139534356889	76.59737280677273	57.25622835070515	323.85017123700163	685.5485347086492	879.7174624558573	395.4244646127274	176.4827816537159
MET0025	MET0025	400.11951115915366	820.3407698877638	280.7429432712291	432.35414670176783	277.1681079396712	211.5547815053913	422.0175424631541	101.6573965893874	1485.452066739215	58.51873206400554	715.0675737381794	74.97204359984273
MET0026	MET0026	2616.5490761593	1183.4715252689396	148.07542757452026	231.6523507127346	100.11332591512043	375.70091510648666	671.213083686104	9501.241314104649	74.58915236888852	1870.2706157497194	196.52575697436512	567.2730501028643
MET0027	MET0027	1195.2937980508696	789.5745170911789	680.1983098067874	316.33668549474453	399.3162454822254	487.23551263142446	1773.2438582086156	65.83878836386323	219.82906652301017	86.54527877787127	122.717688051864	150.61379155731106
MET0028	MET0028	1564.8219062760656	5693.999357392078	2148.914077799389	93.44754953221677	442.56487181570196	99.35057599874837	698.9292719591299	1936.5852581911506	832.979048324997	1181.3044997180614	336.315753599706	35.51663994486
MET0029	MET0029	34.96380871685262	357.1414216662929	819.4419469592676	1933.3890299559916	262.46503619994354	442.18142355804156	552.8510829025295	1496.4461465080096	369.97509481436947	104.53325775912477	1531.9982471525911	669.6067511073636
MET0030	MET0030	646.216026531803	84.05389176441344	399.58560539904835	48.4284893809367	33.965417502848645	301.0155549980289	235.79094093652873	811.9327433110063	2384.3652935503937	386.48687541326376	3654.0826280776746	195.33703472307323
MET0031	MET0031	1032.5474332201657	84.54378341702491	471.2508031649098	273.0673422640977	311.6724485469486	833.1254402154691	39.48699646142719	465.0566219546265	148.20405595736713	465.8262475985101	654.3938162103648	255.24935453393945
MET0032	MET0032	254.8479496848469	97.44916008358703	793.0495522702829	176.06255261304682	696.7851103247215	69.63820470289328	2173.9357463439537	114.60103924178921	1676.344431806304	232.19551466677623	789.5127132711797	337.88450677418797
MET0033	MET0033	930.6910208665722	405.5336158455867	1925.8157101583126	922.1456862223273	933.1243425480612	3150.0009432038246	170.869702146378	2001.960629140733	440.3833151814492	65.3008459782548	726.4932586549496	313.72122353381343
MET0034	MET0034	3219.7070319507006	220.23603482688966	428.52560046421456	538.2185953632589	38.639341643567064	753.8392825567731	118.64490369033079	2280.880459252936	3134.1684420315473	399.18860039220897	57.32348950736353	504.4054164080144
MET0035	MET0035	501.01471001712525	978.9828518368895	280.1142150776933	93.20855330096138	338.62863799758895	129.07981673627052	3570.8538318490146	168.92182613042496	180.7735065738396	380.78999287530013	87.6639729460348	233.09628289861308
MET0036	MET0036	341.52323423325	221.07539236225432	296.066880989815	1857.9241474855235	687.7515464831198	77.79295452990335	237.78506923625156	1010.3300177200721	181.160003842837	446.04390734666407	389.31099217765905	772.8140938755797
MET0037	MET0037	323.6172541739522	339.05796334039627	140.2264449763586	627.8128535000939	128.80931074164627	3402.038906044808	393.5229371325428	306.30751600033904	1063.519976062909	363.38790113425165	449.73396779493135	378.18442322513863
MET0038	MET0038	165.32743089406276	129.8392042443329	170.70798070027146	1622.6049383745265	186.466565621189	244.9335569422506	232.21188328608386	951.2754492925175	4607.936216957139	129.45112184948886	791.7713943840042	467.17837419230165
MET0039	MET0039	277.97814574382477	750.6855806742976	84.60379246673283	1122.3529990677782	529.0908356484341	118.42966995844769	2860.033287800478	1147.7226039416844	1682.8898148391418	67.52043481271596	289.0115095625746	212.26155264674333
MET0040	MET0040	870.8249732510069	2130.562016359171	38.83584558248854	413.5915682812149	345.58325903579964	1376.340223263105	383.7812549966718	84.6031575465894	317.74319930171157	113.03663580692232	155.25539080722157	424.8519227630377
MET0041	MET0041	223.5578163361681	568.2588678256429	62.62857217845601	6965.230962964153	1896.702176309204	973.2563194196474	82.49061521467857	28.54258319170848	139.82646693799654	303.3292508339834	6236.249456136187	2004.2363761236215
MET0042	MET0042	211.71730618450886	1776.5370717239302	1810.992074375146	411.1921766875151	1795.4790965703307	604.7892999457458	180.58759887915159	95.42024305704378	346.9236827634342	1372.230896281613	76.47776180833255	55.87567148212585
MET0043	MET0043	792.0305030856379	14.384000642816062	3775.1507046543747	235.1259040098802	991.1051357634753	3950.1993409365878	68.01276273282097	111.15572234660742	6317.497237974196	284.50275332877	344.86683416269176	533.0868410140863
MET0044	MET0044	1475.2083362561477	2051.4967278085096	461.6349973238016	267.3868406438748	385.77143830194547	585.2453260116879	2011.9632230802085	476.4171692254735	3764.3814542989676	140.7555474362488	774.8472185286369	3479.2188514660807
MET0045	MET0045	1958.8881851569636	606.624066158291	136.56783435667822	168.35688304715936	332.92072396347595	590.560433634597	297.1498047658364	67.5999152677237	163.1140104919155	761.4151362655334	1124.025707107894	72.45805214258513
MET0046	MET0046	258.06199805396767	51.744891276322456	201.98154692657323	31153.620242668774	436.16419519644313	264.0798762648258	195.91635644486843	91.40986301042247	41.24411006461976	383.0881666083023	287.4226939979052	2472.076798371131
MET0047	MET0047	54.17941739120279	688.4380810340452	2092.059203055699	36.53716706814393	904.3135096505131	55.91337369460756	765.7593625000685	2466.9660341156164	401.5507769006319	573.7907039653435	172.24509173457648	575.3502918381434
MET0048	MET0048	1618.5341158829299	322.3659251839467	340.02026181348333	651.3147511707774	1107.6895644254203	54.174862989274374	434.2900705963264	174.12862377760854	742.2055519023555	1439.53793777614	591.8525189497155	1969.847500493389
MET0049	MET0049	119.64133400053787	244.44958067513207	119.82863798735585	434.11223568811664	454.1619315280097	316.54362871246644	91.18625805147092	367.47409329913273	236.03144626326443	847.9620047106031	289.95124364748375	1683.4459920446322
MET0050	MET0050	536.3970575740165	41.29465192049273	326.4813863811913	69.82236029627181	1325.8850130178932	2348.257340250539	390.8454272314042	696.0664569679035	68.46698984773072	25.537306677767468	204.31245086100208	295.2441708055264
MET0051	MET0051	63.00709186985632	451.7471952017586	593.1665074682845	890.155481278144	2708.7403520458192	1092.274438504753	257.76764739432514	459.9438404792275	845.4939232417615	111.99437846492194	2063.081086887156	1223.3091471432176
MET0052	MET0052	306.4276315467141	184.8944856779571	43246.86177100248	1136.0138862651838	1283.7018412774557	3684.0497819701977	1350.8336425064188	524.3796525633035	961.3805189130451	132.00307982744087	975.8303542604323	61.21922278581846
MET0053	MET0053	682.3525436898457	804.6449864457072	59.788149369522706	4290.332468869109	98.91909194384216	1468.3996307984519	212.56360360627045	596.8726810686042	181.52394555680604	8706.143656841647	1449.0196578995917	3774.5408188479405
MET0054	MET0054	1070.5597987698393	963.0066208281884	493.34194600253045	306.05807775067063	867.3232492833139	500.7950899661245	341.6179114144823	75.85596482163604	282.7207835948366	867.1673927682747	231.3998184061812	633.2272293423573
MET0055	MET0055	346.9529695183741	116.33847692633401	136.1791555262868	166.42117327814978	289.69005964557255	300.24682287682356	1639.237188542778	109.07717556312977	33.55277565169634	963.7688219107557	236.84500731250995	358.51951810502106
MET0056	MET0056	9556.426511759744	2515.365587463955	858.1318261446066	1332.3294445637794	482.08697786919555	1354.0296948557782	196.46980279637336	173.4615616366627	234.61716686247007	2912.6476453604746	2833.2498308331997	197.94061861648055
MET0057	MET0057	1743.4479291681223	343.33933856287473	1568.2516872408519	282.82891780778937	1357.3290521109914	365.0307774100718	294.18326038974135	407.68420777523494	509.38122885231553	205.01533180955255	77.84756291808853	3380.189067760718
MET0058	MET0058	258.7022221065172	44.81116545587696	25.69511053700301	13.308962969528	197.63638362316135	2243.498648556921	56.27763828308807	283.30833058344405	43.757002185690645	1640.0675453695585	661.0026308193752	627.4938720649782
MET0059	MET0059	2228.405556199768	3207.997814722305	1503.177212842308	206.86032798281587	82.41981787971253	116.54486369960891	48.64475763185178	3919.48486314711	334.26971810403955	495.75861139500165	538.9132035868479	5107.711586329738
MET0060	MET0060	211.29371938368055	1820.9939280466663	615.8655248181906	350.98154670249005	39.6680782276232	1317.4249198008354	169.13285730888657	240.44462262195515	560.1135653945279	476.64988414217834	1698.4822692314503	185.30013408876306
MET0061	MET0061	519.5974316245006	598.2726807968869	438.1754598894441	982.835627672788	310.06008564552536	1881.010919109285	176.68375887639948	71.76786406570595	403.6970884345989	1825.6639884347326	224.56254172643514	195.5501876469931
MET0062	MET0062	276.9491464817832	520.5808495588685	341.8651748888229	623.4062709267929	50.82125175606913	2704.496038100856	872.15724497093	146.6622147953938	2312.977581554376	740.5224019213364	2615.8841804801345	99.30919007841352
MET0063	MET0063	3297.056263610857	449.46891314507855	33.43940382232541	1076.596165977841	292.53558885186754	121.46551861421908	325.60935540512537	38.54287448992789	873.8294658796088	325.1693671672823	304.17708929499946	2438.0974564509347
MET0064	MET0064	443.5032453022585	187.643370589162	131.14863365031144	393.8236879268869	1582.7286675937396	206.9851737525827	117.74104688212401	1327.948798131948	457.0615176425057	411.50272400332244	5587.801874538701	94.74156581423313
MET0065	MET0065	543.0614916888103	47.32459471076222	292.9369706113794	877.5532111334923	1705.366314251537	88.28466036418735	1191.886149020033	1117.1452771134248	364.3378957205912	8881.948917060028	424.7206695765362	142.885843943248
MET0066	MET0066	717.9595437239989	42.50208185151485	2916.3662999832986	1438.4008552804653	258.9690046526788	906.4461493895657	823.0116166968245	4632.04710745393	198.28225357404744	86.08946799672664	34.362775952681964	294.5160207947672
MET0067	MET0067	61.073312316484355	342.2939604608023	704.0813257992697	245.62163320000408	132.00955545707643	1849.893807718593	331.26205586424516	565.1544715891968	1374.3175795283832	84.58321880838861	135.68770611848598	9284.224380632486
MET0068	MET0068	348.7405528382208	116.94657066943869	309.4469162452255	208.67772851491347	92.84905816462721	255.75212289906136	413.3949774965131	416.6345545008248	824.026757478147	49.78776610818473	66.76546464963681	1123.580315010373
MET0069	MET0069	245.19518730987494	1904.8804018062533	616.9963066815336	74.2519531450805	822.3505582480875	121.44857485636476	584.2510388986593	1934.5754901890684	5761.816795152392	389.0581604719273	1003.5031951088692	614.2406566907505
MET0070	MET0070	1125.6686466296048	18.166743593480078	262.3020173875114	606.9727512225926	756.7274450167215	167.21844611350335	1173.5943388762148	1655.3220749839447	462.2192994264555	320.35771048026743	273.02486997992474	503.2614646737098
MET0071	MET0071	1818.14091069838	2696.624891297499	237.4270292592338	134.64022780070815	159.49633164181947	1428.5245129854663	557.3885330503747	612.9629854242868	768.1514311651785	674.249715335061	364.6256430775971	117.60755117114694
MET0072	MET0072	198.05069832216904	492.7173403378823	688.0415469212079	268.9647567493226	254.20223627363774	2287.3608739540873	238.74118164091672	557.5653033702332	286.6817128609664	147.3039196763223	65.5281510643112	218.97273088234832
MET0073	MET0073	154.46420111188326	1204.0928787283333	103.26252231474466	255.33786734093906	948.7177800615374	369.2472416636884	779.4005104425081	1183.8483360418404	55.190009152784576	255.6710154477137	130.30481700337924	2223.018518110687
MET0074	MET0074	367.0743757234807	780.4196551689247	3411.545865563116	274.04896862080585	464.57055647980974	699.7986605801661	305.53759682520865	1975.9657611634652	1155.0524627870236	1447.7173764016936	449.8508902601477	278.5160978988779
MET0075	MET0075	274.38614981799265	271.1275322587696	56.724731295194005	660.6084746419748	1146.1929181737391	418.4738863495969	230.98651267041367	443.1757864808821	557.705340323976	631.7444154577383	3811.540998241348	148.76086825737312
MET0076	MET0076	660.523254702923	983.1687660053386	465.54383539243423	317.7281469240713	121.15969479845934	204.96714492263726	1001.0952392879823	2487.374234548427	190.01027037000077	751.4197777678229	796.9357118790147	1444.633945819572
MET0077	MET0077	569.5988121295752	724.9134831972831	1256.6485694535593	102.42016396888303	447.32616232857174	49.338634438638074	38.384488135957135	155.2124901346435	64.9431941221893	782.1105995462127	1412.913252010895	291.31500408545605
MET0078	MET0078	356.74348905580706	317.7597952978215	307.13598048095656	497.2337648440651	645.8587022205824	240.70079014475886	162.36724331347546	224.24117182734852	1114.0528847536364	253.20345858988168	2446.0164004631547	314.3076336575684
MET0079	MET0079	2209.236362809211	99.190259556142	181.74416871418092	751.2825244456127	761.1153159398334	348.21423632625164	4971.8729421535345	459.1404701873	597.1323417829374	211.29395041201224	3119.431944363025	1185.524428730449
MET0080	MET0080	692.9482911734701	58.14752377866713	652.3558283415045	239.29266146770374	675.8810946320009	1267.2938538524404	170.12053602977107	546.3408015459615	1214.077837720973	511.4570749498429	282.4863924572718	117.00422226773138
MET0081	MET0081	187.41382299641802	90.76617913203079	1382.5188964960473	476.1497029410156	96.92979710699359	417.11890433966863	88.54846127214967	7.98760529465067	1800.2070463199043	1721.7249415262	70.92725703649255	176.56600739300742
MET0082	MET0082	537.4870796468131	264.1515393699003	149.5635651645024	225.74475154186368	313.60260772699877	215.2688046439788	539.727542918168	316.8686869225019	167.51053140728655	430.9602547070631	56.65201300684569	2382.0569654074316
MET0083	MET0083	51.589301782200415	378.42110089992156	629.421323817996	688.3618134127374	572.054062595185	1910.8164325385178	108.02440930275156	384.4649825748525	498.25342466874156	230.0568116750817	204.5659302082135	1960.9035996965015
MET0084	MET0084	177.28800783571472	234.78986479562008	299.4464268662554	323.07485326425444	506.54071669549705	325.1928152135565	652.5538781143737	490.3093262897205	741.2871342336837	2155.80707769041	151.15844451662136	3015.1928190192984
MET0085	MET0085	242.85098602025784	924.391889788196	504.3107707262322	291.5198900928366	39.569816294491034	2870.2486883754905	167.7811252707184	161.6678924892071	1484.0153085597042	454.67286352541237	4051.8481280634746	3113.899173652685
MET0086	MET0086	970.0553928922632	561.3694572590517	1034.080618817865	85.81481485969508	509.55491807650446	495.00582100755025	236.0456587009844	562.0694717648453	72.29263357851808	1219.8497696495153	1933.05617559136	88.13571214317719
MET0087	MET0087	493.1148818836991	2629.1797438778062	683.5710394169175	120.86863059643063	127.2891837609422	1147.4362566995985	3700.2084158088605	113.25098700512949	432.9223221893902	163.85510431046038	294.63239268766034	598.1297248064657
MET0088	MET0088	393.68647966769447	182.51855411909264	5091.477218494123	342.36190971575877	332.9185754049926	1552.271770145687	419.47446318078437	324.68333805465267	1281.0823558527345	120.47948168997766	1007.9378706982204	1410.4576692448595
MET0089	MET0089	909.7464591432883	334.04534396651206	409.2978034032915	53.477939718093914	353.7780555545152	582.960702546068	1159.8809611025792	489.0652454929967	259.9298769565082	152.29786730824355	391.0877101344062	484.58872820925416
MET0090	MET0090	1740.9664865794532	417.2417274630602	227.64871184241346	363.3949104322407	232.4556434169744	312.25351732756627	29.96314850034135	62.16765365347618	99.83033961488312	717.525600423431	375.9960349683288	491.1925786689286
MET0091	MET0091	1640.5517726016756	119.58160463504977	1602.3579125882068	650.9663384209617	176.62569873352825	2414.558951478338	75.82200141566247	108.18593515193304	321.92630388707465	666.5687069233516	328.349967795484	32.694487263671164
MET0092	MET0092	289.16307512845924	372.81642871784726	8430.090974472689	2101.365023412585	476.6072428410557	112.92235769115632	617.783810558748	103.27195211512955	523.67897141234	635.8433146192402	255.96936196332484	553.369606921438
MET0093	MET0093	278.3114973192291	209.17710205249014	2537.0661369284503	819.4058895903119	285.9217722065549	165.7577167387307	507.5853504714715	805.1963183247695	1128.2103267700033	2357.764463643224	710.4601780508735	109.1916902852024
MET0094	MET0094	4553.952308216129	1625.9761924466268	1100.5614647493912	2002.763631854682	70.45455920035423	264.17945347763794	224.18500029895188	1681.3384169236238	101.52553615940393	280.46725935013455	2479.051374761434	884.2594182867279
MET0095	MET0095	260.3351631625541	3804.2535672586705	85.0857985311373	701.7210702633745	313.44193450647435	751.0052520265913	295.97724745606246	152.46665174431908	527.8239929070419	86.28211031879131	768.4619381204592	280.8841071447229
MET0096	MET0096	1221.006953648156	241.29164161998818	184.95255736671558	657.0409588288975	1764.750779180166	35.309389888979126	471.5122956879213	858.6851608909186	76.18435628904447	144.39954555640733	875.6455571156797	153.84976107891103
MET0097	MET0097	192.2910348104085	3119.30934527805	134.06240551284833	147.24480079413073	26.476416690600576	111.92869532468983	95.2995671724126	3107.200035139307	1723.3601600373256	91.52903995117921	4179.370305323398	1016.0126893309227
MET0098	MET0098	329.93414341280624	1062.6703738168235	640.8072907200565	165.17193310045548	50.955338832836254	139.17175344697748	405.46613892257983	267.59481656757725	170.04865667338473	1292.0655589604748	115.7536629498556	1170.1541520767585
MET0099	MET0099	230.48210992558114	463.85137012671856	108.27591149815444	403.5035394692338	161.45731198223123	51.68156750938489	398.08464460844596	383.28834331370405	1085.9324005025342	569.8405770141854	122.69663237399568	197.06879922703644
MET0100	MET0100	21.543320465276928	108.17380363931035	1888.7487795906343	2442.9551579756585	1003.0294676609748	581.8818456507034	815.1564316571894	723.3742869036334	52.252471031919725	144.77439465015084	1653.0407584401103	1643.5573729537496
MET0101	MET0101	540.2337501820527	281.5811821893372	257.72194916732263	213.55877612841476	135.71374436373003	41.51821671702469	484.69991592542084	237.81968010145204	315.2230096829796	3094.896085957242	818.9113920868784	176.81188088313965
MET0102	MET0102	807.8704379907892	68.32315472753137	1411.9487871116164	554.8603819315025	322.7538150584365	799.167591927228	2280.4377192544885	234.24444951352663	125.86701681900753	4981.511289460141	413.54657083039996	2388.2724593607672
MET0103	MET0103	182.11087219417934	635.8576437866329	189.69748253074545	860.6209037904594	292.3222796456665	183.22454980404066	2558.353359011809	607.0878218867593	36.449005944911654	306.6867746948727	136.42819248746605	95.38908906655416
MET0104	MET0104	202.69923801738395	229.83487317809457	421.6259607963459	157.86112663847013	44.320752282220354	214.3130830176245	1152.4437298594855	79.86685481458034	845.0529301902208	698.7584502700021	237.5899937592407	584.8815263067917
MET0105	MET0105	165.99599816756026	251.4164448835116	120.01159523881812	703.7972696120419	2067.4015487504576	180.27281660009118	1681.791937248578	31.83753450964051	140.86308414792978	121.0925435713843	3143.500651063083	199.86887557414545
MET0106	MET0106	1023.3863801028996	35.14361343175496	463.0863288296329	793.5461181858025	386.56794330650763	15.682015007683038	498.86150294857407	1063.310193166551	1954.538656530286	649.9958820770374	53.77594148998967	314.6409344235453
MET0107	MET0107	1188.2050236706484	151.93199070947205	793.1064119864849	227.90745039687963	450.879424831679	998.8374643316048	173.06004645769738	12389.672316231696	484.0717428300252	608.3638517754995	166.32066810181033	434.79544337109166
MET0108	MET0108	292.8440536392582	70.40171231465024	64.5503474229532	568.951166984894	363.27888753137717	17.290854267802242	30.908750940837116	278.8002311520785	371.5810709212108	835.8783993432191	91.38304670611372	820.2761876496942
MET0109	MET0109	279.00541641995045	219.5862342801467	340.4111368311921	1315.5797157700547	787.3983796621347	1172.3481366992935	176.79917756516096	286.95717758227215	99.99874049139561	207.6714409731775	250.70977297658388	230.73482028857632
MET0110	MET0110	949.2003529431151	671.9520076216962	1003.2455472822405	470.5294699038986	1461.2866211572925	462.40755036588524	1285.1915197948265	737.7140497093604	974.7934239482441	372.27626778970347	91.2487179656446	71.25575652717987
MET0111	MET0111	4225.352421988713	642.5263870569773	686.8722199664657	330.20730350018664	232.70140830220305	12659.06219670246	105.22614815692378	374.17266544474506	379.32435505497546	103.83609256584816	87.69966933202701	173.50424724079122
MET0112	MET0112	267.0532722800402	225.26032550238463	1070.499481820447	98.06053734703953	655.6718113738099	2350.379603580278	1177.9748989790348	102.81650455784829	11.657881709188707	1112.5341197422463	732.2164142663931	199.77866901744085
MET0113	MET0113	1875.821138684217	248.27907082753282	459.224902307588	116.07381451443123	591.644864473993	240.7314383724385	220.47856198530621	1474.1368814122288	521.8192749083228	67.04697782013179	925.0301293490971	1100.9220003880341
MET0114	MET0114	148.61818205107224	251.74770572049755	430.3407811625553	299.0900389512524	468.0933962716849	879.9894692967492	223.60269263690566	4899.780438070993	171.70018424043565	211.30289836046188	4283.890554906184	7055.027823958042
MET0115	MET0115	422.05003385340353	322.2440889204252	111.33077684667302	1589.806580277974	496.6007625129953	146.14101682965682	656.6222285285561	2089.305790341316	918.6458695490636	5708.9965296537985	1622.2025065636997	684.5037049223059
MET0116	MET0116	387.8690759176631	780.6671692876354	1738.5533880759247	1130.5617238817551	1430.523441934516	527.135309594824	1012.0451071088407	1734.16028066243	330.79105618405384	85.16991813829584	3201.749985751348	812.4037853365257
MET0117	MET0117	238.04310494903254	534.2795719822053	299.9311979387165	52.140509518901624	323.66007486589154	73.05802410495797	514.5696384032029	353.8531596607295	1572.3274010186574	349.30730457703675	631.9721568847781	281.89029427804115
MET0118	MET0118	255.7545104213064	75.42377943629249	1324.1596432039714	495.15286871440674	200.45925655419322	518.0417034974073	245.2987382522463	169.19198634192324	544.1615918509582	1733.8124916502761	291.95928646708893	72.99436115685646
MET0119	MET0119	192.9445737945809	3487.1420837866526	152.41803056804045	1678.321452715347	302.8482156440758	980.6589910913451	355.1690173807062	60.77554138166764	246.11232479987862	5087.3702117928515	344.4506025852643	794.5545074012908
MET0120	MET0120	269.4922477508729	344.4230354214486	593.9899295941397	712.6833934593544	5788.926988175725	396.2140893860926	325.26789673415806	182.4217037211339	83.54902727077075	58.536745013668906	895.2744716698905	43.28021604469495
MET0121	MET0121	2183.9692042528077	1132.6786396902194	283.6792835417566	101.21058419347524	418.310900921186	415.2380452655498	1564.144837962712	166.11617521131132	257.1606717412865	379.8612176733417	290.19929528627245	191.3807857316678
MET0122	MET0122	51.725645484917656	56.602555528045755	179.98498213929605	309.25600796025094	1342.3230160196288	6469.116463522023	3167.353550788817	650.7257714498027	3857.718208517658	352.3938074143103	215.2848612098741	6502.152441693571
