paper_id,journal,journal_family,figure_number,panel,plot_family,spines,tick_direction,grid,background,error_bar_style,points_overlaid,marker_fill,marker_size_class,line_weight_class,axis_line_weight_class,legend_position,legend_frame,legend_entries,n_categorical_colours,palette_class,sequential_cmap_class,colourbar_position,panel_label_case,panel_label_weight,panel_label_size_class,font_class,axis_label_weight,title_present,significance_style,brackets,n_stated_in_panel,tick_label_density,x_tick_rotation,panel_aspect_class,confidence,notes,image_path,reviewer
PMC13518231,Nature,nature,1,b,line,box,UNKNOWN,none,white,none,no,na,na,heavy,hairline,inside,no,2,2,greys,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,tall,medium,twin x axes (bottom and top) so the frame reads as a box; inverted depth y axis; black curve clearly heavier than the grey one,PRIVATE_REFERENCE_ONLY/corpus/PMC13518231/figures/Fig1.webp,nature_2
PMC13518231,Nature,nature,2,a,histogram_density,LB,UNKNOWN,none,white,none,no,na,na,regular,regular,none,na,na,1,muted,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,high,unfilled step histogram; solid red and dotted black vertical reference lines; in-panel text labels instead of a legend,PRIVATE_REFERENCE_ONLY/corpus/PMC13518231/figures/Fig2.webp,nature_2
PMC13518231,Nature,nature,2,b,histogram_density,LB,UNKNOWN,none,white,none,no,na,na,regular,regular,none,na,na,1,muted,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,high,unfilled step histogram; solid red and dotted black vertical reference lines; in-panel text labels instead of a legend,PRIVATE_REFERENCE_ONLY/corpus/PMC13518231/figures/Fig2.webp,nature_2
PMC13518231,Nature,nature,2,c,histogram_density,LB,UNKNOWN,none,white,none,no,na,na,regular,regular,none,na,na,1,muted,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,high,unfilled step histogram; solid red and dotted black vertical reference lines; in-panel text labels instead of a legend,PRIVATE_REFERENCE_ONLY/corpus/PMC13518231/figures/Fig2.webp,nature_2
PMC13518231,Nature,nature,2,d,other_quant,none,none,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,blue_white_red,right,lower,bold,larger,sans,regular,no,none,no,no,sparse,na,wide,low,"global map with colour overlay and no axes; two colourbars, discrete diverging blue-red on the right and a continuous rainbow topography bar on the left",PRIVATE_REFERENCE_ONLY/corpus/PMC13518231/figures/Fig2.webp,nature_2
PMC13518231,Nature,nature,3,p1,line_band,LB,UNKNOWN,none,white,band,no,na,na,regular,regular,outside_top,no,3,3,mixed,na,na,none,UNKNOWN,UNKNOWN,sans,regular,no,none,no,no,normal,0,wide,medium,single unlettered panel recorded as p1; legend above the axes in two columns; thin labelled contour lines plus two shaded bands; faint horizontal zero reference line,PRIVATE_REFERENCE_ONLY/corpus/PMC13518231/figures/Fig3.webp,nature_2
PMC13518241,Nature,nature,1,a,line,LB,UNKNOWN,none,white,none,na,na,na,regular,regular,inside,no,5,5,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,high,grey shaded vertical span marks a period; dashed grey zero reference line; one series drawn dashed,PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig1.webp,nature_2
PMC13518241,Nature,nature,1,b,line,LB,UNKNOWN,none,white,none,na,na,na,regular,regular,inside,no,5,5,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,high,grey shaded vertical span marks a period; dashed grey zero reference line; one series drawn dashed,PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig1.webp,nature_2
PMC13518241,Nature,nature,1,c,other_quant,none,none,none,white,none,na,na,na,na,regular,none,na,na,0,diverging,other,right,lower,bold,larger,sans,regular,no,none,no,no,sparse,na,square,medium,"polar map, no cartesian axes; discrete brown-white-teal diverging colourbar with arrow ends at right",PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig1.webp,nature_2
PMC13518241,Nature,nature,1,d,other_quant,none,none,none,white,none,na,na,na,na,regular,none,na,na,0,diverging,other,right,lower,bold,larger,sans,regular,no,none,no,no,sparse,na,square,medium,"polar map, no cartesian axes; discrete brown-white-teal diverging colourbar with arrow ends at right",PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig1.webp,nature_2
PMC13518241,Nature,nature,1,e,other_quant,none,none,none,white,none,na,na,na,na,regular,none,na,na,0,diverging,other,right,lower,bold,larger,sans,regular,no,none,no,no,sparse,na,square,medium,polar map with overlaid contour lines and wind vectors plus a vector scale key; discrete diverging colourbar at right,PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig1.webp,nature_2
PMC13518241,Nature,nature,1,f,bar,box,UNKNOWN,none,white,none,na,open,small,na,regular,none,na,na,3,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,high,thin red/light-blue spike bars plus a black line with open circle markers on a secondary right y axis,PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig1.webp,nature_2
PMC13518241,Nature,nature,1,g,bar,box,UNKNOWN,none,white,none,na,na,na,na,regular,none,na,na,2,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,high,"thin spike bars, red above zero and light blue below; grey shaded vertical span",PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig1.webp,nature_2
PMC13518241,Nature,nature,1,h,bar,box,UNKNOWN,none,white,none,na,na,na,na,regular,none,na,na,2,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,high,"thin spike bars, red above zero and light blue below; grey shaded vertical span",PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig1.webp,nature_2
PMC13518241,Nature,nature,2,a,other_quant,none,none,none,white,none,na,na,na,na,regular,none,na,na,0,diverging,blue_white_red,right,lower,bold,larger,sans,regular,no,none,no,no,sparse,na,wide,medium,global map with wind vectors and a vector scale key; discrete red-white-blue colourbar at right,PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig2.webp,nature_2
PMC13518241,Nature,nature,2,b,other_quant,none,none,none,white,none,na,na,na,na,regular,none,na,na,0,diverging,other,right,lower,bold,larger,sans,regular,no,none,no,no,sparse,na,square,medium,"polar map, no cartesian axes; discrete brown-white-teal diverging colourbar with arrow ends at right",PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig2.webp,nature_2
PMC13518241,Nature,nature,2,c,bar,box,UNKNOWN,none,white,none,na,na,na,na,regular,none,na,na,2,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,high,"thin spike bars, red above zero and light blue below; grey shaded vertical span",PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig2.webp,nature_2
PMC13518241,Nature,nature,2,d,bar,box,UNKNOWN,none,white,none,na,na,na,na,regular,inside,no,2,4,saturated,na,na,lower,bold,larger,sans,regular,no,p_values,no,no,normal,0,wide,high,spike bars plus two overlaid smoothed lines; correlation and P value printed as text inside the panel,PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig2.webp,nature_2
PMC13518241,Nature,nature,2,e,line,box,UNKNOWN,none,white,none,na,na,na,regular,regular,inside,no,2,2,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,wide,high,"two lines on twin y axes; legend inside top left, no frame; grey shaded vertical span; dashed zero line",PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig2.webp,nature_2
PMC13518241,Nature,nature,3,a,other_quant,none,none,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,blue_white_red,bottom,lower,bold,larger,sans,regular,no,none,no,no,sparse,na,wide,medium,"map panel, coordinate labels only; stippling for significance; discrete horizontal colourbar below the map; vectors with a scale key",PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig3.webp,nature_2
PMC13518241,Nature,nature,3,b,other_quant,none,none,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,blue_white_red,bottom,lower,bold,larger,sans,regular,no,none,no,no,sparse,na,wide,medium,map panel; discrete horizontal colourbar below,PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig3.webp,nature_2
PMC13518241,Nature,nature,3,c,other_quant,none,none,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,other,bottom,lower,bold,larger,sans,regular,no,none,no,no,sparse,na,square,medium,polar map; discrete brown-white-teal colourbar below,PRIVATE_REFERENCE_ONLY/corpus/PMC13518241/figures/Fig3.webp,nature_2
PMC13518244,Nature,nature,1,g,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,below,no,4,4,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,tall,medium,"panels a-f are structures/renderings. Stacked offset traces with an unlabelled arbitrary-units y axis; legend in two columns below the panel, line-sample keys",PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig1.webp,nature_2
PMC13518244,Nature,nature,1,h,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,none,na,na,4,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,tall,medium,stacked spectra with in-panel text annotations and small arrow markers; arbitrary-units y axis without tick labels,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig1.webp,nature_2
PMC13518244,Nature,nature,1,i,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,below,no,9,9,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,tall,medium,nine offset traces coloured along an ordered rainbow-like sequence; legend in two columns below,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig1.webp,nature_2
PMC13518244,Nature,nature,1,j,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,none,na,na,9,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,tall,medium,stacked spectra with in-panel text annotations and coloured arrow markers,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig1.webp,nature_2
PMC13518244,Nature,nature,2,a,heatmap,box,UNKNOWN,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,sequential,other,none,lower,bold,larger,sans,regular,no,none,no,no,normal,0,square,medium,dark purple to orange-yellow perceptually-uniform map (magma/inferno-like); no colourbar; twin y axes and a secondary top axis label; white in-panel text labels,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig2.webp,nature_2
PMC13518244,Nature,nature,2,b,scatter,box,UNKNOWN,none,white,none,na,filled,small,na,UNKNOWN,inside,no,4,4,mixed,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,square,medium,dense small filled circles; two of the four series drawn in pale tints of the same two hues; twin y axes,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig2.webp,nature_2
PMC13518244,Nature,nature,2,c,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,none,na,na,12,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,tall,medium,stacked offset traces coloured along an ordered rainbow-like sequence; shares the key printed to the right of the neighbouring panel,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig2.webp,nature_2
PMC13518244,Nature,nature,2,d,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,outside_right,no,12,12,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,tall,medium,stacked FFT spectra; key of 12 line samples printed outside to the right; y axis in arbitrary units without tick labels,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig2.webp,nature_2
PMC13518244,Nature,nature,2,e,heatmap,box,UNKNOWN,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,sequential,other,none,lower,bold,larger,sans,regular,no,none,no,no,normal,0,square,medium,dark purple to orange-yellow perceptually-uniform map (magma/inferno-like); no colourbar; twin y axes and a secondary top axis label; white in-panel text labels,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig2.webp,nature_2
PMC13518244,Nature,nature,2,f,scatter,box,UNKNOWN,none,white,none,na,filled,small,na,UNKNOWN,inside,no,4,4,mixed,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,square,medium,dense small filled circles; two of the four series drawn in pale tints of the same two hues; twin y axes,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig2.webp,nature_2
PMC13518244,Nature,nature,2,g,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,none,na,na,12,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,tall,medium,stacked offset traces coloured along an ordered rainbow-like sequence; shares the key printed to the right of the neighbouring panel,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig2.webp,nature_2
PMC13518244,Nature,nature,2,h,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,outside_right,no,12,12,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,tall,medium,more panels not reviewed,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig2.webp,nature_2
PMC13518244,Nature,nature,3,a,heatmap,box,UNKNOWN,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,sequential,other,none,lower,bold,larger,sans,regular,no,none,no,no,normal,0,square,medium,"magma/inferno-like sequential map, no colourbar; white arrows and in-panel text labels; twin y axes",PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig3.webp,nature_2
PMC13518244,Nature,nature,3,b,scatter,box,UNKNOWN,none,white,none,na,filled,small,na,UNKNOWN,inside,no,2,2,mixed,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,square,medium,two series of small filled circles; legend inside top left without a frame; twin y axes; x tick labels are coordinate pairs,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig3.webp,nature_2
PMC13518244,Nature,nature,3,c,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,below,no,12,12,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,tall,medium,stacked offset traces; shared key set below the panels in four columns,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig3.webp,nature_2
PMC13518244,Nature,nature,3,d,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,none,na,na,12,saturated,na,na,lower,bold,larger,sans,regular,no,none,no,no,normal,0,tall,medium,stacked FFT spectra sharing the key below panel c; arbitrary-units y axis without tick labels,PRIVATE_REFERENCE_ONLY/corpus/PMC13518244/figures/Fig3.webp,nature_2
PMC13538068,Nature,nature,1,c,heatmap,box,UNKNOWN,none,other,na,na,na,na,na,UNKNOWN,none,na,na,0,sequential,yellow_red,none,lower,bold,larger,sans,regular,no,na,na,no,normal,0,tall,medium,"panels a,b,d,e are schematics/simulated images, not counted; Fig 2 and Fig 4 images are ~200 px GIF thumbnails, not reviewable",PRIVATE_REFERENCE_ONLY/corpus/PMC13538068/figures/Fig1.webp,nature_2
PMC13538068,Nature,nature,3,c,heatmap,box,UNKNOWN,major,other,na,na,na,na,na,UNKNOWN,na,na,na,0,sequential,yellow_red,right,lower,bold,larger,sans,regular,yes,na,na,no,normal,0,square,medium,dashed white major grid over dark heat field,PRIVATE_REFERENCE_ONLY/corpus/PMC13538068/figures/Fig3.webp,nature_2
PMC13538068,Nature,nature,3,d,heatmap,box,UNKNOWN,major,other,na,na,na,na,na,UNKNOWN,na,na,na,0,sequential,yellow_red,right,lower,bold,larger,sans,regular,yes,na,na,no,normal,0,square,medium,"letter d covers three side-by-side heatmaps, one row recorded for the letter",PRIVATE_REFERENCE_ONLY/corpus/PMC13538068/figures/Fig3.webp,nature_2
PMC13538068,Nature,nature,3,i,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,inside,no,3,3,saturated,na,na,lower,bold,larger,sans,regular,no,na,na,no,normal,0,wide,medium,"log y axis; panels e-h are simulated diffraction images, not counted",PRIVATE_REFERENCE_ONLY/corpus/PMC13538068/figures/Fig3.webp,nature_2
PMC13538068,Nature,nature,3,j,line,LB,UNKNOWN,none,white,none,no,na,na,UNKNOWN,UNKNOWN,inside,no,3,3,saturated,na,na,lower,bold,larger,sans,regular,no,na,na,no,normal,0,wide,medium,log y axis,PRIVATE_REFERENCE_ONLY/corpus/PMC13538068/figures/Fig3.webp,nature_2
PMC13538145,Nature,nature,2,b,line,box,UNKNOWN,none,white,bars,na,filled,large,UNKNOWN,UNKNOWN,inside,no,na,1,muted,na,na,lower,bold,larger,sans,regular,no,na,na,no,sparse,0,tall,high,"letter b covers five vertically stacked subpanels sharing one x axis, one row recorded; vertical dashed reference lines are guides not a grid; Fig 1, Fig 4 and Fig 6 images are ~200 px GIF thumbnails, not reviewable",PRIVATE_REFERENCE_ONLY/corpus/PMC13538145/figures/Fig2.webp,nature_2
PMC13538145,Nature,nature,2,c,scatter,box,UNKNOWN,none,white,bars,na,filled,medium,UNKNOWN,UNKNOWN,none,na,na,5,mixed,na,na,lower,bold,larger,sans,regular,no,na,na,no,sparse,0,tall,medium,greyscale point series plus pale pink theory lines; small inset strip below shares the letter,PRIVATE_REFERENCE_ONLY/corpus/PMC13538145/figures/Fig2.webp,nature_2
PMC13538145,Nature,nature,3,a,dot_strip,LB,UNKNOWN,none,white,none,na,filled,large,na,UNKNOWN,none,na,na,1,saturated,na,na,lower,bold,larger,sans,regular,no,na,na,no,sparse,0,wide,medium,letter a also covers a schematic strip above the plot; only the plot described,PRIVATE_REFERENCE_ONLY/corpus/PMC13538145/figures/Fig3.webp,nature_2
PMC13538145,Nature,nature,3,b,line,box,UNKNOWN,none,white,bars,na,filled,large,UNKNOWN,UNKNOWN,inside,no,na,2,mixed,na,na,lower,bold,larger,sans,regular,no,na,na,yes,normal,0,wide,high,"letter b covers two stacked spectra plus a reference strip, one row recorded; dashed vertical guides",PRIVATE_REFERENCE_ONLY/corpus/PMC13538145/figures/Fig3.webp,nature_2
PMC13538145,Nature,nature,3,c,heatmap,box,UNKNOWN,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,sequential,other,right,lower,bold,larger,sans,regular,yes,na,na,no,sparse,0,tall,medium,white-to-blue sequential map; column headers Even/Odd act as titles,PRIVATE_REFERENCE_ONLY/corpus/PMC13538145/figures/Fig3.webp,nature_2
PMC13538145,Nature,nature,5,b,scatter,LB,UNKNOWN,none,white,bars,na,filled,large,na,UNKNOWN,inside,no,2,2,saturated,na,na,lower,bold,larger,sans,regular,no,na,na,no,sparse,0,square,medium,only two x positions plotted; markers have contrasting outline colour,PRIVATE_REFERENCE_ONLY/corpus/PMC13538145/figures/Fig5.webp,nature_2
PMC13538145,Nature,nature,5,c,line,LB,UNKNOWN,none,white,bars,na,filled,large,UNKNOWN,UNKNOWN,inside,no,na,1,muted,na,na,lower,bold,larger,sans,regular,no,na,na,no,normal,0,wide,high,"letter c covers two side-by-side spectra, one row recorded",PRIVATE_REFERENCE_ONLY/corpus/PMC13538145/figures/Fig5.webp,nature_2
PMC13538145,Nature,nature,5,d,line_band,LB,UNKNOWN,major,white,band,yes,filled,large,UNKNOWN,UNKNOWN,none,na,na,1,muted,na,na,lower,bold,larger,sans,regular,no,na,na,no,sparse,0,wide,high,grey shaded uncertainty band plus points with vertical error bars; light horizontal reference lines at labelled y values read as a major grid; three boxed inset schematics overlaid,PRIVATE_REFERENCE_ONLY/corpus/PMC13538145/figures/Fig5.webp,nature_2
