paper_id,authors,year,journal,journal_family,DOI,article_type,figure_number,panel,plot_family,local_source,license,usable_for_measurement,notes
PMC12283384,Milotay G et al.,2025,Nature Medicine,Nature-family,10.1038/s41591-025-03647-1,research-article,Fig. 3,d,forest,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/audits/v2_candidate_panel_search.csv,CC BY 4.0 (recorded in local metadata/candidate CSV; no local XML),no,Shortlist-reserve forest (11 organ-specific ORs); no image of Fig. 3 stored.
PMC12475165,Donahue DA et al.,2025,Nature Communications,Nature-family,10.1038/s41467-025-63392-4,research-article,Fig. 3,c,scatter/regression,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/reference_panels/PRIVATE_REFERENCE_ONLY/Panel_A/published_figure_full.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/reference_panels/PRIVATE_REFERENCE_ONLY/Panel_A/published_reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_task2/manuscriptv3/_archive/Figure2_natcommun_six_2026-09-08/reference_panels/Panel_A/published_figure_full.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/source_data_trace/Panel_A/metadata/PMC12475165_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/source_data_trace/Panel_A/raw/41467_2025_63392_MOESM14_ESM.xlsx,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",yes,"Superseded Figure 2a (Nat Commun six, 2026-09-04). Small-n regression with R2/p annotation."
PMC12350745,Patel N et al.,2025,Nature Communications,Nature-family,10.1038/s41467-025-62517-z,research-article,Fig. 7,D,box/violin,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/reference_panels/PRIVATE_REFERENCE_ONLY/Panel_B/published_figure_full.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/reference_panels/PRIVATE_REFERENCE_ONLY/Panel_B/published_reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_task2/manuscriptv3/_archive/Figure2_natcommun_six_2026-09-08/reference_panels/Panel_B/published_figure_full.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/source_data_trace/Panel_B/metadata/PMC12350745_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/source_data_trace/Panel_B/raw/41467_2025_62517_MOESM9_ESM.xlsx,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",yes,"Superseded Figure 2b. Violin + points, two groups - the only box/violin panel with a stored publisher image in the manuscript corpus."
PMC10646113,Dudek M et al.,2023,Nature Communications,Nature-family,10.1038/s41467-023-42056-1,research-article,Fig. 4,d,volcano/MA,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/reference_panels/PRIVATE_REFERENCE_ONLY/Panel_C/published_figure_full.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/reference_panels/PRIVATE_REFERENCE_ONLY/Panel_C/published_reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_task2/manuscriptv3/_archive/Figure2_natcommun_six_2026-09-08/reference_panels/Panel_C/published_figure_full.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/source_data_trace/Panel_C/metadata/PMC10646113_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/source_data_trace/Panel_C/raw/41467_2023_42056_MOESM4_ESM.xlsx,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",yes,Superseded Figure 2c. Volcano with published thresholds; Fig. 4f of the same article is a second volcano (noted in candidate CSV).
PMC11143299,Lu J et al.,2024,Nature Communications,Nature-family,10.1038/s41467-024-49013-6,research-article,Fig. 2,(single-panel figure),survival,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/reference_panels/PRIVATE_REFERENCE_ONLY/Panel_E/published_figure_full.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/reference_panels/PRIVATE_REFERENCE_ONLY/Panel_E/published_reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_task2/manuscriptv3/_archive/Figure2_natcommun_six_2026-09-08/reference_panels/Panel_E/published_figure_full.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/source_data_trace/Panel_E/metadata/PMC11143299_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/source_data_trace/Panel_E/raw/41467_2024_49013_MOESM4_ESM.xlsx,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",yes,Superseded Figure 2e. RCT Kaplan-Meier with 95% CI bands and risk table.
PMC10275881,Zhou Y et al.,2023,Nature Communications,Nature-family,10.1038/s41467-023-39035-x,research-article,Fig. 5,b,line/time-course,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/reference_panels/PRIVATE_REFERENCE_ONLY/Panel_F/published_figure_full.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/reference_panels/PRIVATE_REFERENCE_ONLY/Panel_F/published_reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_task2/manuscriptv3/_archive/Figure2_natcommun_six_2026-09-08/reference_panels/Panel_F/published_figure_full.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/source_data_trace/Panel_F/metadata/PMC10275881_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure2/_superseded_2026-09-04/source_data_trace/Panel_F/raw/41467_2023_39035_MOESM3_ESM.xlsx,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",yes,"Superseded Figure 2f. Tumour-growth curves, mean +- SD, four arms."
PMC12638258,You J et al.,2025,Nature Metabolism,Nature-family,10.1038/s42255-025-01371-1,research-article,Fig. 5,a,heatmap,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_task2/manuscriptv3/_archive/Figure2_panelD_natmetab_you_2026-09-08/reference_panels/Panel_D/published_figure_full.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_task2/manuscriptv3/_archive/Figure2_panelD_natmetab_you_2026-09-08/reference_panels/Panel_D/published_reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_task2/manuscriptv3/_archive/Figure2_panelD_natmetab_you_2026-09-08/data/Panel_D/metadata/PMC12638258_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_task2/manuscriptv3/_archive/Figure2_panelD_natmetab_you_2026-09-08/data/Panel_D/raw/42255_2025_1371_MOESM7_ESM.xlsx,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",yes,"Reserve panel dropped from Figure 2 on 2026-09-08 at author request; images, XML and workbook all retained. Only Nature Metabolism exemplar."
PMC11802457,Wu Y et al.,2025,Nature Neuroscience,Nature-family,10.1038/s41593-024-01848-4,research-article,Fig. 4,h,bar,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_statistics/PMC11802457_NatNeurosci2025_DG_microglia/metadata/PMC11802457_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure3/data/published_statistics/PMC11802457_NatNeurosci2025_DG_microglia/metadata/PMC11802457_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_statistics/PMC11802457_NatNeurosci2025_DG_microglia/raw/41593_2024_1848_MOESM11_ESM.xlsx; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/Manuscript_reorganization_091026/06_Source_Data/Figure3_published_data_trace.csv,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",no,"Figure 3c/6c reference (Welch t, n=6/6/7). source_figure_reference.md: 'figure image not retrievable programmatically' - no image anywhere. Fig. 4i is a second bar/dot analysis in the candidate CSV."
PMC10667107,Wilton DK et al.,2023,Nature Medicine,Nature-family,10.1038/s41591-023-02566-3,research-article,Fig. 6,a,bar,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_statistics/PMC10667107_NatMed2023_HD_CSF_C3/metadata/PMC10667107_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/04_figure_evidence/Figure3/data/published_statistics/PMC10667107_NatMed2023_HD_CSF_C3/metadata/PMC10667107_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_statistics/PMC10667107_NatMed2023_HD_CSF_C3/raw/41591_2023_2566_MOESM11_ESM.xlsx; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/Manuscript_reorganization_091026/06_Source_Data/Figure3_published_data_trace.csv,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",no,"Figure 3d/6d reference (Kruskal-Wallis + Dunn, n=13/18/32). No figure image stored."
PMC10667107,Wilton DK et al.,2023,Nature Medicine,Nature-family,10.1038/s41591-023-02566-3,research-article,Fig. 6,c; d,scatter/regression,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/audit/published_statistics_candidate_search.csv; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/audit/candidate_evidence/D1_PMC10667107.md,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",no,"Spearman correlation sub-panels of the same figure, recorded in the candidate list but not recreated; no image."
PMC12652319,Lucero K et al.,2025,Science Advances,Science-family,10.1126/sciadv.ady5507,research-article,Fig. 4,A,volcano/MA,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_DE/PMC12652319_SciAdv2025_CTCF/metadata/PMC12652319_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/06_references/source_papers/PMC12652319_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_DE/PMC12652319_SciAdv2025_CTCF/raw/ady5507_table_s4.xlsx,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",no,Figure 3e/6e reference (volcano of published DESeq2). Only Science-family article in the used set and it has NO image - Supplementary Fig. 3 uses a citation placeholder for it. fig. S8A is a second volcano.
PMC11233636,Till JE et al.,2024,Nature Communications,Nature-family,10.1038/s41467-024-49915-5,research-article,Fig. 2,A,survival,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/PRIVATE_REFERENCE_ONLY/Figure3_published_panels/PMC11233636_NatCommun2024_ctKRAS__published_reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/reference_panels/published_survival_or_effect/PMC11233636_NatCommun2024_ctKRAS/published_reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_survival_or_effect/PMC11233636_NatCommun2024_ctKRAS/metadata/PMC11233636_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_survival_or_effect/PMC11233636_NatCommun2024_ctKRAS/raw/41467_2024_49915_MOESM4_ESM.xlsx,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",yes,"Figure 3f/6f reference. Stored PNG is the WHOLE published Fig. 2 (panels A-D, all KM) at 57 kB - four survival panels measurable from one image."
PMC12125367,Schwaemmle H et al.,2025,Nature Communications,Nature-family,10.1038/s41467-025-60424-x,research-article,Fig. 5,d,volcano/MA,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/PRIVATE_REFERENCE_ONLY/Figure3_published_panels/PMC12125367_NatCommun2025_SWI-SNF__published_reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/reference_panels/published_DE/PMC12125367_NatCommun2025_SWI-SNF/published_reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_DE/PMC12125367_NatCommun2025_SWI-SNF/metadata/PMC12125367_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_DE/PMC12125367_NatCommun2025_SWI-SNF/raw/41467_2025_60424_MOESM6_ESM.xlsx,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",yes,Retired from the main figure at v3; now Supplementary Fig. 3.2e. Stored PNG is the whole published Fig. 5 (474 kB) so both 5d and 5e are measurable.
PMC12125367,Schwaemmle H et al.,2025,Nature Communications,Nature-family,10.1038/s41467-025-60424-x,research-article,Fig. 5,e,volcano/MA,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/PRIVATE_REFERENCE_ONLY/Figure3_published_panels/PMC12125367_NatCommun2025_SWI-SNF__published_reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_DE/PMC12125367_NatCommun2025_SWI-SNF/processed/m6Aseq_KO_vs_NT_DESeq2.csv,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",yes,MA plot in the same stored Fig. 5 image.
PMC11879047,English L et al.,2025,Nucleic Acids Research,other,10.1093/nar/gkae1223,research-article,Fig. 3,A (2 h / 6 h / 24 h),volcano/MA,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_DE/PMC11879047_NAR2025_HDAC1/metadata/PMC11879047_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/MakeMyFigure_manuscript_final/06_references/source_papers/PMC11879047_fullTextXML.xml; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure3/manuscriptv3/Figure3/data/published_DE/PMC11879047_NAR2025_HDAC1/raw/Table S3 .xlsx,"CC BY 4.0 (creativecommons.org/licenses/by/4.0/, from article full-text XML <license>)",no,Only Nucleic Acids Research / non-Nature-non-Cell article with a local XML; used for DE count reconciliation only. No image (source_figure_reference.md: 'no image URL').
PMC12527911,Boada-Romero E et al.,2025,Nature Cell Biology,Nature-family,10.1038/s41556-025-01749-z,research-article (no local XML),n/a,n/a,other,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/r_validation/source_publication_audit.md; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/r_validation/benchmark_manifest.json,"CC BY-NC-ND 4.0 (Crossref license URL, recorded in local audit)",no,Data-only reference (GEO GSE299655 counts). Audit states no figure/text/supplementary artefact is reproduced. Excluded from any figure reuse by licence.
no PMCID recorded,"Gorman KB, Williams TD, Fraser WR",2014,PLoS ONE,other,10.1371/journal.pone.0090081,unknown (no local XML),Fig 3 (pone.0090081.g003),whole figure,scatter/regression,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/gorman2014_penguins/reference_figures/gorman2014_penguins/reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/gorman2014_penguins/reference_figures/gorman2014_penguins/crop_metadata.json; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/gorman2014_penguins/reference_figures/gorman2014_penguins/license.txt; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/gorman2014_penguins/source/paper_metadata.json; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/gorman2014_penguins/source/figure_targets.md; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/gorman2014_penguins/raw_data/penguins_raw.csv; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/side_by_side/gorman2014_penguins.png ; mirrored byte-identically at /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure4/benchmarks/ten_publication_recreation and /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure5/benchmarks/ten_publication_recreation,CC BY 4.0 (license.txt: 'CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)'; no local XML); data CC0 1.0 (palmerpenguins),yes,"Full uncropped published figure (296 kB PNG). Same data feeds Figure 4a/4c-A and Figure 5a-d,f. Local license_notes.md wrongly claims no figure image is stored."
no PMCID recorded,"Thommen A, Werner S, Frank O, Philipp J, et al.",2019,eLife,other,10.7554/eLife.38187,unknown (no local XML),Figure 1,B,scatter/regression,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/thommen2019_planaria/reference_figures/thommen2019_planaria/reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/thommen2019_planaria/reference_figures/thommen2019_planaria/crop_metadata.json; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/thommen2019_planaria/reference_figures/thommen2019_planaria/license.txt; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/thommen2019_planaria/source/paper_metadata.json; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/thommen2019_planaria/source/figure_targets.md; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/thommen2019_planaria/raw_data/elife-38187-fig1-data1.csv; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/side_by_side/thommen2019_planaria.png ; mirrored byte-identically at /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure4/benchmarks/ten_publication_recreation and /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure5/benchmarks/ten_publication_recreation,CC BY 4.0 (license.txt: 'CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)'; no local XML) (verified against eLife API copyright.license = CC-BY-4.0),yes,Log-log allometry panel crop (box fractions 0/0.335/0.455/0.625).
no PMCID recorded,"Guo W, Zhu L, Zhu R, Chen Q, et al.",2019,eLife,other,10.7554/eLife.44310,unknown (no local XML),Figure 2,A,other,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_roc/reference_figures/guo2019_melanoma_roc/reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_roc/reference_figures/guo2019_melanoma_roc/crop_metadata.json; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_roc/reference_figures/guo2019_melanoma_roc/license.txt; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_roc/source/paper_metadata.json; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_roc/source/figure_targets.md; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_roc/raw_data/elife-44310-fig2-data1-training.csv ; mirrored byte-identically at /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure4/benchmarks/ten_publication_recreation and /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure5/benchmarks/ten_publication_recreation,CC BY 4.0 (license.txt: 'CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)'; no local XML),yes,"ROC curve (diagnostic-curve family, not in the requested taxonomy). Top-left quadrant crop of a 4-panel figure."
no PMCID recorded,"Guo W, Zhu L, Zhu R, Chen Q, et al.",2019,eLife,other,10.7554/eLife.44310,unknown (no local XML),Figure 2,C,survival,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_methylation/reference_figures/guo2019_melanoma_methylation/reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_methylation/reference_figures/guo2019_melanoma_methylation/crop_metadata.json; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_methylation/reference_figures/guo2019_melanoma_methylation/license.txt; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_methylation/source/paper_metadata.json; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_methylation/source/figure_targets.md; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/guo2019_melanoma_methylation/raw_data/elife-44310-fig2-data3.csv; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/side_by_side/guo2019_melanoma_methylation.png ; mirrored byte-identically at /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure4/benchmarks/ten_publication_recreation and /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure5/benchmarks/ten_publication_recreation,CC BY 4.0 (license.txt: 'CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)'; no local XML),yes,"KM with censoring ticks, GEO GSE51547 n=47. Also the data source for Figure 4c-C and Figure 5b-d,f."
no PMCID recorded,"Kume M, Koguchi-Yoshioka H, Nakai S, et al.",2024,eLife (Reviewed Preprint RP97654),other,10.7554/eLife.97654,unknown (no local XML),Figure 5,A,volcano/MA,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/kume2024_psoriasis_semaphorin/reference_figures/kume2024_psoriasis_semaphorin/reference_panel.png; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/kume2024_psoriasis_semaphorin/reference_figures/kume2024_psoriasis_semaphorin/crop_metadata.json; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/kume2024_psoriasis_semaphorin/reference_figures/kume2024_psoriasis_semaphorin/license.txt; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/kume2024_psoriasis_semaphorin/source/paper_metadata.json; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/kume2024_psoriasis_semaphorin/source/figure_targets.md; /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot/benchmarks/ten_publication_recreation/publications/kume2024_psoriasis_semaphorin/raw_data/elife-97654-fig5A-source.csv ; mirrored byte-identically at /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure4/benchmarks/ten_publication_recreation and /mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_figure5/benchmarks/ten_publication_recreation,CC BY 4.0 (license.txt: 'CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)'; no local XML),yes,"Volcano crop (0/0/0.44/0.285 of a 6-panel figure), 9,999 genes."
