paper_id,authors,year,journal,journal_family,DOI,article_type,figure_number,panel,plot_family,local_source,license,usable_for_measurement,notes
PMC10507381,"Wagner SJ, Reisenbüchler D, West NP, Niehues JM, Zhu J, Foersch S, Veldhuizen GP, Quirke P, Grabsch HI, van den Brandt PA, Hutchins GGA, Richman SD, Yuan T, Langer R, Jenniskens JCA, Offermans K, Mueller W, Gray R, Gruber SB, Greenson JK, Rennert G, Bonner JD, Schmolze D, Jonnagaddala J, Hawkins NJ, Ward RL, Morton D, Seymour M, Magill L, Nowak M, Hay J, Koelzer VH, Church DN, TransSCOT consortium, Matek C, Geppert C, Peng C, Zhi C, Ouyang X, James JA, Loughrey MB, Salto-Tellez M, Brenner H, Hoffmeister M, Truhn D, Schnabel JA, Boxberg M, Peng T, Kather JN.",2023,Cancer Cell,Cell,10.1016/j.ccell.2023.08.002,research-article,4,all,microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10507381/figures/Fig4.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,partial,unclassified-quantitative; caption-based classification
PMC10507381,"Wagner SJ, Reisenbüchler D, West NP, Niehues JM, Zhu J, Foersch S, Veldhuizen GP, Quirke P, Grabsch HI, van den Brandt PA, Hutchins GGA, Richman SD, Yuan T, Langer R, Jenniskens JCA, Offermans K, Mueller W, Gray R, Gruber SB, Greenson JK, Rennert G, Bonner JD, Schmolze D, Jonnagaddala J, Hawkins NJ, Ward RL, Morton D, Seymour M, Magill L, Nowak M, Hay J, Koelzer VH, Church DN, TransSCOT consortium, Matek C, Geppert C, Peng C, Zhi C, Ouyang X, James JA, Loughrey MB, Salto-Tellez M, Brenner H, Hoffmeister M, Truhn D, Schnabel JA, Boxberg M, Peng T, Kather JN.",2023,Cancer Cell,Cell,10.1016/j.ccell.2023.08.002,research-article,5,all,microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10507381/figures/Fig5.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,partial,caption-based classification
PMC10864002,"Benguigui M, Cooper TJ, Kalkar P, Schif-Zuck S, Halaban R, Bacchiocchi A, Kamer I, Deo A, Manobla B, Menachem R, Haj-Shomaly J, Vorontsova A, Raviv Z, Buxbaum C, Christopoulos P, Bar J, Lotem M, Sznol M, Ariel A, Shen-Orr SS, Shaked Y.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.005,research-article,1,all,microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig1.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,partial,caption-based classification
PMC10864002,"Benguigui M, Cooper TJ, Kalkar P, Schif-Zuck S, Halaban R, Bacchiocchi A, Kamer I, Deo A, Manobla B, Menachem R, Haj-Shomaly J, Vorontsova A, Raviv Z, Buxbaum C, Christopoulos P, Bar J, Lotem M, Sznol M, Ariel A, Shen-Orr SS, Shaked Y.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.005,research-article,2,all,heatmap,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig2.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864002,"Benguigui M, Cooper TJ, Kalkar P, Schif-Zuck S, Halaban R, Bacchiocchi A, Kamer I, Deo A, Manobla B, Menachem R, Haj-Shomaly J, Vorontsova A, Raviv Z, Buxbaum C, Christopoulos P, Bar J, Lotem M, Sznol M, Ariel A, Shen-Orr SS, Shaked Y.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.005,research-article,3,all,scatter/regression|line/time-course|bar/group comparison|box/violin|PCA/UMAP|heatmap,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig3.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864002,"Benguigui M, Cooper TJ, Kalkar P, Schif-Zuck S, Halaban R, Bacchiocchi A, Kamer I, Deo A, Manobla B, Menachem R, Haj-Shomaly J, Vorontsova A, Raviv Z, Buxbaum C, Christopoulos P, Bar J, Lotem M, Sznol M, Ariel A, Shen-Orr SS, Shaked Y.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.005,research-article,4,all,line/time-course|bar/group comparison|heatmap|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig4.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864002,"Benguigui M, Cooper TJ, Kalkar P, Schif-Zuck S, Halaban R, Bacchiocchi A, Kamer I, Deo A, Manobla B, Menachem R, Haj-Shomaly J, Vorontsova A, Raviv Z, Buxbaum C, Christopoulos P, Bar J, Lotem M, Sznol M, Ariel A, Shen-Orr SS, Shaked Y.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.005,research-article,5,all,bar/group comparison|volcano/MA|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig5.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864002,"Benguigui M, Cooper TJ, Kalkar P, Schif-Zuck S, Halaban R, Bacchiocchi A, Kamer I, Deo A, Manobla B, Menachem R, Haj-Shomaly J, Vorontsova A, Raviv Z, Buxbaum C, Christopoulos P, Bar J, Lotem M, Sznol M, Ariel A, Shen-Orr SS, Shaked Y.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.005,research-article,6,all,scatter/regression|line/time-course|bar/group comparison|PCA/UMAP|forest/effect-size,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig6.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864002,"Benguigui M, Cooper TJ, Kalkar P, Schif-Zuck S, Halaban R, Bacchiocchi A, Kamer I, Deo A, Manobla B, Menachem R, Haj-Shomaly J, Vorontsova A, Raviv Z, Buxbaum C, Christopoulos P, Bar J, Lotem M, Sznol M, Ariel A, Shen-Orr SS, Shaked Y.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.005,research-article,7,all,line/time-course|box/violin|heatmap|forest/effect-size,PRIVATE_REFERENCE_ONLY/corpus/PMC10864002/figures/Fig7.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864003,"Wienke J, Visser LL, Kholosy WM, Keller KM, Barisa M, Poon E, Munnings-Tomes S, Himsworth C, Calton E, Rodriguez A, Bernardi R, van den Ham F, van Hooff SR, Matser YAH, Tas ML, Langenberg KPS, Lijnzaad P, Borst AL, Zappa E, Bergsma FJ, Strijker JGM, Verhoeven BM, Mei S, Kramdi A, Restuadi R, Sanchez-Bernabeu A, Cornel AM, Holstege FCP, Gray JC, Tytgat GAM, Scheijde-Vermeulen MA, Wijnen MHWA, Dierselhuis MP, Straathof K, Behjati S, Wu W, Heck AJR, Koster J, Nierkens S, Janoueix-Lerosey I, de Krijger RR, Baryawno N, Chesler L, Anderson J, Caron HN, Margaritis T, van Noesel MM, Molenaar JJ.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.008,research-article,1,all,PCA/UMAP|volcano/MA|heatmap|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig1.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864003,"Wienke J, Visser LL, Kholosy WM, Keller KM, Barisa M, Poon E, Munnings-Tomes S, Himsworth C, Calton E, Rodriguez A, Bernardi R, van den Ham F, van Hooff SR, Matser YAH, Tas ML, Langenberg KPS, Lijnzaad P, Borst AL, Zappa E, Bergsma FJ, Strijker JGM, Verhoeven BM, Mei S, Kramdi A, Restuadi R, Sanchez-Bernabeu A, Cornel AM, Holstege FCP, Gray JC, Tytgat GAM, Scheijde-Vermeulen MA, Wijnen MHWA, Dierselhuis MP, Straathof K, Behjati S, Wu W, Heck AJR, Koster J, Nierkens S, Janoueix-Lerosey I, de Krijger RR, Baryawno N, Chesler L, Anderson J, Caron HN, Margaritis T, van Noesel MM, Molenaar JJ.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.008,research-article,2,all,PCA/UMAP,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig2.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864003,"Wienke J, Visser LL, Kholosy WM, Keller KM, Barisa M, Poon E, Munnings-Tomes S, Himsworth C, Calton E, Rodriguez A, Bernardi R, van den Ham F, van Hooff SR, Matser YAH, Tas ML, Langenberg KPS, Lijnzaad P, Borst AL, Zappa E, Bergsma FJ, Strijker JGM, Verhoeven BM, Mei S, Kramdi A, Restuadi R, Sanchez-Bernabeu A, Cornel AM, Holstege FCP, Gray JC, Tytgat GAM, Scheijde-Vermeulen MA, Wijnen MHWA, Dierselhuis MP, Straathof K, Behjati S, Wu W, Heck AJR, Koster J, Nierkens S, Janoueix-Lerosey I, de Krijger RR, Baryawno N, Chesler L, Anderson J, Caron HN, Margaritis T, van Noesel MM, Molenaar JJ.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.008,research-article,3,all,PCA/UMAP|volcano/MA|heatmap,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig3.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864003,"Wienke J, Visser LL, Kholosy WM, Keller KM, Barisa M, Poon E, Munnings-Tomes S, Himsworth C, Calton E, Rodriguez A, Bernardi R, van den Ham F, van Hooff SR, Matser YAH, Tas ML, Langenberg KPS, Lijnzaad P, Borst AL, Zappa E, Bergsma FJ, Strijker JGM, Verhoeven BM, Mei S, Kramdi A, Restuadi R, Sanchez-Bernabeu A, Cornel AM, Holstege FCP, Gray JC, Tytgat GAM, Scheijde-Vermeulen MA, Wijnen MHWA, Dierselhuis MP, Straathof K, Behjati S, Wu W, Heck AJR, Koster J, Nierkens S, Janoueix-Lerosey I, de Krijger RR, Baryawno N, Chesler L, Anderson J, Caron HN, Margaritis T, van Noesel MM, Molenaar JJ.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.008,research-article,4,all,scatter/regression|bar/group comparison|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig4.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864003,"Wienke J, Visser LL, Kholosy WM, Keller KM, Barisa M, Poon E, Munnings-Tomes S, Himsworth C, Calton E, Rodriguez A, Bernardi R, van den Ham F, van Hooff SR, Matser YAH, Tas ML, Langenberg KPS, Lijnzaad P, Borst AL, Zappa E, Bergsma FJ, Strijker JGM, Verhoeven BM, Mei S, Kramdi A, Restuadi R, Sanchez-Bernabeu A, Cornel AM, Holstege FCP, Gray JC, Tytgat GAM, Scheijde-Vermeulen MA, Wijnen MHWA, Dierselhuis MP, Straathof K, Behjati S, Wu W, Heck AJR, Koster J, Nierkens S, Janoueix-Lerosey I, de Krijger RR, Baryawno N, Chesler L, Anderson J, Caron HN, Margaritis T, van Noesel MM, Molenaar JJ.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.008,research-article,5,all,dot/bubble,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig5.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,partial,caption-based classification
PMC10864003,"Wienke J, Visser LL, Kholosy WM, Keller KM, Barisa M, Poon E, Munnings-Tomes S, Himsworth C, Calton E, Rodriguez A, Bernardi R, van den Ham F, van Hooff SR, Matser YAH, Tas ML, Langenberg KPS, Lijnzaad P, Borst AL, Zappa E, Bergsma FJ, Strijker JGM, Verhoeven BM, Mei S, Kramdi A, Restuadi R, Sanchez-Bernabeu A, Cornel AM, Holstege FCP, Gray JC, Tytgat GAM, Scheijde-Vermeulen MA, Wijnen MHWA, Dierselhuis MP, Straathof K, Behjati S, Wu W, Heck AJR, Koster J, Nierkens S, Janoueix-Lerosey I, de Krijger RR, Baryawno N, Chesler L, Anderson J, Caron HN, Margaritis T, van Noesel MM, Molenaar JJ.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.008,research-article,6,all,scatter/regression|bar/group comparison|heatmap,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig6.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864003,"Wienke J, Visser LL, Kholosy WM, Keller KM, Barisa M, Poon E, Munnings-Tomes S, Himsworth C, Calton E, Rodriguez A, Bernardi R, van den Ham F, van Hooff SR, Matser YAH, Tas ML, Langenberg KPS, Lijnzaad P, Borst AL, Zappa E, Bergsma FJ, Strijker JGM, Verhoeven BM, Mei S, Kramdi A, Restuadi R, Sanchez-Bernabeu A, Cornel AM, Holstege FCP, Gray JC, Tytgat GAM, Scheijde-Vermeulen MA, Wijnen MHWA, Dierselhuis MP, Straathof K, Behjati S, Wu W, Heck AJR, Koster J, Nierkens S, Janoueix-Lerosey I, de Krijger RR, Baryawno N, Chesler L, Anderson J, Caron HN, Margaritis T, van Noesel MM, Molenaar JJ.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.008,research-article,7,all,scatter/regression|PCA/UMAP|survival|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig7.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10864003,"Wienke J, Visser LL, Kholosy WM, Keller KM, Barisa M, Poon E, Munnings-Tomes S, Himsworth C, Calton E, Rodriguez A, Bernardi R, van den Ham F, van Hooff SR, Matser YAH, Tas ML, Langenberg KPS, Lijnzaad P, Borst AL, Zappa E, Bergsma FJ, Strijker JGM, Verhoeven BM, Mei S, Kramdi A, Restuadi R, Sanchez-Bernabeu A, Cornel AM, Holstege FCP, Gray JC, Tytgat GAM, Scheijde-Vermeulen MA, Wijnen MHWA, Dierselhuis MP, Straathof K, Behjati S, Wu W, Heck AJR, Koster J, Nierkens S, Janoueix-Lerosey I, de Krijger RR, Baryawno N, Chesler L, Anderson J, Caron HN, Margaritis T, van Noesel MM, Molenaar JJ.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.008,research-article,8,all,scatter/regression|line/time-course|box/violin|survival|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC10864003/figures/Fig8.jpg,http://creativecommons.org/licenses/by/4.0/ This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).,yes,caption-based classification
PMC10929690,"Cords L, Engler S, Haberecker M, Rüschoff JH, Moch H, de Souza N, Bodenmiller B.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.021,research-article,1,all,scatter/regression|categorical/composition|microscopy/other,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig1.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10929690,"Cords L, Engler S, Haberecker M, Rüschoff JH, Moch H, de Souza N, Bodenmiller B.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.021,research-article,2,all,bar/group comparison|PCA/UMAP|heatmap|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig2.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10929690,"Cords L, Engler S, Haberecker M, Rüschoff JH, Moch H, de Souza N, Bodenmiller B.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.021,research-article,3,all,bar/group comparison|PCA/UMAP|heatmap|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig3.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10929690,"Cords L, Engler S, Haberecker M, Rüschoff JH, Moch H, de Souza N, Bodenmiller B.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.021,research-article,4,all,line/time-course|box/violin|survival|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig4.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10929690,"Cords L, Engler S, Haberecker M, Rüschoff JH, Moch H, de Souza N, Bodenmiller B.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.021,research-article,5,all,box/violin|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig5.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10929690,"Cords L, Engler S, Haberecker M, Rüschoff JH, Moch H, de Souza N, Bodenmiller B.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.021,research-article,6,all,line/time-course|heatmap|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig6.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
PMC10929690,"Cords L, Engler S, Haberecker M, Rüschoff JH, Moch H, de Souza N, Bodenmiller B.",2024,Cancer Cell,Cell,10.1016/j.ccell.2023.12.021,research-article,7,all,box/violin|categorical/composition,PRIVATE_REFERENCE_ONLY/corpus/PMC10929690/figures/Fig7.jpg,http://creativecommons.org/licenses/by-nc-nd/4.0/ This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).,yes,caption-based classification
