journal,paper_id,year,DOI,figure_number,panel,representation,number_of_groups,approximate_n_per_group,raw_points_visible,summary,summary_source,error,error_source,marker_size_relative,marker_edge,marker_fill,jitter_style,bar_width,box_width,palette_type,control_color_behavior,statistical_annotation,p_display,axis_style,legend_style,n_label,zero_baseline,physical_panel_size,confidence_of_measurement,notes,image_path,reviewer
Science advances,PMC12716425,2025,10.1126/sciadv.aeb1017,3,E,bar+points,2,~11/3,yes,mean,caption,SEM,caption,small,same_colour,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,ns_text,LB,none,none,no,medium,medium,Log10 y axis (Kd); ns printed over bracket comparing 70 aa vs 45 aa nascent chain,../make_my_plot/figure_library/science/2025_Yudin_mechanism_of_cotranslational_modificatio/figures/fig03_F3.jpg,gc_science
Science Translational Medicine,PMC12870020,2026,10.1126/scitranslmed.ado9383,5,all,other,9,caption:126/68/117/81/174/194/76/186/171,no,none,none,none,none,na,na,na,na,wide,na,greys,na,none,none,box,outside,above_category,yes,medium,medium,Single unlettered panel; stacked composition bars of 5 granuloma types (%) compared across 9 lesion clusters nested in 4 cluster groups; total lesion count printed above each bar; coloured cluster/group swatches below axis,PRIVATE_REFERENCE_ONLY/corpus/PMC12870020/figures/Fig5.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,1,I,bar,7,unknown,no,mean,caption,SEM,caption,na,na,na,na,medium,na,multi_categorical,coloured,bracket+stars,stars,LB,none,none,no,medium,medium,LogEC50 axis runs -7 (bottom) to -10 (top) so the baseline is -7 not zero; three brackets with ** and **** vs 156wt; no individual replicate points drawn,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig1.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,2,C,bar,7,unknown,no,mean,caption,SEM,caption,na,na,na,na,medium,na,multi_categorical,grey,bracket+stars,mixed,LB,none,none,yes,medium,medium,Peak bond lifetime; long brackets with **** vs 156wt plus an ns bracket between S32Ma and S30E32Qa; 156wt bar is grey matching panel B legend,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig2.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,2,D,bar,7,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,coloured,none,none,LB,none,none,yes,small,medium,Bottom-right subplot of panel D only: steady-state Kd bar chart for the 7 TCR variants (single fitted value per bar so no error bars); rest of panel D is SPR sensorgrams and is not coded,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig2.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,3,A,bar+points,8,~6 each,yes,mean,caption,SEM,caption,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,stars,LB,outside,none,yes,medium,medium,CD107a%; 7 TCR variants plus non-transduced control; shared colour legend below the A-D row; brackets vs 156wt,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig3.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,3,B,bar+points,8,~6 each,yes,mean,caption,SEM,caption,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,stars,LB,outside,none,yes,medium,medium,Granzyme B+%; shared colour legend below the A-D row,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig3.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,3,C,bar+points,8,~8 each,yes,mean,caption,SEM,caption,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,stars,LB,outside,none,yes,medium,medium,IFNg%; 3-4 donors in duplicate; four brackets with * to **** vs 156wt,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig3.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,3,D,bar+points,8,~8 each,yes,mean,caption,SEM,caption,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,stars,LB,outside,none,yes,medium,medium,TNFa%; shared colour legend below the A-D row,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig3.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,3,F,bar+points,8,~6 each,yes,mean,caption,SEM,caption,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,stars,LB,none,none,yes,medium,medium,Proliferated cells% of transduced CD8 T cells; rotated category labels below axis,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig3.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,3,I,bar+points,8,~6 each,yes,mean,caption,SEM,caption,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,stars,LB,none,none,yes,medium,medium,TOX+% at day 8; two brackets with ** vs 156wt; rotated category labels,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig3.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,5,G,violin,4,unknown,no,none,none,none,none,na,na,na,na,na,na,multi_categorical,na,none,none,LB,none,none,no,small,medium,Effector score per single-cell cluster; smooth violins with no interior box/median marker; y axis starts below zero,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig5.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,5,I1,violin,5,unknown,no,none,none,none,none,na,na,na,na,na,na,multi_categorical,na,none,none,LB,none,none,yes,small,medium,GZMB scaled expression violins across 5 TCR groups (upper subplot of panel I),PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig5.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,5,I2,violin,5,unknown,no,none,none,none,none,na,na,na,na,na,na,multi_categorical,na,none,none,LB,none,none,yes,small,medium,PRF1 scaled expression violins across 5 TCR groups (lower subplot of panel I),PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig5.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,5,J,bar,2x3,unknown,no,none,none,none,none,na,na,na,na,medium,na,multi_categorical,na,p_value_only,exact,LB,inside,none,yes,small,medium,Horizontal GSEA bars; 2 gene sets x 3 variant-vs-156wt comparisons; adjusted P printed inside each bar in scientific notation; legend box inside panel,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig5.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,5,K,violin,4,unknown,no,none,none,none,none,na,na,na,na,na,na,multi_categorical,na,none,none,LB,none,none,no,small,medium,Cell cycle score per cluster; same violin style as panel G,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig5.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,5,M1,violin,5,unknown,no,none,none,none,none,na,na,na,na,na,na,multi_categorical,na,none,none,LB,none,none,yes,small,medium,MYB scaled expression violins across 5 TCR groups (upper subplot of panel M),PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig5.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,5,M2,violin,5,unknown,no,none,none,none,none,na,na,na,na,na,na,multi_categorical,na,none,none,LB,none,none,yes,small,medium,MKI67 scaled expression violins across 5 TCR groups (lower subplot of panel M),PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig5.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,7,C,box+points,2,10/10,yes,median,inferred,IQR_whiskers,inferred,medium,dark,open,centered,na,medium,multi_categorical,coloured,line+p_value,exact,LB,none,in_caption,yes,small,medium,Box-and-whisker of Ser4 hydrogen-bond count from 10 independent MD simulations per condition; open circles coloured to match each box overlaid down the centre; p = 0.004 printed over a thin connector,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig7.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,7,E,box+points,2,10/10,yes,median,inferred,IQR_whiskers,inferred,medium,dark,open,centered,na,medium,multi_categorical,coloured,line+p_value,exact,LB,none,in_caption,yes,small,medium,Box-and-whisker of water count within the 4.5 A sphere across 10 simulations; shares the x-axis labels with panel C; p = 1.0 x 10-6 printed over a thin connector,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig7.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,7,H,bar,2,unknown,no,mean,inferred,unknown,inferred,na,na,na,na,medium,na,multi_categorical,coloured,none,none,LB,none,none,yes,small,low,Log fold change in EC50 for PAP22-Ala4; one positive and one negative bar about a zero baseline; error bar type not stated in caption,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig7.jpg,gc_science
Science,PMC13004167,2026,10.1126/science.adx3162,7,J,bar,2x2,unknown,no,mean,caption,SEM,caption,na,na,na,na,medium,na,multi_categorical,coloured,bracket+stars,stars,LB,none,none,yes,small,medium,Peak bond lifetime; two TCRs x two peptides (wild-type solid fill vs PAP_S4A checkered fill); **** over brackets within each TCR,PRIVATE_REFERENCE_ONLY/corpus/PMC13004167/figures/Fig7.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,2,B1,dot_strip+summary,14,caption:10,yes,mean,caption,none,none,medium,dark,mixed,beeswarm,na,na,multi_categorical,coloured,bracket+stars,stars,LB,above,in_caption,no,medium,medium,Week 2 subpanel of B; log10 y axis; horizontal bar = geometric mean titer; dotted horizontal line = limit of detection; dotted vertical line separates protein vs mRNA arms; Empty LNP group n=5; 14 categories incl 3 mRNA dose levels per immunogen,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig2.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,2,B2,dot_strip+summary,14,caption:10,yes,mean,caption,none,none,medium,dark,mixed,beeswarm,na,na,multi_categorical,coloured,bracket+stars,stars,LB,above,in_caption,no,medium,medium,Week 5 subpanel of B; log10 y axis; GMT horizontal bar; many omitted comparisons per caption; Empty LNP n=5,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig2.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,2,C1,dot_strip+summary,14,caption:10,yes,mean,caption,none,none,medium,dark,mixed,beeswarm,na,na,multi_categorical,coloured,bracket+stars,stars,LB,above,in_caption,no,medium,medium,Week 2 subpanel of C; log10 y axis; many points piled on limit of detection; GMT horizontal bar,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig2.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,2,C2,dot_strip+summary,14,caption:10,yes,mean,caption,none,none,medium,dark,mixed,beeswarm,na,na,multi_categorical,coloured,bracket+stars,stars,LB,above,in_caption,no,medium,medium,Week 5 subpanel of C; log10 y axis; GMT horizontal bar,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig2.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,2,D1,dot_strip+summary,14,caption:10,yes,mean,caption,none,none,medium,dark,mixed,beeswarm,na,na,multi_categorical,coloured,none,none,LB,above,in_caption,no,medium,medium,Week 2 subpanel of D; log10 y axis; nearly all points at limit of detection; no significance marks shown,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig2.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,2,D2,dot_strip+summary,14,caption:10,yes,mean,caption,none,none,medium,dark,mixed,beeswarm,na,na,multi_categorical,coloured,bracket+stars,stars,LB,above,in_caption,no,medium,medium,Week 5 subpanel of D; log10 y axis; GMT horizontal bar,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig2.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,3,B1,dot_strip+summary,7,caption:5,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,yes,small,medium,Lung IFN-g subpanel of B; control group Naive plotted as open black squares; dotted vertical line separates protein vs mRNA arms,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig3.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,3,B2,dot_strip+summary,7,caption:5,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,yes,small,medium,Lung IL-2 subpanel of B,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig3.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,3,B3,dot_strip+summary,7,caption:5,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,none,none,LB,above,in_caption,yes,small,medium,Lung TNF-a subpanel of B; no significance annotation drawn,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig3.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,3,B4,dot_strip+summary,7,caption:5,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,yes,small,medium,Spleen IFN-g subpanel of B,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig3.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,3,B5,dot_strip+summary,7,caption:5,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,yes,small,medium,Spleen IL-2 subpanel of B,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig3.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,3,B6,dot_strip+summary,7,caption:5,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,yes,small,medium,Spleen TNF-a subpanel of B,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig3.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,3,C1,dot_strip+summary,7,caption:5,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,yes,small,medium,Lung IFN-g subpanel of C (CD8 T cells),PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig3.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,3,C2,dot_strip+summary,7,caption:5,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,yes,small,medium,Lung IL-2 subpanel of C,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig3.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,3,C3,dot_strip+summary,7,caption:5,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,yes,small,medium,Lung TNF-a subpanel of C,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig3.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,3,C4,dot_strip+summary,7,caption:5,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,yes,small,medium,Spleen IFN-g subpanel of C; 10-panel cap reached - spleen IL-2 and TNF-a subpanels of C not coded,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig3.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,4,B,dot_strip+summary,5,~5/~5/~10/~8/~10,yes,mean,caption,none,none,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,no,medium,medium,log10 y axis; horizontal bar = geometric mean titer; dotted horizontal line = limit of detection; PBS control open black squares; no error bars in this panel,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig4.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,4,D,dot_strip+summary,5,~4/~4/~5/~5/~6,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,yes,medium,medium,congestion score at 4 dpi; ordinal 0-4 score; heavy overplotting of identical scores,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig4.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,4,E,dot_strip+summary,5,~5/~5/~4/~5/~5,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,no,medium,medium,log10 y axis; dotted horizontal line = limit of detection,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig4.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,4,F,dot_strip+summary,5x2,~5/~5/~4/~5/~5 per time point,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,no,medium,medium,grouped by time point (2 and 4 dpi) separated by dotted vertical line; log10 y axis; below-LOD values plotted at half LOD,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig4.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,5,B,dot_strip+summary,9,~5/~4/~4/~8/~8/~9/~9/~9/~10,yes,mean,caption,none,none,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,none,none,LB,above,in_caption,no,medium,medium,log10 y axis; PBS control plus 4 mRNA immunogens at 1 and 5 ug doses (dose ramp icons); GMT horizontal bar; no significance marks drawn,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig5.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,5,D,dot_strip+summary,9x2,~4/~5 per group,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,yes,medium,medium,congestion score at 2 and 4 dpi separated by dotted vertical line; ordinal 0-4 score; dose ramps under x axis,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig5.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,5,E,dot_strip+summary,9,~4/~5 per group,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,no,medium,medium,log10 y axis; dotted horizontal line = limit of detection; dose ramps under x axis,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig5.jpg,gc_science
Science Translational Medicine,PMC13035345,2025,10.1126/scitranslmed.adu2085,5,F,dot_strip+summary,9x2,~4/~5 per group,yes,mean,caption,SEM,caption,medium,dark,mixed,beeswarm,na,na,multi_categorical,white_or_open,bracket+stars,stars,LB,above,in_caption,no,medium,medium,grouped by time point (2 and 4 dpi) separated by dotted vertical line; log10 y axis; most 4 dpi values at LOD,PRIVATE_REFERENCE_ONLY/corpus/PMC13035345/figures/Fig5.jpg,gc_science
Science,PMC13041778,2026,10.1126/science.adw4937,1,D,bar,10,unknown,no,none,none,none,none,na,na,na,na,wide,na,unknown,na,none,none,box,above,in_caption,yes,small,medium,horizontal ranked GSEA bar chart of MSigDB Hallmark normalized enrichment scores; bar fill encodes p.adjust on a continuous red-blue colour scale with colour bar above; no replicates or error bars shown,PRIVATE_REFERENCE_ONLY/corpus/PMC13041778/figures/Fig1.jpg,gc_science
Science,PMC13041778,2026,10.1126/science.adw4937,1,E,bar+points,3x2,caption:4,yes,mean,caption,SEM,caption,small,same_colour,open,centered,medium,na,single_accent,white_or_open,line+stars,stars,LB,above,in_caption,yes,small,medium,IL-6 ELISA; three dox-inducible constructs each -dox (white bars) and +dox (light blue bars); more open circles visible (~7) than the four independent experiments stated in the caption,PRIVATE_REFERENCE_ONLY/corpus/PMC13041778/figures/Fig1.jpg,gc_science
Science,PMC13041778,2026,10.1126/science.adw4937,2,B,bar+points,2x2,caption:3/4,yes,mean,caption,SEM,caption,small,same_colour,open,centered,medium,na,single_accent,white_or_open,line+stars,stars,LB,above,in_caption,yes,small,medium,"NF-kB luciferase fold change; unstimulated vs TNFa, each with mCherry (white) and M3.1-FLAG (light blue) bars; ~8 open points per blue bar",PRIVATE_REFERENCE_ONLY/corpus/PMC13041778/figures/Fig2.jpg,gc_science
