paper_id,journal,journal_family,figure_number,panel,plot_family,spines,tick_direction,grid,background,error_bar_style,points_overlaid,marker_fill,marker_size_class,line_weight_class,axis_line_weight_class,legend_position,legend_frame,legend_entries,n_categorical_colours,palette_class,sequential_cmap_class,colourbar_position,panel_label_case,panel_label_weight,panel_label_size_class,font_class,axis_label_weight,title_present,significance_style,brackets,n_stated_in_panel,tick_label_density,x_tick_rotation,panel_aspect_class,confidence,notes,image_path,reviewer
PMC11687419,Molecular Cell,Cell,4,B,box,LB,out,none,white,box_whisker,yes,filled,medium,hairline,UNKNOWN,inside,no,2,2,muted,na,na,upper,bold,larger,sans,regular,yes,none,no,no,sparse,0,tall,medium,bottom half of panel only (top half is a circular schematic); paired points joined by thin grey lines,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11687419/figures/Fig4.jpg,cell_2
PMC11687419,Molecular Cell,Cell,4,D,heatmap,none,out,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,other,right,upper,bold,larger,sans,regular,yes,na,na,no,normal,45,tall,high,green-white-pink diverging cmap; values printed in cells,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11687419/figures/Fig4.jpg,cell_2
PMC11687419,Molecular Cell,Cell,4,E,scatter,box,out,none,white,none,na,filled,small,na,UNKNOWN,none,na,na,1,saturated,na,na,upper,bold,larger,sans,regular,yes,none,na,no,sparse,0,wide,medium,three square sub-panels; dashed zero lines; r printed in corner,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11687419/figures/Fig4.jpg,cell_2
PMC11687419,Molecular Cell,Cell,4,F,heatmap,none,out,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,other,right,upper,bold,larger,sans,regular,yes,na,na,no,normal,45,tall,high,green-white-pink diverging cmap; values printed in cells,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11687419/figures/Fig4.jpg,cell_2
PMC11738662,Cell Systems,Cell,1,B,stacked_bar,none,none,none,white,none,no,na,na,na,UNKNOWN,inside,no,3,3,saturated,na,na,upper,bold,larger,sans,regular,yes,none,no,no,normal,0,wide,high,ggplot-style with grey header strip; no axis lines or ticks; last bar highlighted with blue shaded box,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig1.jpg,cell_2
PMC11738662,Cell Systems,Cell,1,C,scatter,box,out,none,white,none,na,filled,medium,na,regular,inside,no,na,0,sequential,viridis_like,inside,upper,bold,larger,sans,regular,yes,na,na,no,sparse,0,square,medium,hexbin density scatter; four square sub-panels sharing axes; inset in one sub-panel,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig1.jpg,cell_2
PMC11738662,Cell Systems,Cell,1,D,grouped_bar,box,out,none,white,bars,no,na,na,na,regular,inside,yes,2,2,saturated,na,na,upper,bold,larger,sans,regular,no,none,no,no,normal,0,wide,high,two stacked sub-panels sharing x axis; grey vs blue; legend has title,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig1.jpg,cell_2
PMC11738662,Cell Systems,Cell,1,E,heatmap,none,out,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,blue_white_red,right,upper,bold,larger,sans,regular,no,na,na,no,normal,90,square,high,,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig1.jpg,cell_2
PMC11738662,Cell Systems,Cell,1,F,heatmap,none,out,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,blue_white_red,right,upper,bold,larger,sans,regular,no,na,na,no,normal,90,square,high,,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig1.jpg,cell_2
PMC11738662,Cell Systems,Cell,2,A,dot_bubble,box,out,none,white,none,na,filled,large,regular,regular,inside,yes,5,3,muted,na,na,upper,bold,larger,sans,regular,no,na,na,no,sparse,0,wide,medium,log-log axes; dashed grey reference line; text labels beside bubbles; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig2.jpg,cell_2
PMC11738662,Cell Systems,Cell,2,B,heatmap_clustered,none,none,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,other,left,upper,bold,larger,sans,regular,no,na,na,no,normal,na,square,medium,blue-black-orange cmap; row dendrogram and colour strip at left; no column labels; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig2.jpg,cell_2
PMC11738662,Cell Systems,Cell,2,C,heatmap_clustered,none,none,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,other,none,upper,bold,larger,sans,regular,no,na,na,no,normal,na,square,medium,shares colourbar with B; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig2.jpg,cell_2
PMC11738662,Cell Systems,Cell,2,D,heatmap_clustered,none,none,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,blue_white_red,left,upper,bold,larger,sans,regular,no,na,na,yes,normal,0,square,medium,count annotation bars above; row dendrogram and colour strip left; axis arrows in corner; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig2.jpg,cell_2
PMC11738662,Cell Systems,Cell,2,E,heatmap,none,none,none,white,na,na,na,na,na,UNKNOWN,outside_right,no,7,0,sequential,other,right,upper,bold,larger,sans,regular,no,na,na,no,dense,90,wide,medium,two sequential cmaps (mako-like and rocket-like) in one panel; categorical annotation bar above; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig2.jpg,cell_2
PMC11738662,Cell Systems,Cell,2,F,other_quant,box,none,none,white,none,na,na,na,na,UNKNOWN,none,na,na,2,muted,na,na,upper,bold,larger,sans,regular,no,na,na,no,sparse,0,wide,low,genome browser coverage tracks with shaded highlight and annotation boxes; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig2.jpg,cell_2
PMC11738662,Cell Systems,Cell,2,G,other_quant,box,none,none,white,none,na,na,na,na,UNKNOWN,none,na,na,2,muted,na,na,upper,bold,larger,sans,regular,no,na,na,no,sparse,0,wide,low,genome browser coverage tracks with shaded highlight and annotation boxes; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig2.jpg,cell_2
PMC11738662,Cell Systems,Cell,2,H,heatmap,none,none,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,sequential,other,none,upper,bold,larger,sans,regular,no,na,na,no,normal,90,square,medium,shares colourbars and key with E; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11738662/figures/Fig2.jpg,cell_2
PMC11913779,Cancer Cell,Cell,1,B,survival,LB,out,none,white,none,na,na,na,regular,UNKNOWN,outside_top,no,1,1,muted,na,na,upper,bold,larger,sans,regular,yes,none,na,yes,sparse,0,square,medium,dashed median line; number-at-risk table below plot; censor ticks on curve,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig1.jpg,cell_2
PMC11913779,Cancer Cell,Cell,1,C,survival,LB,out,none,white,none,na,na,na,regular,UNKNOWN,outside_top,no,1,1,muted,na,na,upper,bold,larger,sans,regular,yes,none,na,yes,sparse,0,square,medium,dashed median line; number-at-risk table below plot; censor ticks on curve,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig1.jpg,cell_2
PMC11913779,Cancer Cell,Cell,1,D,bar,LB,out,none,white,none,no,na,na,na,UNKNOWN,outside_right,no,4,4,saturated,na,na,upper,bold,larger,sans,regular,no,none,no,no,sparse,na,wide,medium,waterfall plot; ggplot default hue colours; dashed threshold lines; x ticks without labels; asterisks are footnote markers,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig1.jpg,cell_2
PMC11913779,Cancer Cell,Cell,1,E,line,LB,out,none,white,none,na,na,na,regular,UNKNOWN,outside_right,no,4,4,saturated,na,na,upper,bold,larger,sans,regular,no,none,no,no,sparse,0,wide,medium,spider plot; dashed threshold lines; phase labels with bars above plot,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig1.jpg,cell_2
PMC11913779,Cancer Cell,Cell,2,B,volcano,LB,out,none,white,none,na,filled,small,na,UNKNOWN,none,na,na,2,saturated,na,na,upper,bold,larger,sans,regular,yes,none,na,no,sparse,0,square,medium,red vs grey points; many gene labels with leader lines; inset paired line plot with grey facet strips; direction arrows along x axis,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig2.jpg,cell_2
PMC11913779,Cancer Cell,Cell,2,C,scatter_regression,LB,out,none,white,band,na,filled,medium,heavy,UNKNOWN,outside_top,no,4,4,saturated,na,na,upper,bold,larger,sans,regular,no,p_values,no,no,sparse,0,square,medium,grey confidence band; dashed reference lines; R and p printed in corner; coloured bracket labels above plot,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig2.jpg,cell_2
PMC11913779,Cancer Cell,Cell,2,D,bar,L,out,major,white,none,no,na,na,na,UNKNOWN,none,na,na,2,diverging,na,none,upper,bold,larger,sans,regular,yes,p_values,no,no,dense,0,square,medium,horizontal diverging bars; dashed horizontal separators counted as grid; bars shaded by adjusted p; p values printed on bars; gene lists beside bars,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig2.jpg,cell_2
PMC11913779,Cancer Cell,Cell,2,E,bar,L,out,major,white,none,no,na,na,na,UNKNOWN,none,na,na,2,diverging,na,none,upper,bold,larger,sans,regular,yes,p_values,no,no,dense,0,square,low,same design as D; very small text,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig2.jpg,cell_2
PMC11913779,Cancer Cell,Cell,2,F,bar,L,out,major,white,none,no,na,na,na,UNKNOWN,none,na,na,2,diverging,na,none,upper,bold,larger,sans,regular,yes,p_values,no,no,dense,0,square,low,same design as D; very small text,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig2.jpg,cell_2
PMC11913779,Cancer Cell,Cell,3,A,bar,LB,out,major,white,none,no,na,na,na,UNKNOWN,none,na,na,2,diverging,na,none,upper,bold,larger,sans,regular,no,p_values,no,no,normal,0,wide,medium,horizontal diverging bars; dashed separators counted as grid; p values printed on bars,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig3.jpg,cell_2
PMC11913779,Cancer Cell,Cell,3,B,heatmap,none,none,none,white,na,na,na,na,na,UNKNOWN,outside_right,no,6,0,sequential,viridis_like,right,upper,bold,larger,sans,regular,no,na,na,no,dense,na,tall,medium,inferno-like cmap; categorical annotation bars top and left; row blocks separated by gaps; no column labels,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig3.jpg,cell_2
PMC11913779,Cancer Cell,Cell,3,D,sankey,none,none,none,white,na,na,na,na,na,UNKNOWN,none,na,na,4,mixed,na,na,upper,bold,larger,sans,regular,no,na,na,no,dense,na,tall,low,four central node colours plus many small coloured side nodes; grey ribbons,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig3.jpg,cell_2
PMC11913779,Cancer Cell,Cell,3,E,pca_umap,LB,out,none,white,none,na,filled,small,na,UNKNOWN,inside,no,4,4,saturated,na,na,upper,bold,larger,sans,regular,yes,na,na,no,sparse,0,square,high,coloured text labels on plot serve as legend; ggplot default hue colours,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig3.jpg,cell_2
PMC11913779,Cancer Cell,Cell,3,F,dot_bubble,LB,out,none,white,none,na,filled,medium,na,UNKNOWN,outside_right,no,5,0,sequential,other,right,upper,bold,larger,sans,regular,no,na,na,no,dense,45,tall,medium,light grey to purple-blue cmap; size legend plus colourbar,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11913779/figures/Fig3.jpg,cell_2
PMC11922821,Cell Systems,Cell,1,B,line,LB,out,none,white,none,na,filled,medium,heavy,UNKNOWN,inside,no,2,2,saturated,na,na,upper,bold,larger,sans,regular,no,none,no,no,sparse,0,square,low,right sub-panel only; left part is a UMAP overview with schematic; one series dashed; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig1.jpg,cell_2
PMC11922821,Cell Systems,Cell,1,E,line,LB,out,none,white,bars_caps,yes,open,medium,regular,UNKNOWN,outside_top,no,2,2,saturated,na,na,upper,bold,larger,sans,regular,no,p_values,yes,no,sparse,0,wide,medium,left sub-panel line with open markers; right sub-panel bar with points (x labels rotated 90); more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig1.jpg,cell_2
PMC11922821,Cell Systems,Cell,1,G,violin,LB,out,none,white,na,yes,open,small,na,UNKNOWN,none,na,na,0,monochrome_black,na,na,upper,bold,larger,sans,regular,no,p_values,yes,no,normal,45,tall,medium,broken y axis; black outline violins with open points; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig1.jpg,cell_2
PMC11922821,Cell Systems,Cell,1,I,line,LB,out,none,white,bars_caps,na,filled,small,regular,UNKNOWN,outside_top,no,2,1,muted,na,na,upper,bold,larger,sans,regular,yes,p_values,yes,no,sparse,0,wide,medium,two sub-panels; header with icon acts as title; symbol key above; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig1.jpg,cell_2
PMC11922821,Cell Systems,Cell,1,J,line,LB,out,none,white,bars_caps,na,filled,small,regular,UNKNOWN,none,na,na,1,muted,na,na,upper,bold,larger,sans,regular,yes,p_values,yes,no,sparse,0,wide,medium,two sub-panels; header with icon acts as title; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig1.jpg,cell_2
PMC11922821,Cell Systems,Cell,1,K,line,LB,out,none,white,bars_caps,na,filled,small,regular,UNKNOWN,none,na,na,1,muted,na,na,upper,bold,larger,sans,regular,yes,p_values,yes,no,sparse,0,wide,medium,two sub-panels; header with icon acts as title; partly cropped at figure bottom; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig1.jpg,cell_2
PMC11922821,Cell Systems,Cell,1,N,dot_strip,LB,out,none,white,bars_caps,yes,open,small,na,UNKNOWN,none,na,na,0,monochrome_black,na,na,upper,bold,larger,sans,regular,no,p_values,yes,no,normal,45,tall,medium,mean line with error bars over open points; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig1.jpg,cell_2
PMC11922821,Cell Systems,Cell,1,O,dot_strip,LB,out,none,white,bars_caps,yes,open,small,na,UNKNOWN,none,na,na,0,monochrome_black,na,na,upper,bold,larger,sans,regular,no,p_values,yes,no,normal,45,tall,medium,mean line with error bars over open points; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig1.jpg,cell_2
PMC11922821,Cell Systems,Cell,3,B,box,LB,out,none,white,box_whisker,yes,filled,medium,na,UNKNOWN,none,na,na,0,monochrome_black,na,na,upper,bold,larger,sans,regular,no,p_values,yes,no,normal,90,tall,high,three sub-panels; black boxes with black points,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig3.jpg,cell_2
PMC11922821,Cell Systems,Cell,3,D,bar,LB,out,none,white,bars_caps,yes,open,small,na,UNKNOWN,none,na,na,2,saturated,na,na,upper,bold,larger,sans,regular,yes,ns_marks,no,no,sparse,0,tall,medium,right sub-panel only (left is histology); open outlined bars; dashed reference line at 1,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig3.jpg,cell_2
PMC11922821,Cell Systems,Cell,3,E,bar,LB,out,none,white,bars_caps,yes,open,small,na,UNKNOWN,none,na,na,2,saturated,na,na,upper,bold,larger,sans,regular,yes,p_values,no,no,sparse,0,tall,medium,right sub-panel only (left is histology); open outlined bars; dashed reference line at 1,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig3.jpg,cell_2
PMC11922821,Cell Systems,Cell,3,F,heatmap,box,none,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,blue_white_red,none,upper,bold,larger,sans,regular,yes,na,na,no,sparse,0,wide,medium,thin black frame; group labels coloured red/blue; colourbar shared with G,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig3.jpg,cell_2
PMC11922821,Cell Systems,Cell,3,G,heatmap,box,none,none,white,na,na,na,na,na,UNKNOWN,none,na,na,0,diverging,blue_white_red,bottom,upper,bold,larger,sans,regular,yes,na,na,no,sparse,0,wide,medium,thin black frame; small colourbar at bottom right,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig3.jpg,cell_2
PMC11922821,Cell Systems,Cell,3,H,other_quant,none,none,none,white,na,na,na,na,na,UNKNOWN,outside_top,no,2,2,saturated,na,na,upper,bold,larger,sans,regular,yes,na,na,no,dense,90,wide,medium,hierarchical clustering dendrograms; leaf labels coloured by group with symbols,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig3.jpg,cell_2
PMC11922821,Cell Systems,Cell,3,I,scatter,LB,out,none,white,bars_caps,na,open,large,heavy,UNKNOWN,inside,no,2,2,saturated,na,na,upper,bold,larger,sans,regular,no,none,no,no,sparse,0,square,medium,points joined by lines with direction arrows; error bars on both axes; dashed reference lines; coloured text legend,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig3.jpg,cell_2
PMC11922821,Cell Systems,Cell,3,J,dot_strip,LB,out,none,white,bars_caps,yes,open,small,na,UNKNOWN,inside,no,2,2,saturated,na,na,upper,bold,larger,sans,regular,yes,p_values,yes,no,sparse,0,tall,medium,two stacked sub-panels; fold change printed with p values,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig3.jpg,cell_2
PMC11922821,Cell Systems,Cell,4,A,scatter,none,none,none,white,none,na,filled,small,na,UNKNOWN,inside,no,2,2,saturated,na,na,upper,bold,larger,sans,regular,yes,na,na,no,sparse,na,square,medium,archetype polytope scatter; vertex text labels; icon plus title above; more panels not reviewed,/mnt/c/Users/spoudel1/OneDrive - St. Jude Children's Research Hospital/make_my_plot_journal_presets/PRIVATE_REFERENCE_ONLY/corpus/PMC11922821/figures/Fig4.jpg,cell_2
