gene_id	geneSymbol	bioType	annotationLevel	3345023_DHP001	3345024_DHP002	3345025_DHP003	3345026_DHP004	3345027_DHP005	3345028_DHP006	3345029_DHP007	3345030_DHP008	3345031_DHP009	3345032_DHP010	3345033_DHP011	3345034_DHP012
ENSMUSG00000078881.10	Gm14434	protein_coding	2	-0.382569119668177	1.21843059970716	1.99227187469083	2.51320555428293	1.31717509706787	3.21357375453896	1.86643705911544	-6.89170399705586	-1.9865583181135	1.54762749872855	-1.15177765543626	2.18466476008067
ENSMUSG00000117748.1	Chtf8	protein_coding	2	0.422807822288037	-2.43538295856258	1.30694419509063	1.1050771982553	-4.67993484332761	1.4137689382124	1.14713220615328	1.96484603062402	-3.89209363411001	0.907660634006977	-4.80448476279325	-4.41910607355084
ENSMUSG00000039728.15	Slc6a5	protein_coding	2	4.31916798618705	-0.870095821161964	0.831611029655323	6.09782375329475	-2.45348705729448	1.35501274138189	2.12743453732272	5.78755616266093	5.18434562407319	1.56316014762347	4.14665982347263	4.40986152148087
ENSMUSG00000040380.14	Cbln3	protein_coding	2	5.6966817224628	2.22620631713717	4.20706623524671	5.50956598002936	-0.0432030879862715	-1.18104015885832	-0.1404284005279	7.11541089442685	0.125577392217047	1.02843194942245	2.39867497253116	2.78874284309792
ENSMUSG00000090639.1	Gm20425	protein_coding	2	2.03215196442333	1.02056865105225	2.07798274738593	-6.96337865375025	0.696559478588708	1.89196986919222	2.24203214985405	-0.94497313691555	2.24633321449761	0.625122262149389	1.96992219008964	2.87734338795491
ENSMUSG00000089739.2	Gm20431	protein_coding	1	2.90410455058444	2.42659168897669	2.64726489782964	-6.67649750596209	2.58606695913637	0.74895736595832	2.00886087034548	2.34066895941277	2.61984828615913	1.25094974891014	2.34051656459074	2.52822409406211
ENSMUSG00000055333.14	Fat2	protein_coding	2	5.23815446821471	1.54359525240936	3.58470779388408	4.66916222279664	-0.361564567853441	-0.853875415604807	-0.517282705918856	6.35755762954398	0.747692891355669	0.265637365404387	1.75731721109899	2.95608384231076
ENSMUSG00000039672.12	Kcne2	protein_coding	2	-3.34099001591678	1.54359525240936	-2.62782058898197	1.01961492094406	0.193403192569878	1.78243396511657	0.211043969973478	-1.1103442835312	1.29689562895923	-5.42552453914869	-3.40163667252232	-2.10343696913516
ENSMUSG00000002930.6	Ppp1r17	protein_coding	2	3.68036856654174	-0.141769145269631	2.12706691318149	3.04924588511481	-1.5721315537931	-1.60484786776489	-1.82848439421316	4.36862752150174	-1.51045929309838	-1.88120402292488	0.670313169356691	0.807629302444553
ENSMUSG00000089803.3	Gm10171	processed_pseudogene	2	1.23465236282355	1.4426733716503	1.43477379794376	-0.563523980177822	1.37069122974235	1.44444288227232	-6.58337189637663	1.35318306206768	1.27013456084647	1.23744047357374	1.21894973792955	1.27423002018935
ENSMUSG00000068165.3	Gm10233	processed_pseudogene	2	1.23465236282355	1.4426733716503	1.43477379794376	-0.563523980177822	1.37069122974235	1.44444288227232	-6.58337189637663	1.35318306206768	1.27013456084647	1.23744047357374	1.21894973792955	1.27423002018935
ENSMUSG00000031688.4	Pou4f2	protein_coding	2	1.68741839926898	0.243724078395198	0.831611029655323	1.62533598183201	-6.70141457073807	-0.733581181887095	0.10312863080659	-0.0213392774724549	0.021554327673819	0.777415519521581	1.40102655421056	1.68134010494724
ENSMUSG00000083061.1	Gm12191	processed_pseudogene	2	1.46233096738374	0.289167049156365	0.589246824839869	-0.397781477896028	-6.70141457073807	1.90629923796302	0.849420522642924	0.989226364021023	1.5479976221575	-0.52216484872903	-0.445242033686707	0.99402726427268
ENSMUSG00000021609.6	Slc6a3	protein_coding	2	4.97724464632668	5.39836762213269	4.19370166500222	4.69795409904493	-1.9465270685746	5.13990394482967	3.76646219508062	0.421178958228496	4.92078417884277	2.90090494797361	2.99846649522303	5.57113912720894
ENSMUSG00000073125.10	Xlr3b	protein_coding	2	2.80816586540909	-4.16641327237029	1.68320826021337	-0.527750059698162	1.64385760035362	1.94599274839077	2.31628713000081	1.6353819817516	-2.97575156315692	2.45185162939995	1.76588183121289	1.76917769304222
ENSMUSG00000116378.1	Gcat	protein_coding	2	0.267819226758746	-6.93618501161974	-0.409447273246218	0.016646646488481	0.4073189571282	0.0564123133598407	-2.83705912995117	-0.410792651008111	0.909589680764646	-0.17506819939437	1.08121161054614	0.353711903708018
ENSMUSG00000044681.19	Cnpy1	protein_coding	2	3.62689120958089	0.579514826664306	2.12706691318149	2.28691976415608	-3.24198295210077	-1.67699765352073	-0.474847439598459	4.21485894338902	-0.697544845698874	-0.820662480989833	0.939831608760684	1.4551501161617
ENSMUSG00000112614.1	Gm9030	processed_pseudogene	1	1.02205359775397	0.580933173533475	0.922432052009643	0.698826845903364	0.776748321999566	0.730668852024309	0.716568733447437	-6.89170399705586	0.728162337714477	0.27269393907572	0.671716190199668	0.113928635126456
ENSMUSG00000083012.9	Fam220a	protein_coding	2	2.35631878662906	4.32214546099269	3.12692629277679	3.08183494591475	2.3990900880614	2.29437493042167	2.59320021434034	-0.315484215846279	2.39700306830998	1.8569770448981	-2.64694348580677	-1.44430662767598
ENSMUSG00000058665.8	En1	protein_coding	2	1.95112242453502	1.27813410918103	0.872444747163901	2.31507080447023	-5.11645207001691	0.851381318834061	0.450051105160822	1.5636232232487	0.356902938323503	-0.860739920365168	1.13328514569924	2.35314065244699
ENSMUSG00000048108.13	Tmem72	protein_coding	2	-0.77805382152562	3.31292844109399	-0.853380289397105	2.29636460994053	1.96747041352818	2.97276517722072	2.37952410896063	0.307968347780505	3.06635696892114	-1.7250848210076	-1.50351628654154	-0.518474468414003
ENSMUSG00000001827.12	Folr1	protein_coding	2	-3.99306671249647	1.59909036500107	-1.38389500609588	0.961433849855528	1.07337248886311	1.75527655068342	0.932327941907414	-0.825614806598087	1.57010618820529	-2.61816961709109	-1.18864294918812	-2.10343696913516
ENSMUSG00000034739.17	Mfrp	protein_coding	2	-1.21005914609033	3.16870199008519	-1.21354260277194	2.43194125719003	1.92261319272588	3.13844640508334	2.35661861837811	0.423354969260765	2.83521326665482	-0.775142911697182	-0.919023031243574	-1.05896682042089
ENSMUSG00000068323.12	Slc4a5	protein_coding	1	-0.869684296991189	2.06099446931788	-2.23189191265083	1.67686628247209	0.992072386761259	1.93544558362254	1.5510544238443	0.384420408218378	2.10345458131891	-2.36663085009513	-2.33750633510261	-0.696261587629286
ENSMUSG00000020178.6	Adora2a	protein_coding	2	0.92067755415311	0.671145302129874	0.831611029655323	2.06728848249669	6.06366428887862	1.42561741296216	1.50938524454322	4.88678386416651	0.680966777554856	1.03936150958071	1.14455625803426	0.790853589693726
ENSMUSG00000026579.8	F5	protein_coding	2	0.339129717844719	3.3223810222702	-0.571967354248457	2.71785975802755	2.51047372380794	3.49600674085356	2.71812429860592	1.11392055213802	3.28430780759087	-0.901962583091682	-0.418124795310893	0.193180037223016
ENSMUSG00000028736.13	Pax7	protein_coding	2	2.48266671846993	1.54359525240936	2.27653673988102	2.35177090850605	-3.00097485259697	0.864148614907939	0.335491340897966	-0.448760501207131	0.731298453105001	2.1316200174327	2.54194373241538	2.90243162895398
ENSMUSG00000096629.7	Gm3383	protein_coding	2	-3.41361068808186	1.24987969247783	1.09049777079938	-3.79987992146737	0.844862561352009	0.230188849183667	0.128948744365002	0.300095504009215	0.43085008562809	0.558457104784857	0.178508811901057	0.720666731108799
ENSMUSG00000097683.2	Gm26644	lncRNA	2	0.92067755415311	1.64501557030522	1.15215789414432	0.536467233332953	-1.9465270685746	1.19241823666913	1.86371132983302	-3.72177899561355	1.77594236815984	1.32490331482407	0.701174133061452	0.75670536728188
ENSMUSG00000047230.6	Cldn2	protein_coding	2	-1.75602751519562	2.04395456601942	-1.20332276045406	0.798172578694227	0.217448666536528	1.92329650095642	1.2045306630148	-0.701879438175842	1.57929535965995	-2.36663085009513	-2.2172121013849	-1.01228908107696
ENSMUSG00000054889.10	Dsp	protein_coding	2	3.72803247621071	4.54309001863047	3.86149924060218	1.7611351993697	0.814285267545976	1.3368081460043	0.556179456022165	0.715626316693751	0.945423258457848	-0.190308077454663	-0.486028859812696	1.62566650725808
ENSMUSG00000001076.7	C1ql4	protein_coding	2	1.10044517342667	0.358435737271891	0.0431151348490351	1.38091725416556	-4.3794864758507	0.630057164885104	0.596537193638306	0.9970392518424	-0.453126118032427	-1.03320711636993	0.522636001314431	1.55787641771611
ENSMUSG00000004655.5	Aqp1	protein_coding	2	-2.27685967849706	1.68220049063887	-1.38389500609588	2.20403949208148	1.47351111176261	2.04041514322408	1.46647665307393	1.47898340975136	1.79972359411588	-1.22912732634519	-0.557287542982518	-0.649719001692255
ENSMUSG00000022949.9	Clic6	protein_coding	2	0.667183915528923	3.89907590700775	0.381639740267092	3.36417399033099	3.66818277554061	3.85538324939156	3.11880078898892	2.57386240775354	3.71367278242317	-0.0916238025952558	0.716360536876128	1.00962569535148
ENSMUSG00000028023.16	Pitx2	protein_coding	2	0.879058464951371	1.35383383531288	0.243192970297948	0.025306033021913	-3.53148956929575	1.73456765385131	0.236807066038559	-2.64377648361227	-0.15005705039638	0.208681480592311	0.654631547124422	0.572673419644193
ENSMUSG00000068129.5	Cst7	protein_coding	2	0.530495243560542	5.97277046566973	4.46688219625285	5.736844297049	4.72222662433779	4.15199318248433	3.75090138893056	5.08950649121584	4.80805298240663	6.3138341682847	5.64151492239373	5.66330797106573
ENSMUSG00000026805.14	Barhl1	protein_coding	2	2.27371982819843	0.851717547771695	1.66728371782968	2.76624208980279	-2.79452397512955	0.237272472453388	1.39962167831768	2.36803926663492	0.872544378540752	1.1842698145524	2.07851092315507	2.69718162142657
ENSMUSG00000059246.4	Foxb1	protein_coding	2	1.07609531201092	0.812007837969724	-0.275835260238432	0.437500782531931	-4.3794864758507	1.02059370231133	-0.316585355681727	-0.662885306559979	-0.530088099847311	0.473328737394406	0.860030897547564	0.840606624890826
ENSMUSG00000096780.7	Tmem181b-ps	transcribed_unprocessed_pseudogene	2	5.09113425672478	5.72441707768002	5.24484619192532	5.1120269551913	5.47924676321284	4.88281572677069	5.59098583157237	5.53628446104633	5.43796476745944	4.42679688673862	0.236542505466802	4.759725815607
ENSMUSG00000030680.6	Pagr1a	protein_coding	2	0.797109539670137	-0.233804510004212	-1.13589999972623	0.0731246799887352	-1.15915652097115	2.64965768718009	-2.82208662301501	1.46716694262976	0.655474368101555	-1.31504992946448	-0.939822402574032	0.424155624686341
ENSMUSG00000047798.15	Cd300lf	protein_coding	2	-3.99306671249647	0.005390850198501	-1.26103825831035	1.51583573655483	-1.5721315537931	-0.423241061274945	0.236807066038559	0.773631920129317	-0.0334121315441098	0.863203140365872	0.469848586954996	0.361685761579994
ENSMUSG00000041261.9	Car8	protein_coding	2	6.433048252968	3.65159250470847	5.17444066517088	6.33339419395558	3.46223510527776	3.12903551394063	3.07662399605335	7.10432807104519	3.17035161829378	3.31031350901179	4.27528205029454	4.06909924576369
ENSMUSG00000022218.16	Tgm1	protein_coding	2	-2.15656544477935	0.595196448896576	-1.66629473679661	2.93597826917286	-0.72413464723815	1.3368081460043	-0.0442130852685971	0.0969806897163066	0.439958678051061	1.72083199115521	1.56099647501319	1.18678226602487
ENSMUSG00000054901.7	Arhgef33	protein_coding	2	3.28836660416283	0.16184707134079	1.81424986899389	2.83266095507952	0.168950148845338	-0.362487030195849	0.286992823206776	3.77983706965603	0.198950578547266	-0.323986512686632	1.27335802906131	1.33300300687591
ENSMUSG00000004552.16	Ctse	protein_coding	2	-3.63049663311176	0.376697943664619	-0.945010764862673	0.900807490904027	-1.02898922876657	-1.53613511768088	-2.05980994031962	0.119523258367395	-0.180753847619297	1.08227010105	0.377336448165458	0.291864312082423
ENSMUSG00000015619.10	Gata3	protein_coding	2	2.90175105081147	2.20080610046049	1.96030225263251	2.60077083623548	-2.30909714795931	1.60365416578812	1.68809113152775	1.30305285736639	1.79183999504005	2.14685989549299	2.44042790382293	2.84670682442724
ENSMUSG00000039095.8	En2	protein_coding	2	3.16102805984412	1.27813410918103	1.9915306372841	2.94200835126788	-1.20956147440839	0.644930441366634	1.19141516322454	3.80960246490277	0.628815495503749	0.73770580971961	1.88376554633992	2.31258028912252
ENSMUSG00000023945.7	Slc5a7	protein_coding	2	2.10947144921597	0.928001133034544	1.00076884413944	2.46078763506785	3.65283481120717	0.0928825631182133	0.359142608962612	3.58098684218692	0.356902938323503	-0.140122320286446	1.69735242210904	2.50999218688806
ENSMUSG00000001504.10	Irx2	protein_coding	1	3.06840092022092	2.2708293085578	1.77888792610241	3.00804993984021	-1.49196120510912	1.32761897454964	2.18811757312397	3.00462840685408	2.09065897601382	1.6005377574375	2.43584791571967	3.65955883641579
ENSMUSG00000005892.4	Trh	protein_coding	2	1.85421439397389	2.2412345263695	1.02511870555519	3.70106863079772	2.36198051055044	2.24948842216303	1.24317659091429	3.52086584974935	3.33401322280378	-0.743700499174949	0.590142820672708	2.55539542821236
ENSMUSG00000099250.1	Rn7s2	misc_RNA	3	5.81429741039302	3.83866792296334	4.070427138298	1.81758754382682	5.33118911083747	5.78766223660592	5.41705070628447	6.35587347800795	5.459946682325	3.33531736009195	4.01621584236357	4.72835217123264
ENSMUSG00000062593.17	Gm49339	protein_coding	2	-1.02431764648091	1.22882244779289	-1.82960632078084	2.073564191048	-1.21277103088428	0.519318846812985	-0.393942650566872	1.32930302969333	-0.139465639128665	1.98917478884895	0.365632893392069	1.395146917678
ENSMUSG00000045502.6	Hcar2	protein_coding	2	-2.40810421177531	1.80864882587981	0.135479152997695	2.0891893970539	-0.0432030879862715	0.71708022712247	1.31749491160412	1.57997121733619	1.16883059017093	2.15190428888705	1.61871197286948	1.59700274900593
ENSMUSG00000006764.8	Tph2	protein_coding	2	3.02771484964003	1.09172098495015	0.542104412460338	2.81634070139315	0.0128309469280564	0.472228355253748	0.450051105160822	1.46144282844222	0.69793985615857	0.0875450430906764	2.71447095567491	3.56652643530904
ENSMUSG00000112449.1	Srp54b	protein_coding	2	5.56821032068578	2.17432439827774	5.73668733711141	4.66457466387921	4.86200099734187	2.56695259060827	4.93845425348548	4.64882123665418	3.79850445390874	4.61288237624496	2.17240977402322	5.03236375445288
ENSMUSG00000053747.9	Sox14	protein_coding	2	1.30286617385795	0.579514826664306	1.23799406362363	1.38091725416556	-3.00097485259697	0.13563221057755	0.729511058907727	-0.383909356857163	-0.453126118032427	0.724222580355988	1.22108075019425	1.44446343736445
ENSMUSG00000018486.2	Wnt9b	protein_coding	2	-0.0060057682039688	1.11366353783083	-0.76722364564739	2.16332581909294	-1.9465270685746	2.49907957490318	1.32951743985333	0.896198562335572	0.763903118536928	1.21351463432825	1.26305302066957	-0.323218177015069
ENSMUSG00000031491.10	Chrna6	protein_coding	2	2.46870504459534	2.8336528320097	2.12706691318149	2.22891416072051	-0.77067723317518	2.49498100668956	1.35326604262594	-0.321848388724912	2.24875413446788	1.16443864263083	1.73512146498479	2.92950712947976
ENSMUSG00000046922.7	Gpr6	protein_coding	2	0.806908679195536	0.74329508788571	0.803731997079887	-0.020864148411013	4.16354534440453	0.386328281848101	1.17817933606785	2.87482491154301	0.9311390324516	0.611564779586526	0.716360536876128	0.721729229038906
ENSMUSG00000025094.8	Slc18a2	protein_coding	2	4.18613151520258	4.22683562796106	2.97756145297812	4.21466367511457	0.593206178153561	4.02130632027637	2.77197920004818	3.16764046376857	3.6518639856106	1.8000845948713	3.01083694649957	4.5939839258896
ENSMUSG00000028707.15	Dmbx1	protein_coding	2	0.456966208138577	0.54763076564452	0.507956190048493	0.888370387665805	-3.00097485259697	-0.248154354716854	-0.652634558813742	-1.53415199243778	-0.742632735227412	0.626137580673798	0.716360536876128	0.512552427206622
ENSMUSG00000024871.11	Doc2g	protein_coding	2	0.766849996296855	0.898349243772521	0.549677632165139	0.366462522780374	1.66909848172235	0.36672372390859	0.240632154556525	4.4869485075066	0.506017752443726	0.757167758367496	0.981282052254187	1.37547857841407
ENSMUSG00000040528.15	Milr1	protein_coding	1	-3.09998191641298	0.851717547771695	-0.24639148234595	1.20152827292544	0.0400524156630807	0.0033844122791105	-0.433624776871946	0.119523258367395	0.245871625934759	1.02843194942245	0.978135496937323	0.75670536728188
ENSMUSG00000090675.2	Olfr111	protein_coding	2	-2.55097629346824	0.89112593232993	-0.73865449345062	0.381627329258471	-0.20924091112724	-1.12445663049195	0.135811544105161	0.243338289177792	-1.00127704245599	1.59521469908013	0.889136218120251	0.898756767637315
ENSMUSG00000038224.12	Serpinf2	protein_coding	2	-1.37415687985198	1.04680856307457	-0.466357166287858	2.47333288838696	-0.77067723317518	1.06550612418691	0.471910539124561	-0.783179540277691	0.074503207622778	1.77414780568767	1.05182104507034	0.872846961891034
ENSMUSG00000031737.11	Irx5	protein_coding	2	1.1362163044485	0.358435737271891	0.343420418036602	1.15597752328942	-2.79452397512955	0.0033844122791105	-0.606091972876712	0.700753040212221	-0.491093968231447	-0.0916238025952558	0.818411808345825	1.43369700649538
ENSMUSG00000000263.15	Glra1	protein_coding	2	3.31462201560764	1.75381295979971	1.74996074063891	2.95697420166483	-0.77067723317518	1.76891915864209	1.90446813744642	3.19973138926775	2.36489572907703	1.57822759571241	2.52047466002496	3.38282969217594
ENSMUSG00000038204.13	Asb10	protein_coding	2	-2.15656544477935	1.50260684095852	-0.336589291317528	1.16074265807893	0.517753949724095	-0.16798400603287	-0.561004083348174	0.730347822400517	0.174905104580615	1.95817975332536	1.36293338303848	1.06648803230715
ENSMUSG00000018698.15	Lhx1	protein_coding	1	2.83438941561764	1.43450239518748	1.59592711196648	2.49400222532228	-1.27514981603597	0.825502687008455	1.12398723570425	2.926878180425	0.987446473353555	1.06097532268677	1.65856796168359	2.11783491230737
ENSMUSG00000031734.13	Irx3	protein_coding	2	2.31592232668339	1.64501557030522	1.32882304182364	2.16332581909294	-1.74721826035119	0.876803915713968	1.13772729233056	1.85312984044369	1.32993589072323	1.06097532268677	1.7125788963337	2.430992797567
ENSMUSG00000099021.1	Rn7s1	misc_RNA	3	5.81429741039302	3.83866792296334	4.070427138298	5.487569657551	5.33118911083747	5.78766223660592	5.41705070628447	6.35587347800795	6.86115607820088	3.33531736009195	4.01621584236357	4.72835217123264
ENSMUSG00000026247.13	Ecel1	protein_coding	2	2.77133100894947	3.32002367690765	2.36026608947453	5.94407538456837	4.18960961941143	4.94486637614809	5.02903589676204	5.04456586054635	5.30141437389704	5.00945111655494	4.30948274415708	3.93428901997266
ENSMUSG00000026354.8	Lct	protein_coding	2	2.90175105081147	4.10341950633402	2.98378668395709	0.973259285252318	0.264369713924021	2.28789854552336	2.00534273920564	0.526148517830038	1.66810462661781	1.62250815727311	2.18059086047759	1.75237944187909
ENSMUSG00000103800.1	Pcdha8	protein_coding	2	-0.401592452109449	0.0175458381917543	0.418688851951405	0.881860471888526	1.16956655348658	0.51073761538928	1.4524719196179	1.20969395512667	1.26740820720193	-1.69289353524638	1.0131138986438	-1.57649722774544
ENSMUSG00000066443.5	Gm10163	processed_pseudogene	2	2.91680923193754	3.34477130221132	-0.458570690519173	3.29707048700308	3.21729962009382	3.06038404266467	2.93414002667944	3.34033311979149	2.26051257281651	3.14794592946773	2.86433205245364	1.9376078857106
ENSMUSG00000048349.9	Pou4f1	protein_coding	2	1.95112242453502	1.66744133336646	1.55470444923997	1.97620056056444	-1.49196120510912	0.537446014700229	0.535569176346879	-0.205203469872641	0.663791633746724	1.27953180706277	1.87702396846087	1.91603289506307
ENSMUSG00000072675.12	Duxbl2	protein_coding	2	0.265882867454114	0.324217081406057	-0.147283337333025	-0.114630539138294	-0.111950677781969	0.242562458159538	0.768892276881693	0.679366001111851	-2.37650483642951	0.932848277885258	-0.0113191738772253	-2.19137033114008
ENSMUSG00000000982.5	Ccl3	protein_coding	2	-0.734332444096302	2.69499204408424	1.64388815041765	2.61216059308428	1.77836569329103	1.53345515450419	1.38817165757414	2.38209160215841	2.01817960089316	3.37213698670507	2.84801552139072	2.74586613492042
ENSMUSG00000068696.6	Gpr88	protein_coding	2	4.83574980708185	4.65767292723849	5.35517298571234	3.95473919728152	7.88993245389039	4.39899566078291	4.89489213520509	6.58820254777693	4.81876129435534	4.88395181469241	4.99029035787389	4.7690706324477
ENSMUSG00000021886.7	Gpr65	protein_coding	2	-2.40810421177531	0.988627491986044	-0.24639148234595	1.59504205951841	-0.0149140435548477	0.0033844122791105	-0.173980960238927	0.457024157175218	0.335369776773862	1.41157772630296	1.08729894042506	0.667621823699455
ENSMUSG00000029371.7	Cxcl5	protein_coding	2	-0.823141711054159	1.69681018552322	0.455168775689057	-0.305167170998458	1.49334228368418	0.58449458750466	0.83448061850927	0.815655135025023	1.3515497038293	2.69514534749156	2.42664408838983	2.00599627195079
ENSMUSG00000007030.8	Vwa7	protein_coding	2	1.32369967727511	-0.746360452739719	-0.809658911967787	0.913138292814747	0.375401026312765	-0.896310681925204	-0.652634558813742	2.19840842260843	0.174905104580615	-0.216071173519744	0.338604053676744	1.76960585598969
ENSMUSG00000024610.15	Cd74	protein_coding	2	3.68842271190326	6.00687919654227	3.93562659108438	3.8797572573611	4.03414145317347	5.43340199900677	2.45280171617686	3.35027915263847	4.01902402294881	4.12842467827289	3.38567230733352	5.70363789953112
ENSMUSG00000026668.10	Ucma	protein_coding	2	0.210805620869179	-0.669398470924835	-0.76722364564739	1.81469847578511	-2.05755838096334	1.38189603553284	0.184812428400298	0.883083062545314	0.335369776773862	0.0229359616675999	-0.557287542982518	0.428283510309018
ENSMUSG00000057777.4	Mab21l2	protein_coding	2	2.88432698586755	2.00339420269496	2.04013127641021	2.77640195602301	-0.679046757709612	1.22247547052531	0.900443880887628	2.82425799319928	1.81536271789348	1.69341653357481	2.23959404784558	2.85075934125172
ENSMUSG00000045573.9	Penk	protein_coding	2	5.0217508269221	4.86592740696633	4.83290473326097	7.19452087198821	7.9897291545795	6.63344035134521	6.55729813403847	7.39000874018746	6.66635402804285	6.38999218510803	6.17802211083898	5.41089115995034
