paper_id,journal,journal_family,figure_number,panel,plot_family,spines,tick_direction,grid,background,error_bar_style,points_overlaid,marker_fill,marker_size_class,line_weight_class,axis_line_weight_class,legend_position,legend_frame,legend_entries,n_categorical_colours,palette_class,sequential_cmap_class,colourbar_position,panel_label_case,panel_label_weight,panel_label_size_class,font_class,axis_label_weight,title_present,significance_style,brackets,n_stated_in_panel,tick_label_density,x_tick_rotation,panel_aspect_class,confidence,notes,image_path,reviewer,fig_typeset_width_mm,fig_smallest_cluster_pt,fig_dominant_cluster_pt,fig_largest_cluster_pt,fig_stroke_pt_inferred,fig_coloured_fraction,fig_n_hue_clusters,fig_mean_saturation,fig_figure_aspect,fig_n_panels_detected,fig_route,fig_width_evidence,fig_width_assumption,fig_text_evidence,fig_line_widths_pt_observed,fig_text_size_clusters_pt,plot_group
PMC10028007,Cell Metabolism,Cell,2,C,line,LB,out,none,white,bars,na,mixed,medium,UNKNOWN,UNKNOWN,outside_top,no,2,0,monochrome_black,na,na,upper,bold,larger,sans,regular,no,none,no,no,normal,0,wide,medium,more panels not reviewed,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig2.jpg,cell_1,174.0,6.46,6.46,6.46,,0.0056,1,0.501,1.335,10,web_jpeg,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",ESTIMATED,,"[{""pt"": 6.46, ""n_lines"": 119}]",lines
PMC10028007,Cell Metabolism,Cell,2,D,bar,LB,out,none,white,bars,yes,filled,small,na,UNKNOWN,outside_top,no,2,0,monochrome_black,na,na,upper,bold,larger,sans,regular,no,p_values,no,no,sparse,na,square,medium,more panels not reviewed,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig2.jpg,cell_1,174.0,6.46,6.46,6.46,,0.0056,1,0.501,1.335,10,web_jpeg,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",ESTIMATED,,"[{""pt"": 6.46, ""n_lines"": 119}]",bars
PMC10028007,Cell Metabolism,Cell,2,E,grouped_bar,LB,out,none,white,bars,yes,filled,small,na,UNKNOWN,outside_top,no,2,0,monochrome_black,na,na,upper,bold,larger,sans,regular,no,stars,no,no,normal,0,square,medium,more panels not reviewed,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig2.jpg,cell_1,174.0,6.46,6.46,6.46,,0.0056,1,0.501,1.335,10,web_jpeg,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",ESTIMATED,,"[{""pt"": 6.46, ""n_lines"": 119}]",bars
PMC10028007,Cell Metabolism,Cell,2,F,line_band,LB,out,none,white,band,na,na,na,UNKNOWN,UNKNOWN,outside_top,no,2,2,mixed,na,na,upper,bold,larger,sans,regular,no,none,no,no,normal,0,wide,medium,more panels not reviewed; black vs red series; grey vertical shading marks dark phase,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig2.jpg,cell_1,174.0,6.46,6.46,6.46,,0.0056,1,0.501,1.335,10,web_jpeg,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",ESTIMATED,,"[{""pt"": 6.46, ""n_lines"": 119}]",lines
PMC10028007,Cell Metabolism,Cell,2,G,grouped_bar,LB,out,none,white,bars,yes,filled,small,na,UNKNOWN,outside_top,no,2,0,monochrome_black,na,na,upper,bold,larger,sans,regular,no,none,no,no,normal,0,square,medium,more panels not reviewed,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig2.jpg,cell_1,174.0,6.46,6.46,6.46,,0.0056,1,0.501,1.335,10,web_jpeg,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",ESTIMATED,,"[{""pt"": 6.46, ""n_lines"": 119}]",bars
PMC10028007,Cell Metabolism,Cell,2,H,line_band,LB,out,none,white,band,na,na,na,UNKNOWN,UNKNOWN,outside_top,no,2,2,mixed,na,na,upper,bold,larger,sans,regular,no,none,no,no,normal,0,wide,medium,more panels not reviewed; black vs red series; grey vertical shading marks dark phase,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig2.jpg,cell_1,174.0,6.46,6.46,6.46,,0.0056,1,0.501,1.335,10,web_jpeg,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",ESTIMATED,,"[{""pt"": 6.46, ""n_lines"": 119}]",lines
PMC10028007,Cell Metabolism,Cell,4,B,bar,LB,out,none,white,bars,yes,filled,small,na,UNKNOWN,outside_top,no,2,2,saturated,na,na,upper,bold,larger,sans,regular,no,none,no,no,sparse,na,square,medium,more panels not reviewed; downward (negative) bars; experiment schematic above legend,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig4.jpg,cell_1,85.0,2.25,3.15,3.15,3.55,0.0473,3,0.63,1.052,18,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.25, ""n_lines"": 42}, {""pt"": 3.15, ""n_lines"": 123}]",bars
PMC10028007,Cell Metabolism,Cell,4,C,bar,LB,out,none,white,bars,yes,filled,small,na,UNKNOWN,outside_top,no,2,2,saturated,na,na,upper,bold,larger,sans,regular,no,stars,yes,no,sparse,na,square,medium,more panels not reviewed; downward bars,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig4.jpg,cell_1,85.0,2.25,3.15,3.15,3.55,0.0473,3,0.63,1.052,18,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.25, ""n_lines"": 42}, {""pt"": 3.15, ""n_lines"": 123}]",bars
PMC10028007,Cell Metabolism,Cell,4,D,bar,LB,out,none,white,bars,yes,filled,small,na,UNKNOWN,outside_top,no,3,3,saturated,na,na,upper,bold,larger,sans,regular,no,stars,yes,no,sparse,na,square,medium,more panels not reviewed; downward bars; # used alongside *,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig4.jpg,cell_1,85.0,2.25,3.15,3.15,3.55,0.0473,3,0.63,1.052,18,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.25, ""n_lines"": 42}, {""pt"": 3.15, ""n_lines"": 123}]",bars
PMC10028007,Cell Metabolism,Cell,4,E,bar,LB,out,none,white,bars,yes,filled,small,na,UNKNOWN,outside_top,no,2,2,saturated,na,na,upper,bold,larger,sans,regular,no,stars,yes,no,sparse,na,square,medium,more panels not reviewed; downward bars,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig4.jpg,cell_1,85.0,2.25,3.15,3.15,3.55,0.0473,3,0.63,1.052,18,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.25, ""n_lines"": 42}, {""pt"": 3.15, ""n_lines"": 123}]",bars
PMC10028007,Cell Metabolism,Cell,4,F,grouped_bar,LB,out,none,white,bars,yes,filled,small,na,UNKNOWN,outside_top,no,2,2,mixed,na,na,upper,bold,larger,sans,regular,no,stars,yes,no,normal,0,square,medium,more panels not reviewed; white vs purple fills,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig4.jpg,cell_1,85.0,2.25,3.15,3.15,3.55,0.0473,3,0.63,1.052,18,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.25, ""n_lines"": 42}, {""pt"": 3.15, ""n_lines"": 123}]",bars
PMC10028007,Cell Metabolism,Cell,4,G,scatter_regression,LB,out,none,white,none,na,filled,small,UNKNOWN,UNKNOWN,inside,no,4,2,mixed,na,na,upper,bold,larger,sans,regular,no,p_values,no,no,normal,0,square,medium,more panels not reviewed; R2 and P printed inside panel; grey and purple markers,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig4.jpg,cell_1,85.0,2.25,3.15,3.15,3.55,0.0473,3,0.63,1.052,18,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.25, ""n_lines"": 42}, {""pt"": 3.15, ""n_lines"": 123}]",scatter
PMC10028007,Cell Metabolism,Cell,4,H,line,LB,out,none,white,bars,na,mixed,medium,UNKNOWN,UNKNOWN,inside,no,2,2,mixed,na,na,upper,bold,larger,sans,regular,no,none,no,no,normal,0,wide,medium,more panels not reviewed; black vs purple; yellow vertical shaded bands mark experiment windows,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig4.jpg,cell_1,85.0,2.25,3.15,3.15,3.55,0.0473,3,0.63,1.052,18,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.25, ""n_lines"": 42}, {""pt"": 3.15, ""n_lines"": 123}]",lines
PMC10028007,Cell Metabolism,Cell,4,I,grouped_bar,LB,out,none,white,bars,yes,filled,small,na,UNKNOWN,outside_top,no,2,2,mixed,na,na,upper,bold,larger,sans,regular,no,stars,yes,no,normal,0,square,medium,more panels not reviewed; white vs purple fills,PRIVATE_REFERENCE_ONLY/corpus/PMC10028007/figures/Fig4.jpg,cell_1,85.0,2.25,3.15,3.15,3.55,0.0473,3,0.63,1.052,18,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.25, ""n_lines"": 42}, {""pt"": 3.15, ""n_lines"": 123}]",bars
PMC10171335,Cancer Cell,Cell,1,B,pie_donut,none,none,none,white,na,na,na,na,na,UNKNOWN,outside_right,no,3,3,saturated,na,na,upper,bold,larger,sans,regular,yes,none,no,yes,sparse,na,square,medium,Total=130 printed in donut hole; percentage labels in legend,PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig1.jpg,cell_1,85.0,2.33,4.19,5.13,,0.1885,4,0.558,0.781,7,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.33, ""n_lines"": 23}, {""pt"": 3.26, ""n_lines"": 61}, {""pt"": 4.19, ""n_lines"": 67}, {""pt"": 5.13, ""n_lines"": 33}]",other
PMC10171335,Cancer Cell,Cell,1,C,pie_donut,none,none,none,white,na,na,na,na,na,UNKNOWN,outside_right,no,2,2,saturated,na,na,upper,bold,larger,sans,regular,yes,none,no,yes,sparse,na,square,medium,Total=130 printed in donut hole,PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig1.jpg,cell_1,85.0,2.33,4.19,5.13,,0.1885,4,0.558,0.781,7,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.33, ""n_lines"": 23}, {""pt"": 3.26, ""n_lines"": 61}, {""pt"": 4.19, ""n_lines"": 67}, {""pt"": 5.13, ""n_lines"": 33}]",other
PMC10171335,Cancer Cell,Cell,1,E,stacked_bar,B,none,none,white,na,na,na,na,na,UNKNOWN,below,no,4,4,saturated,na,na,upper,bold,larger,sans,regular,yes,none,no,yes,sparse,0,tall,medium,"two stacked columns joined by alluvial ribbons; percentage labels inside segments; legend shared with panel F, placed below F; thin baseline rule under each column",PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig1.jpg,cell_1,85.0,2.33,4.19,5.13,,0.1885,4,0.558,0.781,7,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.33, ""n_lines"": 23}, {""pt"": 3.26, ""n_lines"": 61}, {""pt"": 4.19, ""n_lines"": 67}, {""pt"": 5.13, ""n_lines"": 33}]",bars
PMC10171335,Cancer Cell,Cell,1,F,stacked_bar,B,none,none,white,na,na,na,na,na,UNKNOWN,below,no,4,4,saturated,na,na,upper,bold,larger,sans,regular,no,none,no,yes,sparse,0,tall,medium,alluvial ribbons between two stacked columns; legend below shared with E,PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig1.jpg,cell_1,85.0,2.33,4.19,5.13,,0.1885,4,0.558,0.781,7,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.33, ""n_lines"": 23}, {""pt"": 3.26, ""n_lines"": 61}, {""pt"": 4.19, ""n_lines"": 67}, {""pt"": 5.13, ""n_lines"": 33}]",bars
PMC10171335,Cancer Cell,Cell,1,H,stacked_bar,B,none,none,white,na,na,na,na,na,UNKNOWN,below,no,5,5,saturated,na,na,upper,bold,larger,sans,regular,yes,none,no,yes,sparse,0,tall,medium,alluvial ribbons; percentage labels inside segments; legend below,PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig1.jpg,cell_1,85.0,2.33,4.19,5.13,,0.1885,4,0.558,0.781,7,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.33, ""n_lines"": 23}, {""pt"": 3.26, ""n_lines"": 61}, {""pt"": 4.19, ""n_lines"": 67}, {""pt"": 5.13, ""n_lines"": 33}]",bars
PMC10171335,Cancer Cell,Cell,3,B,pie_donut,none,none,none,white,na,na,na,na,na,UNKNOWN,below,no,3,3,saturated,na,na,upper,bold,larger,sans,regular,yes,none,no,yes,sparse,na,square,medium,Total=115 printed in donut hole,PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig3.jpg,cell_1,85.0,3.69,3.69,4.62,0.66,0.0869,4,0.598,0.73,5,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 3.69, ""n_lines"": 145}, {""pt"": 4.62, ""n_lines"": 21}]",other
PMC10171335,Cancer Cell,Cell,3,C,forest,B,out,none,white,bars_caps,na,filled,medium,UNKNOWN,UNKNOWN,none,na,na,3,mixed,na,na,upper,bold,larger,sans,regular,yes,p_values,no,yes,dense,0,tall,medium,"log-scale x axis; dotted vertical reference line at 1; OR (95% CI), N and p printed as a text column at left; curly braces group row blocks at right; black/red/blue squares",PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig3.jpg,cell_1,85.0,3.69,3.69,4.62,0.66,0.0869,4,0.598,0.73,5,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 3.69, ""n_lines"": 145}, {""pt"": 4.62, ""n_lines"": 21}]",other
PMC10171335,Cancer Cell,Cell,4,A,bar,LB,out,none,white,bars_caps,yes,filled,small,na,UNKNOWN,none,na,na,2,saturated,na,na,upper,bold,larger,sans,regular,no,stars,yes,no,sparse,0,tall,medium,open bar with mean/SEM and jittered filled points (green vs orange),PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig4.jpg,cell_1,85.0,2.12,2.97,3.81,,0.0749,3,0.746,0.667,9,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.12, ""n_lines"": 68}, {""pt"": 2.97, ""n_lines"": 100}, {""pt"": 3.81, ""n_lines"": 60}]",bars
PMC10171335,Cancer Cell,Cell,4,B,line,box,out,none,white,none,na,na,na,UNKNOWN,UNKNOWN,none,na,na,3,mixed,na,na,upper,bold,larger,sans,regular,yes,none,no,no,dense,0,wide,medium,two stacked genome-wide tracks both labelled B; blue vertical chromosome delimiters; red dashed horizontal thresholds; red/green filled peaks; gene names annotated in italics,PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig4.jpg,cell_1,85.0,2.12,2.97,3.81,,0.0749,3,0.746,0.667,9,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.12, ""n_lines"": 68}, {""pt"": 2.97, ""n_lines"": 100}, {""pt"": 3.81, ""n_lines"": 60}]",lines
PMC10171335,Cancer Cell,Cell,4,C,volcano,box,out,major,white,none,na,filled,small,na,UNKNOWN,outside_right,no,3,3,saturated,na,na,upper,bold,larger,sans,regular,yes,none,no,no,normal,0,square,medium,"two volcano subplots both labelled C (Primary, MIND-PDX); ggplot-like grey major grid on white with box frame; titled legend 'Label' between the two subplots",PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig4.jpg,cell_1,85.0,2.12,2.97,3.81,,0.0749,3,0.746,0.667,9,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.12, ""n_lines"": 68}, {""pt"": 2.97, ""n_lines"": 100}, {""pt"": 3.81, ""n_lines"": 60}]",scatter
PMC10171335,Cancer Cell,Cell,4,D,bar,LB,out,none,white,none,no,na,na,na,UNKNOWN,none,na,na,2,saturated,na,na,upper,bold,larger,sans,regular,no,none,no,no,dense,0,wide,medium,horizontal bars diverging about 0; two subplots both labelled D; green (positive) vs blue (negative),PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig4.jpg,cell_1,85.0,2.12,2.97,3.81,,0.0749,3,0.746,0.667,9,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.12, ""n_lines"": 68}, {""pt"": 2.97, ""n_lines"": 100}, {""pt"": 3.81, ""n_lines"": 60}]",bars
PMC10171335,Cancer Cell,Cell,4,E,heatmap,box,none,none,white,na,na,na,na,na,UNKNOWN,na,na,na,0,sequential,other,right,upper,bold,larger,sans,regular,yes,none,no,no,dense,90,wide,medium,"single-row heatmap wrapped onto two rows; yellow-green-blue sequential map (YlGnBu-like), recorded as other; vertical gene labels almost touching",PRIVATE_REFERENCE_ONLY/corpus/PMC10171335/figures/Fig4.jpg,cell_1,85.0,2.12,2.97,3.81,,0.0749,3,0.746,0.667,9,web_jpeg,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",ESTIMATED,,"[{""pt"": 2.12, ""n_lines"": 68}, {""pt"": 2.97, ""n_lines"": 100}, {""pt"": 3.81, ""n_lines"": 60}]",heatmaps
