feature_id	feature_name	logFC	AveExpr	P.Value	adj.P.Val
FEAT00037	Feature37	-3.0799934260083015	6.890774885266265	3.429270511893236e-05	0.0007348436811199791
FEAT00038	Feature38	-2.786835186474959	3.544022875561255	2.4014645356443213e-05	0.0007348436811199791
FEAT00039	Feature39	-2.424204395260348	4.562231900063643	0.00023832063940736474	0.0026480071045262748
FEAT00040	Feature40	0.2419463233902075	6.075310004474718	0.5187329773460972	0.817383222231909
FEAT00041	Feature41	0.26163752850088695	5.839289774540958	0.3928464150839707	0.7459109147164001
FEAT00042	Feature42	-0.4530415945855135	3.6366468794408866	0.17364613911011337	0.5987797900348737
FEAT00043	Feature43	0.4123464074953507	5.967946601232241	0.11192115274862072	0.47909755254204267
FEAT00044	Feature44	-0.4921936277523127	8.461141153451356	0.25159108893729876	0.6811633152397881
FEAT00045	Feature45	0.45742694466912104	2.721044451969847	0.09915851156531928	0.45765466876301203
FEAT00046	Feature46	0.255454501138348	7.884192769820206	0.5255598075202638	0.817383222231909
FEAT00047	Feature47	0.2528335936124888	6.259301646396795	0.4368290107916186	0.7619110653342185
FEAT00048	Feature48	-0.5895798409280113	5.015440967092098	0.039562369127650376	0.2525257603892577
FEAT00049	Feature49	-0.19155889343109145	9.847543882995211	0.4449635690902558	0.771613125590039
FEAT00050	Feature50	-0.33661807426895596	7.967382721677651	0.37822683604750174	0.7354397287411482
FEAT00051	Feature51	-0.1891257606586887	3.612006395142421	0.5407248227307538	0.8234388163412496
FEAT00052	Feature52	-0.017131837766505065	6.089075477990746	0.9639164397134571	0.9967572843761756
FEAT00053	Feature53	-0.37403064713133105	7.212133871177008	0.08650878304839729	0.4055099205393623
FEAT00054	Feature54	0.24758352279069662	5.871295227227825	0.456564607536758	0.7801932423350595
FEAT00055	Feature55	0.0635945766236139	7.606350430794609	0.8747730168285942	0.9764115634573864
FEAT00056	Feature56	0.027117240211332216	5.598668956823773	0.9406160608699977	0.9967572843761756
FEAT00057	Feature57	-0.29326625624048575	7.430600871028705	0.19033933325150226	0.6274923074225349
FEAT00058	Feature58	0.30300767458600397	9.130045448745419	0.36751366021351584	0.7354397287411482
FEAT00059	Feature59	-0.18023804629698148	4.365543236358351	0.5466600519737084	0.8270433847445491
FEAT00060	Feature60	0.6776031847602093	6.046821010501191	0.07427771005644218	0.3713885502822109
FEAT00061	Feature61	-0.0727395400013604	5.19810532871214	0.8516721477450108	0.9713277898204338
FEAT00062	Feature62	0.3521161453014887	6.210215661023288	0.3799944602565542	0.7354397287411482
FEAT00063	Feature63	-0.6345523127929589	3.3951632922250226	0.07978439963547723	0.38605354662327696
FEAT00064	Feature64	-0.8743982966777235	4.844056202158341	0.061447195627420355	0.33516652160411103
FEAT00065	Feature65	0.0015533440480046679	5.470434832026019	0.9959662374799604	0.9992972282407628
FEAT00066	Feature66	0.3713955695952871	8.07807629315966	0.4360078872437543	0.7619110653342185
FEAT00067	Feature67	-0.05602178342685704	8.145859070355092	0.8097511984947939	0.9594097870188536
FEAT00068	Feature68	-0.10389509856347612	3.386075102197008	0.681500389833264	0.8967110392542947
FEAT00069	Feature69	0.07365964279845905	4.132879422335825	0.8577301974740188	0.9713277898204338
FEAT00070	Feature70	-0.4111473511784993	7.573014373756673	0.28006652829473616	0.7035176759957845
FEAT00071	Feature71	-0.07437782905378576	2.0409600973450837	0.8294095958965527	0.9628562034000391
FEAT00072	Feature72	0.009452564105037808	4.741083681375211	0.9739161141090917	0.9967572843761756
FEAT00073	Feature73	-0.11568536717223754	5.560429854423883	0.7531245789965495	0.9373940376692942
FEAT00074	Feature74	0.2561035061392065	8.806515176942403	0.3013748612173908	0.7063473309782597
FEAT00075	Feature75	0.5446193879396146	7.182267288652038	0.04847168927380051	0.27975548313973947
FEAT00076	Feature76	-0.44869721167199206	5.219486594550376	0.2655784307200556	0.6928132975305797
FEAT00077	Feature77	0.541800782271169	5.6162856470662135	0.028359775192940816	0.2025698228067201
FEAT00078	Feature78	0.45730830977907466	5.610260383502343	0.1414880273066551	0.5307217716330929
FEAT00079	Feature79	0.39504138074335415	8.841147726347955	0.35771258316530835	0.7354397287411482
FEAT00080	Feature80	0.4038582958361596	5.279728559016198	0.2682998188749911	0.6938788419180805
FEAT00081	Feature81	-0.056398136170453306	5.575656085719534	0.8317888331290564	0.9628562034000391
FEAT00082	Feature82	-0.3127987280627078	6.856045029448906	0.4752055286574132	0.7916468392497936
FEAT00083	Feature83	-0.3981045790554454	5.827045910955889	0.26285561456283707	0.6917253014811502
FEAT00084	Feature84	-0.4178810318222963	5.522432959025916	0.2875445181898941	0.7055335877753006
FEAT00085	Feature85	-0.143199811079616	4.092713793090656	0.7615147245565106	0.9373940376692942
FEAT00086	Feature86	-0.07984856615253744	6.008253555964607	0.8186963515894218	0.9594097870188536
FEAT00087	Feature87	0.3682402768234896	4.740442338173106	0.3763709219922654	0.7354397287411482
FEAT00088	Feature88	-0.5249303762028745	8.17579098733253	0.1113999939390087	0.47909755254204267
FEAT00089	Feature89	-0.20196136591437508	7.193170959161115	0.5724166078029714	0.8382889724910528
FEAT00090	Feature90	-0.5707128095650145	5.973054057240595	0.32169799705049285	0.7216344781292136
FEAT00091	Feature91	-1.1252040120717295	7.524242736321818	0.0330347833122257	0.23047523241087697
FEAT00092	Feature92	-0.2339466813027622	5.408832288601853	0.5206123090491949	0.817383222231909
FEAT00093	Feature93	0.13935667102721716	8.136325470551698	0.7615483804851656	0.9373940376692942
FEAT00094	Feature94	-0.4988404397741686	5.842417786315132	0.07638178462187764	0.3756481210912015
FEAT00095	Feature95	0.6257907714936595	7.20153608540766	0.07275967233473199	0.36996443560033215
FEAT00096	Feature96	-0.39175048563318526	3.3000953373002937	0.495501983910765	0.8167615119408214
FEAT00097	Feature97	-0.5596856614156573	6.773830901935656	0.19007036171182565	0.6274923074225349
FEAT00098	Feature98	0.208098082057115	2.5573847681551394	0.3927834530769741	0.7459109147164001
FEAT00099	Feature99	-0.3206689010790169	1.9218153454054436	0.3991983857443108	0.7484969732705828
FEAT00100	Feature100	-0.018382456250923163	5.882723309091761	0.9675000473826894	0.9967572843761756
FEAT00101	Feature101	-0.36322640516375104	4.151040192990836	0.202334934363098	0.634545388153851
FEAT00102	Feature102	-0.248290443780804	6.60968002056223	0.6328054700170692	0.8629165500232763
FEAT00103	Feature103	-0.24393745738568384	10.580200106980586	0.47449205176272785	0.7916468392497936
FEAT00104	Feature104	0.1741622609650797	4.176506295581878	0.7118651974090154	0.9205153414771752
FEAT00105	Feature105	-0.0031359033508175926	4.983088035352897	0.9923736149433074	0.9992972282407628
FEAT00106	Feature106	-0.3012621562186828	6.222121490092512	0.31798561811841247	0.7216344781292136
FEAT00107	Feature107	-0.5368671365908462	7.237758941901784	0.04704323260277215	0.27975548313973947
FEAT00108	Feature108	0.3063393233691185	5.300733000009921	0.2814070703983138	0.7035176759957845
FEAT00109	Feature109	-0.44676291317371675	5.415586176692064	0.24419505424916654	0.6783195951365738
FEAT00110	Feature110	0.24791346151387028	7.3483587834292186	0.37679584492407475	0.7354397287411482
FEAT00111	Feature111	-0.08534942848677396	7.027845693328182	0.8179105622661563	0.9594097870188536
FEAT00112	Feature112	0.3980090100133973	4.049414425400811	0.25257608579948115	0.6811633152397881
FEAT00113	Feature113	-0.0617929169188578	5.600904035242302	0.8320373330793706	0.9628562034000391
FEAT00114	Feature114	0.4227223346391682	6.141221767202977	0.15990494735640584	0.5779696892400211
FEAT00115	Feature115	0.17041760083680257	3.402483609362075	0.5604306636007422	0.8364636770160331
FEAT00116	Feature116	-0.06649417030000482	6.247331290601508	0.8569885683340003	0.9713277898204338
FEAT00117	Feature117	0.26145474347611763	4.564721499997712	0.3223300668977154	0.7216344781292136
FEAT00118	Feature118	-0.07894520862661025	7.803780750470771	0.8158613740939882	0.9594097870188536
FEAT00119	Feature119	0.5211452103032732	6.3210408631894595	0.25892244267174885	0.6874047150577404
FEAT00120	Feature120	0.1748050216389352	6.274050480329969	0.68130227701841	0.8967110392542947
FEAT00121	Feature121	0.8327711473095469	4.881418261582657	0.03738153329453841	0.2492102219635894
FEAT00122	Feature122	-0.1971050973447781	5.692129873280571	0.5148181942661488	0.817383222231909
FEAT00123	Feature123	-0.4821661548871039	1.9690623576597044	0.2413239065785145	0.6783195951365738
FEAT00124	Feature124	0.010044822177456503	3.3537027741193612	0.9779629200884989	0.9967572843761756
FEAT00125	Feature125	0.22458029920308586	6.86777721833515	0.551362256496366	0.8270433847445491
FEAT00126	Feature126	-0.2007091709380402	1.9864665764402683	0.6172569206287647	0.8573012786510621
FEAT00127	Feature127	-0.2652938827700986	7.418589965153004	0.31282955639723886	0.7216344781292136
FEAT00128	Feature128	0.4890544473757683	2.50918770513022	0.14329487834093507	0.5307217716330929
FEAT00129	Feature129	0.03473392256735952	7.788407270078982	0.8826126824766545	0.9764115634573864
FEAT00130	Feature130	-0.3835094689788825	4.417531051720247	0.29942612455358264	0.7063473309782597
FEAT00131	Feature131	-0.234888893383153	7.772452508593438	0.5207164458915338	0.817383222231909
FEAT00132	Feature132	0.7691575523525929	6.323738738349083	0.04725949771875814	0.27975548313973947
FEAT00133	Feature133	-0.23859184317288662	2.891749750470002	0.16305521840630327	0.5823400657367973
FEAT00134	Feature134	0.04944532734184648	8.771807098255534	0.885279817534697	0.9764115634573864
FEAT00135	Feature135	0.01951669813344381	9.123260661944583	0.9627343409943636	0.9967572843761756
FEAT00136	Feature136	0.16044634718793116	5.674758860606825	0.6256548739655665	0.8612630516395546
FEAT00137	Feature137	0.047031448836561296	5.338993142810139	0.8580062143413831	0.9713277898204338
FEAT00138	Feature138	-0.05529025222485018	5.699046176269434	0.8839427128162056	0.9764115634573864
FEAT00139	Feature139	0.40630905982547194	3.871794885141727	0.1769719591050015	0.6033134969488687
FEAT00140	Feature140	-0.0950196494232376	8.398774730510285	0.8012892956873955	0.9539158281992803
FEAT00141	Feature141	-0.3500711019610492	4.769089522613543	0.42186874643844585	0.7533370472115104
FEAT00142	Feature142	-0.046005513392961106	5.698100338313247	0.8799479311403001	0.9764115634573864
FEAT00143	Feature143	0.16385653220410656	4.577584378274886	0.675741888882199	0.8967110392542947
FEAT00144	Feature144	-0.08404763690695205	4.571172565115664	0.843261821757513	0.9692664617902448
FEAT00145	Feature145	0.29143157313627777	3.5700949087371883	0.4286558877065378	0.7607132031756201
FEAT00146	Feature146	-0.40252149185992536	8.64829484487801	0.2707283396799109	0.6941752299484895
FEAT00147	Feature147	0.2903151502548509	5.4416535131452575	0.4066830393301746	0.7507313483509397
FEAT00148	Feature148	0.3546958922946297	8.142920257613156	0.4036175425734326	0.7507313483509397
FEAT00149	Feature149	0.40135496747037	6.015206945348912	0.36932783609820224	0.7354397287411482
FEAT00150	Feature150	-0.17956246609821314	4.8076039773025725	0.597290420839581	0.8454836067084147
FEAT00151	Feature151	-0.04000981071505283	5.368407911606314	0.8841087425942591	0.9764115634573864
FEAT00152	Feature152	0.6005600477334854	4.900413862874596	0.21319230349088444	0.6460372833057104
FEAT00153	Feature153	-0.21437546364965954	6.094883593825128	0.5367280701110518	0.8234388163412496
FEAT00154	Feature154	0.13635295031206418	5.513283876223947	0.7286646404012682	0.9323501469396022
FEAT00155	Feature155	0.226996864459454	5.265684388709997	0.535078515705012	0.8234388163412496
FEAT00156	Feature156	0.3418449052909134	3.0795339515021065	0.2999329639330438	0.7063473309782597
FEAT00157	Feature157	0.49861101110935957	4.127758487003009	0.12519951141549457	0.5007980456619783
FEAT00158	Feature158	0.7031879263142251	9.171048468558372	0.10985812663839088	0.47909755254204267
FEAT00159	Feature159	0.21438719395492445	4.685247627966132	0.5399876337001025	0.8234388163412496
FEAT00160	Feature160	-0.7174774821965384	3.974273456142807	0.11949554409738018	0.4910775784823843
FEAT00161	Feature161	0.5649186811986642	6.6039345793820585	0.21733696402553007	0.6520108920765902
FEAT00162	Feature162	0.259160394352822	9.023506250335334	0.45771336883656827	0.7801932423350595
FEAT00163	Feature163	0.37724924818108363	3.174481102347911	0.36795809071410657	0.7354397287411482
FEAT00164	Feature164	0.20408413248445711	5.456470734394368	0.38156903824838784	0.7354397287411482
FEAT00165	Feature165	0.026905689110885866	4.682827754696605	0.9258739072004787	0.9967572843761756
FEAT00166	Feature166	0.12629122774086543	2.5574931124062736	0.6881499300670453	0.8975868653048416
FEAT00167	Feature167	-0.31073846271437144	7.160611257154829	0.5075300801552447	0.817383222231909
FEAT00168	Feature168	0.25886234187613866	5.92639110316096	0.25430097102285426	0.6811633152397881
FEAT00169	Feature169	0.4269713522122869	6.346871733732264	0.13509243692619435	0.5195862958699783
FEAT00170	Feature170	-0.46976411705805443	4.391329671389248	0.24003895427411948	0.6783195951365738
FEAT00171	Feature171	-0.8695251574703429	6.872301060885487	0.11498341261009024	0.47909755254204267
FEAT00172	Feature172	-0.183378041229024	5.075437344394127	0.638381874410166	0.8665817299685511
FEAT00173	Feature173	0.11082051430191342	5.765216572008991	0.5052629786442938	0.817383222231909
FEAT00174	Feature174	-0.08301172854473293	3.5413622854464903	0.789809576478225	0.94777149177387
FEAT00175	Feature175	-0.12735560440410687	3.462019701870641	0.5840079841687668	0.8382889724910528
FEAT00176	Feature176	-0.5246662934462076	8.659651780098285	0.20381524378969101	0.634545388153851
FEAT00177	Feature177	0.20779614535348134	5.0638209144132915	0.54916462631657	0.8270433847445491
FEAT00178	Feature178	-0.7049438878131795	6.741233103994081	0.03591004574667052	0.24484122100002625
FEAT00179	Feature179	0.7945376808072488	5.968425576755192	0.06387088913395442	0.3421654775033272
FEAT00180	Feature180	-0.24998029105134112	4.958259732112784	0.35536652249002754	0.7354397287411482
FEAT00181	Feature181	0.45411865491961745	4.871204289974073	0.08155940517123605	0.38837811986302884
FEAT00182	Feature182	0.022842702610971877	7.602978665683707	0.8925920152095077	0.9772905276016508
FEAT00183	Feature183	0.5975932432241482	5.406807277688746	0.21064797241981542	0.6448407318973941
FEAT00184	Feature184	0.9282326690105966	5.547258121234688	0.07197183143101486	0.36996443560033215
FEAT00185	Feature185	-0.28848014158431745	6.0999365169615425	0.4310708151328514	0.7607132031756201
FEAT00186	Feature186	0.15601614895724047	8.157211512276414	0.6155297490785925	0.8573012786510621
FEAT00187	Feature187	0.1283291881538089	7.379662101337085	0.6556229254074419	0.8780664179563954
FEAT00188	Feature188	0.4693725325202056	6.948287695492166	0.13031755288965668	0.507730725544117
FEAT00189	Feature189	-0.36002642982888666	4.994558559448464	0.4736656134994418	0.7916468392497936
FEAT00190	Feature190	-0.36771148645341345	3.4138268577777957	0.23479488984718971	0.6783195951365738
FEAT00191	Feature191	0.011146823252954796	7.734497292200884	0.9768729438323448	0.9967572843761756
FEAT00192	Feature192	-0.13744748765982884	7.988205359103653	0.6536555420187302	0.8780664179563954
FEAT00193	Feature193	0.2027729124845825	5.688741720695785	0.4184370354075691	0.7516832971393457
FEAT00194	Feature194	-0.018612193682374212	7.146627940372181	0.9704304322934798	0.9967572843761756
FEAT00195	Feature195	-0.11528737059548355	7.8617522582481705	0.7477880288587481	0.9373940376692942
FEAT00196	Feature196	-0.11791551208610151	7.947341231258388	0.7344952779168952	0.9336804380299515
FEAT00197	Feature197	0.09726396866437881	8.014296441791968	0.8344753762800339	0.9628562034000391
FEAT00198	Feature198	-0.4106381629758049	4.719953939983028	0.11087103603336104	0.47909755254204267
FEAT00199	Feature199	-0.18737288053996792	9.22760470935859	0.631936991128044	0.8629165500232763
FEAT00200	Feature200	-0.12632784702005662	3.307110504198764	0.6877184373383293	0.8975868653048416
FEAT00201	Feature201	-0.30110825593717827	7.734843478380298	0.5103613363525186	0.817383222231909
FEAT00202	Feature202	-0.5789603686431475	6.847206648860752	0.12183227784229037	0.4939146399011771
FEAT00203	Feature203	-0.3646168825112843	7.599044240544298	0.29781077948066886	0.7063473309782597
FEAT00204	Feature204	-0.5924754678414406	9.474197548672967	0.02085949356014827	0.15263044068401174
FEAT00205	Feature205	0.42444454909908735	9.03389073280406	0.22787248266644788	0.670213184313082
FEAT00206	Feature206	-0.23296334472558122	3.825476528722664	0.5147862524594895	0.817383222231909
FEAT00207	Feature207	-0.49315861966578733	2.684266833608955	0.19994434416487103	0.634545388153851
FEAT00208	Feature208	-0.3173603257814781	7.753040649923904	0.2916205496137909	0.7055335877753006
FEAT00209	Feature209	0.3701326154244513	3.6762674700424935	0.35382210636230244	0.7354397287411482
FEAT00210	Feature210	-0.4032251923223642	5.83212010832272	0.3453773819227824	0.7354397287411482
FEAT00211	Feature211	0.10482098439543197	7.502518593845918	0.7813590744989688	0.9413964752999624
FEAT00212	Feature212	0.07097964152825842	2.8403711473212296	0.7644427195369462	0.9373940376692942
FEAT00213	Feature213	-0.5955521958623364	1.8475384542810198	0.15342034212085714	0.5612939345885017
FEAT00214	Feature214	0.6694183164357206	6.557766871230499	0.048490950410888176	0.27975548313973947
FEAT00215	Feature215	-0.13888928575508874	6.0317831925946805	0.6546186610343018	0.8780664179563954
FEAT00216	Feature216	0.750170891053318	5.448168004021944	0.22032865865231893	0.6544415603534226
FEAT00217	Feature217	-0.01681996755250381	5.961985906808434	0.9612760753026662	0.9967572843761756
FEAT00218	Feature218	0.1400621354658771	4.168401236533556	0.6126652838267026	0.8573012786510621
FEAT00219	Feature219	-0.3720305713781884	3.283425931330313	0.24260694679681075	0.6783195951365738
FEAT00220	Feature220	-0.6042805514857443	5.56080696220787	0.07075123399823394	0.36996443560033215
FEAT00221	Feature221	0.6392624854129014	4.119273303348997	0.054301089574547566	0.3016727198585976
FEAT00222	Feature222	-0.04221439122646409	2.868955191773557	0.9131749411561944	0.9961908448976666
FEAT00223	Feature223	0.4570128376486	6.708626025991857	0.20516967550307846	0.634545388153851
FEAT00224	Feature224	0.22048534104183837	5.473961251108897	0.5722828065994096	0.8382889724910528
FEAT00225	Feature225	-0.09655895346588483	6.807673499853872	0.7267307938986546	0.9323501469396022
FEAT00226	Feature226	-0.10465748599102165	3.939887043349444	0.7778793309091901	0.9413964752999624
FEAT00227	Feature227	-0.011957865632698628	4.81594598648297	0.9798126467378765	0.9967572843761756
FEAT00228	Feature228	0.10274646068394189	3.9343721623658117	0.754455584931623	0.9373940376692942
FEAT00229	Feature229	-0.030435151519996317	4.170443797499041	0.937494927502632	0.9967572843761756
FEAT00230	Feature230	-0.006061849448407486	6.698581277299263	0.9868892972690465	0.9992972282407628
FEAT00231	Feature231	-0.040508796822924076	4.437702240161333	0.8893504729286626	0.9772905276016508
FEAT00232	Feature232	-0.6544017996688538	7.004051745347561	0.2779888707462084	0.7035176759957845
FEAT00233	Feature233	0.37855918060702987	6.709860820652115	0.31437161435355737	0.7216344781292136
FEAT00234	Feature234	-0.17087859333421385	10.00455614715052	0.5974750820739464	0.8454836067084147
FEAT00235	Feature235	0.00014949786627660444	3.2624009930314006	0.9996866045084817	0.9996866045084817
FEAT00236	Feature236	-0.35767298574831585	7.856284502646989	0.33660972437469505	0.726495808002939
FEAT00237	Feature237	-0.4020643367559371	5.876011438936362	0.13028749593005087	0.507730725544117
FEAT00238	Feature238	-0.5426487659763177	6.228171751695097	0.03851289679797801	0.25117106607376966
FEAT00239	Feature239	0.2971254982430196	3.2539813540627596	0.3305083984865822	0.726495808002939
FEAT00240	Feature240	0.3353002253260948	5.270574005134869	0.2892952807022244	0.7055335877753006
FEAT00241	Feature241	0.3089844472684655	7.7773961767580095	0.5197753959895872	0.817383222231909
FEAT00242	Feature242	0.35183665233672823	6.175750709026398	0.11495382494849221	0.47909755254204267
FEAT00243	Feature243	-0.3369230415809037	6.125420796176916	0.3328218819747663	0.726495808002939
FEAT00244	Feature244	0.3016245971636238	5.318489558786099	0.37611182427963213	0.7354397287411482
FEAT00245	Feature245	0.18562816551794548	8.178648717581341	0.5968978999886301	0.8454836067084147
FEAT00246	Feature246	-0.41278727050550756	5.947596479631962	0.19471446615149066	0.634545388153851
FEAT00247	Feature247	-0.09989827857012323	1.6542208361395068	0.7813097166855696	0.9413964752999624
FEAT00248	Feature248	-0.5254711086011152	4.501762666751392	0.16764873759058535	0.5917014267903012
FEAT00249	Feature249	-0.18965615783106138	2.064966409031458	0.6258511508580764	0.8612630516395546
FEAT00250	Feature250	-0.24284785874857484	-0.6516604146646593	0.39855334240063234	0.7484969732705828
FEAT00251	Feature251	0.0473869368053359	4.9339509035486175	0.8793667389725743	0.9764115634573864
FEAT00252	Feature252	-0.3163387814996117	8.502878974726615	0.17223018180713398	0.5987797900348737
FEAT00253	Feature253	-0.011207846476527727	6.233414323222256	0.9785710834758412	0.9967572843761756
FEAT00254	Feature254	-0.01778646586587529	3.713623350032224	0.9604030198335316	0.9967572843761756
FEAT00255	Feature255	0.11477762460160967	4.339011527158257	0.7473469618807833	0.9373940376692942
FEAT00256	Feature256	-0.21533312542908156	8.308744349534964	0.35002468850936475	0.7354397287411482
FEAT00257	Feature257	-0.2636117136091345	6.375222230786645	0.41454357036478684	0.7512534498019506
FEAT00258	Feature258	0.011365802905414668	5.7717963995467265	0.980144662969906	0.9967572843761756
FEAT00259	Feature259	0.2185252991724118	6.038390564172313	0.4776269263473755	0.7916468392497936
FEAT00260	Feature260	0.43303096990788337	5.997397531646919	0.3354775818596347	0.726495808002939
FEAT00261	Feature261	0.405853241759929	7.5585037986825965	0.3500369787794976	0.7354397287411482
FEAT00262	Feature262	-0.35949364467691414	7.049745479380696	0.41401540821075583	0.7512534498019506
FEAT00263	Feature263	0.2863083444974128	6.568291745850235	0.20398023139833546	0.634545388153851
FEAT00264	Feature264	-0.5563559518246697	4.044305456574652	0.14241187760561597	0.5307217716330929
FEAT00265	Feature265	-0.41035275738606813	6.738905273554764	0.23671092263940643	0.6783195951365738
FEAT00266	Feature266	-0.12291457367621561	4.690115979604847	0.5748455152121966	0.8382889724910528
FEAT00267	Feature267	-0.1536328572472625	7.92902026514725	0.7031050396744873	0.9131234281486849
FEAT00268	Feature268	-0.3030734125010648	3.4466045299671193	0.38242865894539707	0.7354397287411482
FEAT00269	Feature269	0.02322945880937599	5.657777821357715	0.9541659384597204	0.9967572843761756
FEAT00270	Feature270	0.2232769236947627	5.797768349812905	0.4497914187657949	0.7755024461479223
FEAT00271	Feature271	0.34942687655259874	3.289150403240356	0.24989112680958175	0.6811633152397881
FEAT00272	Feature272	0.1521770462878944	9.541764592856651	0.5829755394894085	0.8382889724910528
FEAT00273	Feature273	-0.11047622165670568	8.833354607398503	0.7951811103988025	0.9504156697993655
FEAT00274	Feature274	-0.40138294550208187	5.334105257600918	0.28612176578009707	0.7055335877753006
FEAT00275	Feature275	0.02212725688317274	7.270853346600057	0.9315542741442631	0.9967572843761756
FEAT00276	Feature276	0.1983497065824329	6.399931786580409	0.5788635873272826	0.8382889724910528
FEAT00277	Feature277	-0.3212860683047897	0.8752747955877278	0.4078973659373439	0.7507313483509397
FEAT00278	Feature278	-0.1783918655121326	6.581700214210405	0.6603712263971321	0.8804949685295095
FEAT00279	Feature279	0.12092109680724406	5.933509677104347	0.7655384640965902	0.9373940376692942
FEAT00280	Feature280	0.14160932995347775	6.4009480460235375	0.7638432658249376	0.9373940376692942
FEAT00281	Feature281	0.012079320394414506	3.9057573893270043	0.9800042424292934	0.9967572843761756
FEAT00282	Feature282	0.3359700988329344	5.411763051028983	0.3586820241222775	0.7354397287411482
FEAT00283	Feature283	0.6589308017627733	5.729953239365037	0.05090247274764552	0.28812720423195576
FEAT00284	Feature284	0.3217675629551966	8.740060413702253	0.33348214704657947	0.726495808002939
FEAT00285	Feature285	0.21577299053662724	6.566988111625636	0.5803674429831136	0.8382889724910528
FEAT00286	Feature286	-0.022204099203928074	5.699218057674311	0.9421512672201646	0.9967572843761756
FEAT00287	Feature287	0.1414671114276178	9.003983955189343	0.7763109552989649	0.9413964752999624
FEAT00288	Feature288	0.58094899393432	4.750686927308793	0.18259418971466393	0.6154860327460582
FEAT00289	Feature289	0.0024715039453413468	5.120818614127052	0.9950473937015113	0.9992972282407628
FEAT00290	Feature290	-0.08740210868551346	2.16287843473814	0.7303409484360217	0.9323501469396022
