cell_id	group	replicate	measurement
WIL0141	Wildtype	R1	17.244
WIL0142	Wildtype	R2	12.9211
WIL0143	Wildtype	R3	13.3583
WIL0144	Wildtype	R1	16.1364
WIL0145	Wildtype	R2	5.1657
WIL0146	Wildtype	R3	12.926
WIL0147	Wildtype	R1	11.1539
WIL0148	Wildtype	R2	10.8079
WIL0149	Wildtype	R3	14.8244
WIL0150	Wildtype	R1	15.0031
WIL0151	Wildtype	R2	15.5859
WIL0152	Wildtype	R3	15.9258
WIL0153	Wildtype	R1	19.5749
WIL0154	Wildtype	R2	16.3442
WIL0155	Wildtype	R3	17.6011
WIL0156	Wildtype	R1	12.1248
WIL0157	Wildtype	R2	17.3296
WIL0158	Wildtype	R3	9.9383
WIL0159	Wildtype	R1	14.1492
WIL0160	Wildtype	R2	19.3747
WIL0161	Wildtype	R3	9.4175
WIL0162	Wildtype	R1	21.5837
WIL0163	Wildtype	R2	12.4332
WIL0164	Wildtype	R3	14.4754
WIL0165	Wildtype	R1	10.1199
WIL0166	Wildtype	R2	22.7824
WIL0167	Wildtype	R3	7.8328
WIL0168	Wildtype	R1	11.7531
WIL0169	Wildtype	R2	13.0963
WIL0170	Wildtype	R3	18.7375
WIL0171	Wildtype	R1	17.2838
WIL0172	Wildtype	R2	13.0379
WIL0173	Wildtype	R3	14.2158
WIL0174	Wildtype	R1	16.5557
WIL0175	Wildtype	R2	15.064
WIL0176	Wildtype	R3	13.6694
WIL0177	Wildtype	R1	15.2278
WIL0178	Wildtype	R2	16.8637
WIL0179	Wildtype	R3	15.6738
WIL0180	Wildtype	R1	16.715
WIL0181	Wildtype	R2	15.2572
WIL0182	Wildtype	R3	12.2797
WIL0183	Wildtype	R1	18.5243
WIL0184	Wildtype	R2	14.5208
WIL0185	Wildtype	R3	12.1507
WIL0186	Wildtype	R1	16.0268
WIL0187	Wildtype	R2	17.1877
WIL0188	Wildtype	R3	16.4999
WIL0189	Wildtype	R1	15.272
WIL0190	Wildtype	R2	10.6662
WIL0191	Wildtype	R3	16.9048
WIL0192	Wildtype	R1	15.7827
WIL0193	Wildtype	R2	15.7558
WIL0194	Wildtype	R3	10.0249
WIL0195	Wildtype	R1	15.3409
WIL0196	Wildtype	R2	10.3934
WIL0197	Wildtype	R3	14.4043
WIL0198	Wildtype	R1	18.7737
WIL0199	Wildtype	R2	11.2554
WIL0200	Wildtype	R3	15.7208
WIL0201	Wildtype	R1	14.2861
WIL0202	Wildtype	R2	13.1677
WIL0203	Wildtype	R3	15.5102
WIL0204	Wildtype	R1	10.5578
WIL0205	Wildtype	R2	17.1826
WIL0206	Wildtype	R3	13.9236
WIL0207	Wildtype	R1	13.4544
WIL0208	Wildtype	R2	14.3972
WIL0209	Wildtype	R3	13.4687
WIL0210	Wildtype	R1	16.0261
WIL0211	Wildtype	R2	13.5855
WIL0212	Wildtype	R3	13.5654
WIL0213	Wildtype	R1	13.9801
WIL0214	Wildtype	R2	19.119
WIL0215	Wildtype	R3	13.4516
WIL0216	Wildtype	R1	9.3
WIL0217	Wildtype	R2	13.457
WIL0218	Wildtype	R3	22.0
WIL0219	Wildtype	R1	34.96
WIL0220	Wildtype	R2	22.8949
WIL0221	Wildtype	R3	21.074
WIL0222	Wildtype	R1	32.3832
WIL0223	Wildtype	R2	42.841
WIL0224	Wildtype	R3	27.0474
WIL0225	Wildtype	R1	28.5807
WIL0226	Wildtype	R2	26.0604
WIL0227	Wildtype	R3	39.2473
WIL0228	Wildtype	R1	21.1739
WIL0229	Wildtype	R2	35.6473
WIL0230	Wildtype	R3	22.6778
WIL0231	Wildtype	R1	33.1022
WIL0232	Wildtype	R2	24.836
WIL0233	Wildtype	R3	39.4303
WIL0234	Wildtype	R1	32.9429
WIL0235	Wildtype	R2	39.455
WIL0236	Wildtype	R3	31.0721
WIL0237	Wildtype	R1	28.6067
WIL0238	Wildtype	R2	32.9032
WIL0239	Wildtype	R3	21.7529
WIL0240	Wildtype	R1	29.8867
WIL0241	Wildtype	R2	36.6462
WIL0242	Wildtype	R3	27.4773
WIL0243	Wildtype	R1	28.9491
WIL0244	Wildtype	R2	37.2794
WIL0245	Wildtype	R3	21.7713
WIL0246	Wildtype	R1	32.1177
WIL0247	Wildtype	R2	19.4166
WIL0248	Wildtype	R3	30.4894
WIL0249	Wildtype	R1	25.0021
WIL0250	Wildtype	R2	34.5878
WIL0251	Wildtype	R3	36.3443
WIL0252	Wildtype	R1	39.9423
WIL0253	Wildtype	R2	26.8664
WIL0254	Wildtype	R3	34.5912
WIL0255	Wildtype	R1	32.7652
WIL0256	Wildtype	R2	20.9638
WIL0257	Wildtype	R3	26.5484
WIL0258	Wildtype	R1	31.3088
WIL0259	Wildtype	R2	26.669
WIL0260	Wildtype	R3	25.9424
WIL0261	Wildtype	R1	33.9764
WIL0262	Wildtype	R2	31.0082
WIL0263	Wildtype	R3	36.8117
WIL0264	Wildtype	R1	34.0326
WIL0265	Wildtype	R2	32.3533
WIL0266	Wildtype	R3	29.1356
WIL0267	Wildtype	R1	31.2967
WIL0268	Wildtype	R2	29.1334
WIL0269	Wildtype	R3	25.6758
WIL0270	Wildtype	R1	30.2448
WIL0271	Wildtype	R2	23.8658
WIL0272	Wildtype	R3	34.8617
WIL0273	Wildtype	R1	34.8346
WIL0274	Wildtype	R2	25.19
WIL0275	Wildtype	R3	25.8863
WIL0276	Wildtype	R1	38.9842
WIL0277	Wildtype	R2	38.9456
WIL0278	Wildtype	R3	29.5421
WIL0279	Wildtype	R1	28.1752
WIL0280	Wildtype	R2	23.9978
WIL0281	Wildtype	R3	41.0421
WIL0282	Wildtype	R1	18.481
WIL0283	Wildtype	R2	34.0366
WIL0284	Wildtype	R3	32.152
WIL0285	Wildtype	R1	36.2834
WIL0286	Wildtype	R2	28.5156
WIL0287	Wildtype	R3	30.2891
WIL0288	Wildtype	R1	32.0814
WIL0289	Wildtype	R2	44.574
WIL0290	Wildtype	R3	21.4553
WIL0291	Wildtype	R1	27.3869
WIL0292	Wildtype	R2	30.6455
WIL0293	Wildtype	R3	44.8923
WIL0294	Wildtype	R1	25.8298
WIL0295	Wildtype	R2	23.0735
WIL0296	Wildtype	R3	33.6166
WIL0297	Wildtype	R1	29.5417
WIL0298	Wildtype	R2	38.2285
WIL0299	Wildtype	R3	33.3176
WIL0300	Wildtype	R1	28.558
WIL0301	Wildtype	R2	26.7648
WIL0302	Wildtype	R3	20.9156
WIL0303	Wildtype	R1	26.407
WIL0304	Wildtype	R2	35.3005
WIL0305	Wildtype	R3	29.5963
WIL0306	Wildtype	R1	37.8447
WIL0307	Wildtype	R2	33.2745
WIL0308	Wildtype	R3	36.4168
WIL0309	Wildtype	R1	22.5051
WIL0310	Wildtype	R2	36.1863
WIL0311	Wildtype	R3	24.4612
WIL0312	Wildtype	R1	28.0984
WIL0313	Wildtype	R2	31.5835
WIL0314	Wildtype	R3	38.3677
WIL0315	Wildtype	R1	36.293
WIL0316	Wildtype	R2	37.8386
WIL0317	Wildtype	R3	30.6714
WIL0318	Wildtype	R1	28.4291
WIL0319	Wildtype	R2	19.5764
WIL0320	Wildtype	R3	32.281
WIL0321	Wildtype	R1	30.4832
WIL0322	Wildtype	R2	27.8509
WIL0323	Wildtype	R3	34.1324
WIL0324	Wildtype	R1	30.0158
WIL0325	Wildtype	R2	28.976
WIL0326	Wildtype	R3	40.7872
WIL0327	Wildtype	R1	37.4987
WIL0328	Wildtype	R2	37.9029
WIL0329	Wildtype	R3	41.7282
WIL0330	Wildtype	R1	27.9151
WIL0331	Wildtype	R2	38.4521
WIL0332	Wildtype	R3	29.1876
WIL0333	Wildtype	R1	28.2268
WIL0334	Wildtype	R2	45.1667
WIL0335	Wildtype	R3	22.7389
WIL0336	Wildtype	R1	36.7786
WIL0337	Wildtype	R2	32.6271
WIL0338	Wildtype	R3	19.128
WIL0339	Wildtype	R1	30.1921
WIL0340	Wildtype	R2	31.5569
WIL0341	Wildtype	R3	23.7553
WIL0342	Wildtype	R1	37.3523
WIL0343	Wildtype	R2	26.0664
WIL0344	Wildtype	R3	33.2666
WIL0345	Wildtype	R1	40.4222
WIL0346	Wildtype	R2	29.3828
WIL0347	Wildtype	R3	34.1802
WIL0348	Wildtype	R1	27.0065
WIL0349	Wildtype	R2	33.407
WIL0350	Wildtype	R3	40.0612
WIL0351	Wildtype	R1	17.9775
WIL0352	Wildtype	R2	31.4536
WIL0353	Wildtype	R3	28.3852
WIL0354	Wildtype	R1	34.2127
WIL0355	Wildtype	R2	32.4228
WIL0356	Wildtype	R3	23.6879
WIL0357	Wildtype	R1	34.6456
WIL0358	Wildtype	R2	45.8962
WIL0359	Wildtype	R3	25.4594
WIL0360	Wildtype	R1	33.324
WIL0361	Wildtype	R2	19.3138
WIL0362	Wildtype	R3	36.6247
WIL0363	Wildtype	R1	29.942
WIL0364	Wildtype	R2	23.7827
WIL0365	Wildtype	R3	29.8487
WIL0366	Wildtype	R1	27.8845
WIL0367	Wildtype	R2	38.8116
WIL0368	Wildtype	R3	38.6629
WIL0369	Wildtype	R1	28.3596
WIL0370	Wildtype	R2	30.7904
WIL0371	Wildtype	R3	34.4437
WIL0372	Wildtype	R1	11.9898
WIL0373	Wildtype	R2	31.9535
WIL0374	Wildtype	R3	34.2478
WIL0375	Wildtype	R1	37.3752
WIL0376	Wildtype	R2	29.4572
WIL0377	Wildtype	R3	22.8778
WIL0378	Wildtype	R1	19.907
WIL0379	Wildtype	R2	29.1062
WIL0380	Wildtype	R3	18.8033
WIL0381	Wildtype	R1	31.11
WIL0382	Wildtype	R2	32.7002
WIL0383	Wildtype	R3	43.6664
WIL0384	Wildtype	R1	31.3376
WIL0385	Wildtype	R2	25.1831
WIL0386	Wildtype	R3	33.2619
WIL0387	Wildtype	R1	26.1713
WIL0388	Wildtype	R2	27.7378
WIL0389	Wildtype	R3	26.2821
WIL0390	Wildtype	R1	37.5112
WIL0391	Wildtype	R2	27.1432
WIL0392	Wildtype	R3	39.253
WIL0393	Wildtype	R1	27.649
WIL0394	Wildtype	R2	29.5409
WIL0395	Wildtype	R3	33.8546
WIL0396	Wildtype	R1	26.4931
WIL0397	Wildtype	R2	26.7222
WIL0398	Wildtype	R3	28.9333
WIL0399	Wildtype	R1	26.6033
WIL0400	Wildtype	R2	32.5826
WIL0401	Wildtype	R3	31.2365
WIL0402	Wildtype	R1	33.532
WIL0403	Wildtype	R2	36.3249
WIL0404	Wildtype	R3	27.6263
WIL0405	Wildtype	R1	29.157
WIL0406	Wildtype	R2	27.8842
WIL0407	Wildtype	R3	44.2426
WIL0408	Wildtype	R1	33.1091
WIL0409	Wildtype	R2	30.6378
WIL0410	Wildtype	R3	37.2413
WIL0411	Wildtype	R1	26.6451
WIL0412	Wildtype	R2	33.3008
WIL0413	Wildtype	R3	29.2917
WIL0414	Wildtype	R1	29.2265
WIL0415	Wildtype	R2	36.8869
WIL0416	Wildtype	R3	37.3633
WIL0417	Wildtype	R1	26.1323
WIL0418	Wildtype	R2	31.2021
WIL0419	Wildtype	R3	22.3223
WIL0420	Wildtype	R1	34.9088
WIL0421	Wildtype	R2	30.0712
WIL0422	Wildtype	R3	41.3931
WIL0423	Wildtype	R1	34.2498
WIL0424	Wildtype	R2	30.742
WIL0425	Wildtype	R3	40.5792
WIL0426	Wildtype	R1	36.4169
WIL0427	Wildtype	R2	22.2322
WIL0428	Wildtype	R3	24.6679
WIL0429	Wildtype	R1	23.5053
WIL0430	Wildtype	R2	27.331
WIL0431	Wildtype	R3	28.1059
WIL0432	Wildtype	R1	29.4644
WIL0433	Wildtype	R2	32.5385
WIL0434	Wildtype	R3	18.7197
WIL0435	Wildtype	R1	25.3271
WIL0436	Wildtype	R2	30.0674
WIL0437	Wildtype	R3	38.5474
WIL0438	Wildtype	R1	26.1749
WIL0439	Wildtype	R2	29.2517
WIL0440	Wildtype	R3	26.6257
WIL0441	Wildtype	R1	22.3663
WIL0442	Wildtype	R2	36.3458
WIL0443	Wildtype	R3	26.4714
WIL0444	Wildtype	R1	42.0897
WIL0445	Wildtype	R2	34.5206
WIL0446	Wildtype	R3	31.4661
WIL0447	Wildtype	R1	24.1205
WIL0448	Wildtype	R2	38.9057
WIL0449	Wildtype	R3	30.8876
WIL0450	Wildtype	R1	40.6248
WIL0451	Wildtype	R2	28.7478
WIL0452	Wildtype	R3	36.4629
WIL0453	Wildtype	R1	37.1295
WIL0454	Wildtype	R2	24.4055
WIL0455	Wildtype	R3	25.087
WIL0456	Wildtype	R1	26.7344
WIL0457	Wildtype	R2	29.3175
WIL0458	Wildtype	R3	19.1224
WIL0459	Wildtype	R1	22.6671
WIL0460	Wildtype	R2	28.3422
WIL0461	Wildtype	R3	30.8955
WIL0462	Wildtype	R1	28.4142
WIL0463	Wildtype	R2	23.9415
WIL0464	Wildtype	R3	31.224
WIL0465	Wildtype	R1	24.4448
WIL0466	Wildtype	R2	31.0109
WIL0467	Wildtype	R3	33.1227
WIL0468	Wildtype	R1	38.9111
WIL0469	Wildtype	R2	25.4001
WIL0470	Wildtype	R3	30.2373
WIL0471	Wildtype	R1	27.9968
WIL0472	Wildtype	R2	31.3764
WIL0473	Wildtype	R3	32.2167
WIL0474	Wildtype	R1	31.2189
WIL0475	Wildtype	R2	28.7984
WIL0476	Wildtype	R3	33.1156
WIL0477	Wildtype	R1	25.818
WIL0478	Wildtype	R2	39.0239
WIL0479	Wildtype	R3	11.7124
WIL0480	Wildtype	R1	36.4526
WIL0481	Wildtype	R2	29.3921
WIL0482	Wildtype	R3	24.7156
WIL0483	Wildtype	R1	24.3336
WIL0484	Wildtype	R2	28.7564
WIL0485	Wildtype	R3	31.8287
WIL0486	Wildtype	R1	18.3815
WIL0487	Wildtype	R2	25.1092
WIL0488	Wildtype	R3	34.2003
WIL0489	Wildtype	R1	29.9127
WIL0490	Wildtype	R2	23.7928
WIL0491	Wildtype	R3	30.2865
WIL0492	Wildtype	R1	30.4839
WIL0493	Wildtype	R2	25.7922
WIL0494	Wildtype	R3	21.5665
WIL0495	Wildtype	R1	17.1466
WIL0496	Wildtype	R2	24.7174
WIL0497	Wildtype	R3	24.9832
WIL0498	Wildtype	R1	31.7626
WIL0499	Wildtype	R2	26.454
WIL0500	Wildtype	R3	15.9397
WIL0501	Wildtype	R1	28.4949
WIL0502	Wildtype	R2	29.5677
WIL0503	Wildtype	R3	22.3073
WIL0504	Wildtype	R1	31.2048
WIL0505	Wildtype	R2	24.9497
WIL0506	Wildtype	R3	33.898
WIL0507	Wildtype	R1	31.0773
WIL0508	Wildtype	R2	34.2283
WIL0509	Wildtype	R3	17.5497
WIL0510	Wildtype	R1	34.5329
WIL0511	Wildtype	R2	30.1364
WIL0512	Wildtype	R3	36.3399
WIL0513	Wildtype	R1	40.1113
WIL0514	Wildtype	R2	32.2686
WIL0515	Wildtype	R3	25.3024
WIL0516	Wildtype	R1	44.2804
WIL0517	Wildtype	R2	30.733
WIL0518	Wildtype	R3	31.9911
WIL0519	Wildtype	R1	24.9146
WIL0520	Wildtype	R2	27.2689
WIL0521	Wildtype	R3	22.0464
WIL0522	Wildtype	R1	32.1847
WIL0523	Wildtype	R2	31.0005
WIL0524	Wildtype	R3	39.2562
WIL0525	Wildtype	R1	27.8962
WIL0526	Wildtype	R2	26.3254
WIL0527	Wildtype	R3	25.3893
WIL0528	Wildtype	R1	30.9476
WIL0529	Wildtype	R2	31.3901
WIL0530	Wildtype	R3	35.8448
WIL0531	Wildtype	R1	34.8084
WIL0532	Wildtype	R2	31.543
WIL0533	Wildtype	R3	29.3772
WIL0534	Wildtype	R1	29.2926
WIL0535	Wildtype	R2	41.2072
WIL0536	Wildtype	R3	30.3752
WIL0537	Wildtype	R1	27.0749
WIL0538	Wildtype	R2	25.6915
WIL0539	Wildtype	R3	33.2152
WIL0540	Wildtype	R1	33.5851
WIL0541	Wildtype	R2	36.8354
WIL0542	Wildtype	R3	32.5836
WIL0543	Wildtype	R1	26.8735
WIL0544	Wildtype	R2	28.4008
WIL0545	Wildtype	R3	31.6726
WIL0546	Wildtype	R1	22.722
WIL0547	Wildtype	R2	35.5028
WIL0548	Wildtype	R3	24.9775
WIL0549	Wildtype	R1	37.263
WIL0550	Wildtype	R2	30.8652
WIL0551	Wildtype	R3	30.6162
WIL0552	Wildtype	R1	23.9011
WIL0553	Wildtype	R2	33.5218
WIL0554	Wildtype	R3	24.8952
WIL0555	Wildtype	R1	28.8377
WIL0556	Wildtype	R2	32.8738
WIL0557	Wildtype	R3	38.4863
WIL0558	Wildtype	R1	26.5284
WIL0559	Wildtype	R2	40.9963
WIL0560	Wildtype	R3	31.9082
WIL0561	Wildtype	R1	37.6036
WIL0562	Wildtype	R2	25.0022
WIL0563	Wildtype	R3	39.0492
WIL0564	Wildtype	R1	25.4863
WIL0565	Wildtype	R2	26.3556
WIL0566	Wildtype	R3	29.0603
WIL0567	Wildtype	R1	28.8108
WIL0568	Wildtype	R2	20.0032
WIL0569	Wildtype	R3	19.335
WIL0570	Wildtype	R1	20.0745
WIL0571	Wildtype	R2	20.9417
WIL0572	Wildtype	R3	35.1347
WIL0573	Wildtype	R1	34.4899
WIL0574	Wildtype	R2	28.2137
WIL0575	Wildtype	R3	26.1569
WIL0576	Wildtype	R1	36.9407
WIL0577	Wildtype	R2	29.3415
WIL0578	Wildtype	R3	37.602
WIL0579	Wildtype	R1	24.43
WIL0580	Wildtype	R2	24.8831
WIL0581	Wildtype	R3	40.0367
WIL0582	Wildtype	R1	36.2337
WIL0583	Wildtype	R2	34.7178
WIL0584	Wildtype	R3	34.0186
WIL0585	Wildtype	R1	33.2861
WIL0586	Wildtype	R2	24.9121
WIL0587	Wildtype	R3	29.0941
WIL0588	Wildtype	R1	35.7997
WIL0589	Wildtype	R2	27.0697
WIL0590	Wildtype	R3	38.6898
WIL0591	Wildtype	R1	21.6969
WIL0592	Wildtype	R2	18.9218
WIL0593	Wildtype	R3	28.6484
WIL0594	Wildtype	R1	24.9943
WIL0595	Wildtype	R2	21.0436
WIL0596	Wildtype	R3	31.59
WIL0597	Wildtype	R1	33.188
WIL0598	Wildtype	R2	29.7812
WIL0599	Wildtype	R3	34.5343
WIL0600	Wildtype	R1	30.4238
WIL0601	Wildtype	R2	22.178
WIL0602	Wildtype	R3	29.7638
WIL0603	Wildtype	R1	22.8786
WIL0604	Wildtype	R2	41.6256
WIL0605	Wildtype	R3	29.7391
WIL0606	Wildtype	R1	38.0228
WIL0607	Wildtype	R2	37.522
WIL0608	Wildtype	R3	34.3252
WIL0609	Wildtype	R1	21.2999
WIL0610	Wildtype	R2	24.419
WIL0611	Wildtype	R3	35.6799
WIL0612	Wildtype	R1	29.7476
WIL0613	Wildtype	R2	23.3077
WIL0614	Wildtype	R3	27.4139
WIL0615	Wildtype	R1	35.2008
WIL0616	Wildtype	R2	29.5071
WIL0617	Wildtype	R3	31.4003
WIL0618	Wildtype	R1	31.0007
WIL0619	Wildtype	R2	33.217
WIL0620	Wildtype	R3	34.3285
MUT0001	Mutant	R2	10.3677
MUT0002	Mutant	R3	17.9019
MUT0003	Mutant	R1	21.9725
MUT0004	Mutant	R2	13.7942
MUT0005	Mutant	R3	17.7786
MUT0006	Mutant	R1	13.8951
MUT0007	Mutant	R2	16.7378
MUT0008	Mutant	R3	9.4545
MUT0009	Mutant	R1	13.3569
MUT0010	Mutant	R2	16.5745
MUT0011	Mutant	R3	15.8272
MUT0012	Mutant	R1	12.3013
MUT0013	Mutant	R2	9.1251
MUT0014	Mutant	R3	18.5836
MUT0015	Mutant	R1	13.9116
MUT0016	Mutant	R2	11.2834
MUT0017	Mutant	R3	12.4931
MUT0018	Mutant	R1	14.6224
MUT0019	Mutant	R2	10.5014
MUT0020	Mutant	R3	16.8855
MUT0021	Mutant	R1	10.7271
MUT0022	Mutant	R2	14.1026
MUT0023	Mutant	R3	12.2483
MUT0024	Mutant	R1	13.6442
MUT0025	Mutant	R2	17.2915
MUT0026	Mutant	R3	15.404
MUT0027	Mutant	R1	13.1917
MUT0028	Mutant	R2	7.9071
MUT0029	Mutant	R3	8.499
MUT0030	Mutant	R1	13.5892
MUT0031	Mutant	R2	15.924
MUT0032	Mutant	R3	9.3529
MUT0033	Mutant	R1	7.8501
MUT0034	Mutant	R2	12.8961
MUT0035	Mutant	R3	14.954
MUT0036	Mutant	R1	12.9403
MUT0037	Mutant	R2	9.1867
MUT0038	Mutant	R3	11.3738
MUT0039	Mutant	R1	15.7205
MUT0040	Mutant	R2	17.1889
MUT0041	Mutant	R3	9.9602
MUT0042	Mutant	R1	6.0126
MUT0043	Mutant	R2	13.9776
MUT0044	Mutant	R3	10.6826
MUT0045	Mutant	R1	14.7398
MUT0046	Mutant	R2	8.9936
MUT0047	Mutant	R3	20.2067
MUT0048	Mutant	R1	16.1569
MUT0049	Mutant	R2	7.0389
MUT0050	Mutant	R3	16.89
MUT0051	Mutant	R1	17.4482
MUT0052	Mutant	R2	8.514
MUT0053	Mutant	R3	14.8578
MUT0054	Mutant	R1	12.366
MUT0055	Mutant	R2	15.3298
MUT0056	Mutant	R3	14.8872
MUT0057	Mutant	R1	13.2942
MUT0058	Mutant	R2	11.3897
MUT0059	Mutant	R3	15.3034
MUT0060	Mutant	R1	12.6789
MUT0061	Mutant	R2	15.8971
MUT0062	Mutant	R3	16.5015
MUT0063	Mutant	R1	14.3538
MUT0064	Mutant	R2	16.3661
MUT0065	Mutant	R3	13.8838
MUT0066	Mutant	R1	13.9092
MUT0067	Mutant	R2	15.674
MUT0068	Mutant	R3	10.4341
MUT0069	Mutant	R1	12.9993
MUT0070	Mutant	R2	17.9975
MUT0071	Mutant	R3	8.2902
MUT0072	Mutant	R1	12.5423
MUT0073	Mutant	R2	9.315
MUT0074	Mutant	R3	20.4636
MUT0075	Mutant	R1	16.329
MUT0076	Mutant	R2	11.4064
MUT0077	Mutant	R3	15.0629
MUT0078	Mutant	R1	19.0321
MUT0079	Mutant	R2	12.6234
MUT0080	Mutant	R3	11.9852
MUT0081	Mutant	R1	10.2932
MUT0082	Mutant	R2	17.2698
MUT0083	Mutant	R3	16.6904
MUT0084	Mutant	R1	10.088
MUT0085	Mutant	R2	13.4103
MUT0086	Mutant	R3	15.7893
