preset_id,preset_name,plot_type,target_width_mm,status,n_text,overlapping_text_pairs,clipped_text,legend_overlaps_data,legend_overlap_fraction,min_font_pt,min_font_role,effective_min_font_pt,tight_width_mm,tight_height_mm,width_deviation_pct,max_tick_labels_on_one_axis,publication_score,publication_level,render_warnings,issues,preview_png
full_174mm_C,Full width 174 mm (C),swimmer_plot,174.0,WARN,34,0,0,False,0.0,6.5,tick,7.8,145.0,149.0,-16.7,20,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f,exported width 145.0 mm deviates -17% from target 174.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_174mm_C/swimmer_plot.png
full_174mm_C,Full width 174 mm (C),spider_plot,174.0,WARN,23,0,0,False,0.0,6.5,tick,9.47,119.4,104.6,-31.4,11,76,warn,,exported width 119.4 mm deviates -31% from target 174.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_174mm_C/spider_plot.png
full_174mm_C,Full width 174 mm (C),sankey_plot,174.0,WARN,24,0,0,False,0.0,6.5,tick,8.11,139.5,89.9,-19.8,10,88,warn,"Style control 'legend_pt' flows have no axes, markers or lines in the plot sense | Style control 'line_width_pt' flows have no axes, markers or lines in the plot s | Style control 'marker_size' flows have no axes, markers or lines in the plot sen",exported width 139.5 mm deviates -20% from target 174.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_174mm_C/sankey_plot.png
full_174mm_C,Full width 174 mm (C),embedding_scatter,174.0,WARN,26,0,0,False,0.0,6.5,tick,9.58,118.1,84.4,-32.1,10,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f,exported width 118.1 mm deviates -32% from target 174.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_174mm_C/embedding_scatter.png
full_174mm_C,Full width 174 mm (C),hierarchical_clustering,174.0,WARN,59,0,0,True,1.0,6.0,tick,6.18,168.9,155.4,-2.9,30,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,legend covers data (100% of legend box),../../../../../../tmp/jp_qc_merged2/previews/full_174mm_C/hierarchical_clustering.png
full_174mm_C,Full width 174 mm (C),network_graph,174.0,FAIL,23,1,0,False,0.0,6.5,legend,10.4,108.7,124.5,-37.5,0,100,pass,Style control 'line_width_pt' does not apply to network plots (they have no axes | Style control 'marker_size' does not apply to network plots (they have no axes; ,1 overlapping text pair(s); exported width 108.7 mm deviates -38% from target 174.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_174mm_C/network_graph.png
full_174mm_C,Full width 174 mm (C),chord_diagram,174.0,FAIL,24,1,0,False,0.0,6.5,tick,6.77,167.0,167.0,-4.0,7,88,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,1 overlapping text pair(s),../../../../../../tmp/jp_qc_merged2/previews/full_174mm_C/chord_diagram.png
full_183mm_N,Full width 183 mm (N),barplot_with_error_bar,183.0,PASS,12,0,0,False,0.0,5.5,tick,5.63,178.8,142.2,-2.3,6,76,warn,Style control 'line_width_pt' bars have no markers or data lines; error-bar and ,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/barplot_with_error_bar.png
full_183mm_N,Full width 183 mm (N),grouped_barplot_with_error_bar,183.0,WARN,17,0,0,False,0.0,5.5,tick,8.08,124.5,106.6,-32.0,10,76,warn,Style control 'line_width_pt' bars have no markers or data lines; error-bar and ,exported width 124.5 mm deviates -32% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/grouped_barplot_with_error_bar.png
full_183mm_N,Full width 183 mm (N),heatmap_clustered_matrix,183.0,PASS,52,0,0,False,0.0,5.5,tick,5.63,178.9,158.4,-2.2,30,76,warn,"Using 12 value column(s): ['Ctrl_1', 'Ctrl_2', 'Ctrl_3', 'Ctrl_4', 'DrugA_1', 'D | Style control 'line_width_pt' heatmaps use a continuous colormap, not per-point  | Style control 'marker_size' heatmaps use a continuous colormap, not per-point ma",,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/heatmap_clustered_matrix.png
full_183mm_N,Full width 183 mm (N),volcano_plot,183.0,WARN,32,0,0,False,0.0,5.5,tick,8.04,125.2,133.7,-31.6,8,76,warn,Style control 'palette_name' a volcano colours points by significance class (up  | Style control 'line_width_pt' a volcano colours points by significance class (up,exported width 125.2 mm deviates -32% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/volcano_plot.png
full_183mm_N,Full width 183 mm (N),scatterplot_with_regression,183.0,WARN,25,0,0,False,0.0,5.5,tick,8.21,122.6,118.0,-33.0,11,76,warn,,exported width 122.6 mm deviates -33% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/scatterplot_with_regression.png
full_183mm_N,Full width 183 mm (N),boxplot_or_violin_with_points,183.0,PASS,15,0,0,False,0.0,5.5,tick,5.63,178.8,142.2,-2.3,10,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/boxplot_or_violin_with_points.png
full_183mm_N,Full width 183 mm (N),lineplot_timecourse_with_error_band,183.0,PASS,23,0,0,False,0.0,5.5,tick,5.63,178.7,123.9,-2.3,9,64,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/lineplot_timecourse_with_error_band.png
full_183mm_N,Full width 183 mm (N),ridge_or_density_plot,183.0,PASS,13,0,0,False,0.0,5.5,tick,5.63,178.8,160.5,-2.3,8,64,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/ridge_or_density_plot.png
full_183mm_N,Full width 183 mm (N),histogram_distribution,183.0,PASS,33,0,0,False,0.0,5.5,tick,5.63,178.8,98.6,-2.3,11,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/histogram_distribution.png
full_183mm_N,Full width 183 mm (N),enrichment_dotplot,183.0,PASS,34,0,0,False,0.0,5.5,tick,5.62,179.0,139.3,-2.2,12,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/enrichment_dotplot.png
full_183mm_N,Full width 183 mm (N),kaplan_meier_survival_curve,183.0,PASS,21,0,0,False,0.0,5.5,tick,5.63,178.8,142.2,-2.3,9,64,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/kaplan_meier_survival_curve.png
full_183mm_N,Full width 183 mm (N),stacked_bar_composition,183.0,WARN,45,0,0,True,0.395,5.5,tick,5.63,178.8,123.9,-2.3,30,76,warn,Style control 'line_width_pt' stacked bars have no markers or data lines; it was | Style control 'marker_size' stacked bars have no markers or data lines; it was i,legend covers data (39% of legend box),../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/stacked_bar_composition.png
full_183mm_N,Full width 183 mm (N),waterfall_plot,183.0,WARN,16,0,0,False,0.0,5.5,tick,6.63,151.9,105.6,-17.0,10,88,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,exported width 151.9 mm deviates -17% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/waterfall_plot.png
full_183mm_N,Full width 183 mm (N),pca_scatter_from_matrix,183.0,PASS,20,0,0,False,0.0,5.5,tick,5.63,178.8,151.4,-2.3,7,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/pca_scatter_from_matrix.png
full_183mm_N,Full width 183 mm (N),oncoprint_mutation_heatmap,183.0,WARN,17,0,0,True,0.882,5.5,tick,6.37,158.1,123.9,-13.6,10,88,warn,"Style control 'line_width_pt' oncoprints use categorical mutation colors, not ma | Style control 'marker_size' oncoprints use categorical mutation colors, not mark",legend covers data (88% of legend box),../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/oncoprint_mutation_heatmap.png
full_183mm_N,Full width 183 mm (N),lollipop_mutation_plot,183.0,WARN,29,0,0,False,0.0,5.5,tick,7.57,132.9,66.3,-27.4,10,76,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,exported width 132.9 mm deviates -27% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/lollipop_mutation_plot.png
full_183mm_N,Full width 183 mm (N),roc_curve,183.0,PASS,17,0,0,False,0.0,5.5,tick,5.65,178.0,178.8,-2.7,7,76,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/roc_curve.png
full_183mm_N,Full width 183 mm (N),forest_plot,183.0,PASS,16,0,0,False,0.0,5.5,tick,5.63,178.8,123.9,-2.3,9,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'marker_size' does not apply to this plot type; it was ignored for | Style control 'legend_outside' does not apply to this plot type; it was ignored ,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/forest_plot.png
full_183mm_N,Full width 183 mm (N),dot_strip_plot,183.0,PASS,15,0,0,False,0.0,5.5,tick,5.63,178.8,127.6,-2.3,10,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/dot_strip_plot.png
full_183mm_N,Full width 183 mm (N),beeswarm_plot,183.0,PASS,13,0,0,False,0.0,5.5,tick,5.63,178.8,127.6,-2.3,8,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/beeswarm_plot.png
full_183mm_N,Full width 183 mm (N),paired_slopegraph,183.0,PASS,13,0,0,False,0.0,5.5,tick,5.63,178.8,151.4,-2.3,9,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/paired_slopegraph.png
full_183mm_N,Full width 183 mm (N),raincloud_plot,183.0,PASS,12,0,0,False,0.0,5.5,tick,5.63,178.8,127.6,-2.3,7,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'legend_outside' does not apply to this plot type; it was ignored ,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/raincloud_plot.png
full_183mm_N,Full width 183 mm (N),hierarchical_dendrogram,183.0,PASS,35,0,0,False,0.0,5.5,tick,5.63,178.8,109.3,-2.3,24,76,warn,Style control 'legend_pt' a dendrogram has no markers; branch width follows the  | Style control 'line_width_pt' a dendrogram has no markers; branch width follows  | Style control 'marker_size' a dendrogram has no markers; branch width follows th,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/hierarchical_dendrogram.png
full_183mm_N,Full width 183 mm (N),ma_plot,183.0,FAIL,32,1,0,False,0.0,5.5,tick,6.69,150.5,109.4,-17.8,9,64,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f,1 overlapping text pair(s); exported width 150.5 mm deviates -18% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/ma_plot.png
full_183mm_N,Full width 183 mm (N),manhattan_plot,183.0,PASS,37,0,0,False,0.0,5.5,tick,5.63,178.8,87.3,-2.3,23,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/manhattan_plot.png
full_183mm_N,Full width 183 mm (N),qq_plot,183.0,PASS,23,0,0,False,0.0,5.5,tick,5.63,178.8,164.2,-2.3,10,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'legend_outside' does not apply to this plot type; it was ignored ,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/qq_plot.png
full_183mm_N,Full width 183 mm (N),bland_altman_plot,183.0,PASS,20,0,0,False,0.0,5.5,tick,5.63,178.8,127.6,-2.3,9,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'legend_outside' does not apply to this plot type; it was ignored ,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/bland_altman_plot.png
full_183mm_N,Full width 183 mm (N),precision_recall_curve,183.0,PASS,18,0,0,False,0.0,5.5,tick,5.65,178.0,178.8,-2.7,7,76,warn,Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/precision_recall_curve.png
full_183mm_N,Full width 183 mm (N),confusion_matrix,183.0,PASS,26,0,0,False,0.0,5.5,tick,5.63,178.8,178.8,-2.3,8,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/confusion_matrix.png
full_183mm_N,Full width 183 mm (N),calibration_plot,183.0,PASS,20,0,0,False,0.0,5.5,tick,5.61,179.3,178.3,-2.0,8,76,warn,,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/calibration_plot.png
full_183mm_N,Full width 183 mm (N),dose_response_curve,183.0,FAIL,22,1,0,False,0.0,5.5,tick,8.13,123.8,110.2,-32.3,9,76,warn,,1 overlapping text pair(s); exported width 123.8 mm deviates -32% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/dose_response_curve.png
full_183mm_N,Full width 183 mm (N),upset_plot,183.0,WARN,36,0,0,False,0.0,5.5,tick,6.74,149.3,131.8,-18.4,8,76,warn,Style control 'legend_pt' does not apply to this plot type; it was ignored for t | Style control 'legend_outside' does not apply to this plot type; it was ignored ,exported width 149.3 mm deviates -18% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/upset_plot.png
full_183mm_N,Full width 183 mm (N),swimmer_plot,183.0,WARN,34,0,0,False,0.0,5.5,tick,6.65,151.3,148.7,-17.3,20,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f,exported width 151.3 mm deviates -17% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/swimmer_plot.png
full_183mm_N,Full width 183 mm (N),spider_plot,183.0,WARN,23,0,0,False,0.0,5.5,tick,8.1,124.3,109.4,-32.1,11,76,warn,,exported width 124.3 mm deviates -32% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/spider_plot.png
full_183mm_N,Full width 183 mm (N),sankey_plot,183.0,WARN,24,0,0,False,0.0,5.5,tick,7.22,139.5,89.9,-23.8,10,88,warn,"Style control 'legend_pt' flows have no axes, markers or lines in the plot sense | Style control 'line_width_pt' flows have no axes, markers or lines in the plot s | Style control 'marker_size' flows have no axes, markers or lines in the plot sen",exported width 139.5 mm deviates -24% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/sankey_plot.png
full_183mm_N,Full width 183 mm (N),embedding_scatter,183.0,WARN,26,0,0,False,0.0,5.5,tick,8.17,123.2,88.1,-32.7,10,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f,exported width 123.2 mm deviates -33% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/embedding_scatter.png
full_183mm_N,Full width 183 mm (N),hierarchical_clustering,183.0,WARN,59,0,0,True,1.0,5.5,tick,5.64,178.3,156.2,-2.6,30,76,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,legend covers data (100% of legend box),../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/hierarchical_clustering.png
full_183mm_N,Full width 183 mm (N),network_graph,183.0,FAIL,23,1,0,False,0.0,5.5,legend,8.8,114.4,130.8,-37.5,0,100,pass,Style control 'line_width_pt' does not apply to network plots (they have no axes | Style control 'marker_size' does not apply to network plots (they have no axes; ,1 overlapping text pair(s); exported width 114.4 mm deviates -38% from target 183.0 mm,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/network_graph.png
full_183mm_N,Full width 183 mm (N),chord_diagram,183.0,PASS,24,0,0,False,0.0,5.5,tick,5.73,175.7,175.7,-4.0,7,88,warn,Style control 'line_width_pt' does not apply to this plot type; it was ignored f | Style control 'marker_size' does not apply to this plot type; it was ignored for,,../../../../../../tmp/jp_qc_merged2/previews/full_183mm_N/chord_diagram.png
full_184mm_S,Full width 184 mm (S),barplot_with_error_bar,184.0,PASS,12,0,0,False,0.0,6.5,tick,6.68,179.0,142.2,-2.7,6,76,warn,Style control 'line_width_pt' bars have no markers or data lines; error-bar and ,,../../../../../../tmp/jp_qc_merged2/previews/full_184mm_S/barplot_with_error_bar.png
